row_type,candidate_id,system_label,minimum_permittivity,a0_m_s2,gate_power,anisotropy_tau,smoothing_r80_fraction,identity,source_plane_RMS_arcsec
system,e1d00_a1d2_n2_tp0d6_w0d35,MACS0429,1.0,1.2e-10,2.0,0.6,0.35,False,9.131228335747062
aggregate,e1d00_a1d2_n2_tp0d6_w0d35,selection,1.0,1.2e-10,2.0,0.6,0.35,False,12.989743971561932
system,e1d00_a1d2_n2_tp0d6_w0d50,MACS0329,1.0,1.2e-10,2.0,0.6,0.5,False,15.923836097931234
system,e1d00_a1d2_n2_tp0d6_w0d50,MACS0429,1.0,1.2e-10,2.0,0.6,0.5,False,9.090712906086775
aggregate,e1d00_a1d2_n2_tp0d6_w0d50,selection,1.0,1.2e-10,2.0,0.6,0.5,False,12.965523846236806
system,e1d00_a1d2_n4_tm0d6_w0d20,MACS0329,1.0,1.2e-10,4.0,-0.6,0.2,False,15.990695880575327
system,e1d00_a1d2_n4_tm0d6_w0d20,MACS0429,1.0,1.2e-10,4.0,-0.6,0.2,False,9.185563171153285
aggregate,e1d00_a1d2_n4_tm0d6_w0d20,selection,1.0,1.2e-10,4.0,-0.6,0.2,False,13.039879706429357
system,e1d00_a1d2_n4_tm0d6_w0d35,MACS0329,1.0,1.2e-10,4.0,-0.6,0.35,False,16.00512783477901
system,e1d00_a1d2_n4_tm0d6_w0d35,MACS0429,1.0,1.2e-10,4.0,-0.6,0.35,False,9.22987430502009
aggregate,e1d00_a1d2_n4_tm0d6_w0d35,selection,1.0,1.2e-10,4.0,-0.6,0.35,False,13.064354111361341
system,e1d00_a1d2_n4_tm0d6_w0d50,MACS0329,1.0,1.2e-10,4.0,-0.6,0.5,False,16.021583755354868
system,e1d00_a1d2_n4_tm0d6_w0d50,MACS0429,1.0,1.2e-10,4.0,-0.6,0.5,False,9.269730664813531
aggregate,e1d00_a1d2_n4_tm0d6_w0d50,selection,1.0,1.2e-10,4.0,-0.6,0.5,False,13.08852651424207
system,e1d00_a1d2_n4_tp0d0_w0d20,MACS0329,1.0,1.2e-10,4.0,0.0,0.2,True,15.970873527659064
system,e1d00_a1d2_n4_tp0d0_w0d20,MACS0429,1.0,1.2e-10,4.0,0.0,0.2,True,9.180839409478883
aggregate,e1d00_a1d2_n4_tp0d0_w0d20,selection,1.0,1.2e-10,4.0,0.0,0.2,True,13.026062595794665
system,e1d00_a1d2_n4_tp0d0_w0d35,MACS0329,1.0,1.2e-10,4.0,0.0,0.35,True,15.970873527659064
system,e1d00_a1d2_n4_tp0d0_w0d35,MACS0429,1.0,1.2e-10,4.0,0.0,0.35,True,9.180839409478883
aggregate,e1d00_a1d2_n4_tp0d0_w0d35,selection,1.0,1.2e-10,4.0,0.0,0.35,True,13.026062595794665
system,e1d00_a1d2_n4_tp0d0_w0d50,MACS0329,1.0,1.2e-10,4.0,0.0,0.5,True,15.970873527659064
system,e1d00_a1d2_n4_tp0d0_w0d50,MACS0429,1.0,1.2e-10,4.0,0.0,0.5,True,9.180839409478883
aggregate,e1d00_a1d2_n4_tp0d0_w0d50,selection,1.0,1.2e-10,4.0,0.0,0.5,True,13.026062595794665
system,e1d00_a1d2_n4_tp0d6_w0d20,MACS0329,1.0,1.2e-10,4.0,0.6,0.2,False,15.95374545913649
system,e1d00_a1d2_n4_tp0d6_w0d20,MACS0429,1.0,1.2e-10,4.0,0.6,0.2,False,9.17296403197269
aggregate,e1d00_a1d2_n4_tp0d6_w0d20,selection,1.0,1.2e-10,4.0,0.6,0.2,False,13.01278723615319
system,e1d00_a1d2_n4_tp0d6_w0d35,MACS0329,1.0,1.2e-10,4.0,0.6,0.35,False,15.93945870790882
system,e1d00_a1d2_n4_tp0d6_w0d35,MACS0429,1.0,1.2e-10,4.0,0.6,0.35,False,9.128748166817953
aggregate,e1d00_a1d2_n4_tp0d6_w0d35,selection,1.0,1.2e-10,4.0,0.6,0.35,False,12.988463862103025
system,e1d00_a1d2_n4_tp0d6_w0d50,MACS0329,1.0,1.2e-10,4.0,0.6,0.5,False,15.923085816724043
system,e1d00_a1d2_n4_tp0d6_w0d50,MACS0429,1.0,1.2e-10,4.0,0.6,0.5,False,9.088979192681586
aggregate,e1d00_a1d2_n4_tp0d6_w0d50,selection,1.0,1.2e-10,4.0,0.6,0.5,False,12.964455343201989
system,e1d00_a2d4_n1_tm0d6_w0d20,MACS0329,1.0,2.4e-10,1.0,-0.6,0.2,False,15.987866747109157
system,e1d00_a2d4_n1_tm0d6_w0d20,MACS0429,1.0,2.4e-10,1.0,-0.6,0.2,False,9.18479981095094
aggregate,e1d00_a2d4_n1_tm0d6_w0d20,selection,1.0,2.4e-10,1.0,-0.6,0.2,False,13.03787618231135
system,e1d00_a2d4_n1_tm0d6_w0d35,MACS0329,1.0,2.4e-10,1.0,-0.6,0.35,False,16.002346551180597
system,e1d00_a2d4_n1_tm0d6_w0d35,MACS0429,1.0,2.4e-10,1.0,-0.6,0.35,False,9.225145549232863
aggregate,e1d00_a2d4_n1_tm0d6_w0d35,selection,1.0,2.4e-10,1.0,-0.6,0.35,False,13.060980161316616
system,e1d00_a2d4_n1_tm0d6_w0d50,MACS0329,1.0,2.4e-10,1.0,-0.6,0.5,False,16.018221175860564
system,e1d00_a2d4_n1_tm0d6_w0d50,MACS0429,1.0,2.4e-10,1.0,-0.6,0.5,False,9.264304966908552
aggregate,e1d00_a2d4_n1_tm0d6_w0d50,selection,1.0,2.4e-10,1.0,-0.6,0.5,False,13.084547301276308
system,e1d00_a2d4_n1_tp0d0_w0d20,MACS0329,1.0,2.4e-10,1.0,0.0,0.2,True,15.970873527659064
system,e1d00_a2d4_n1_tp0d0_w0d20,MACS0429,1.0,2.4e-10,1.0,0.0,0.2,True,9.180839409478883
aggregate,e1d00_a2d4_n1_tp0d0_w0d20,selection,1.0,2.4e-10,1.0,0.0,0.2,True,13.026062595794665
system,e1d00_a2d4_n1_tp0d0_w0d35,MACS0329,1.0,2.4e-10,1.0,0.0,0.35,True,15.970873527659064
system,e1d00_a2d4_n1_tp0d0_w0d35,MACS0429,1.0,2.4e-10,1.0,0.0,0.35,True,9.180839409478883
aggregate,e1d00_a2d4_n1_tp0d0_w0d35,selection,1.0,2.4e-10,1.0,0.0,0.35,True,13.026062595794665
system,e1d00_a2d4_n1_tp0d0_w0d50,MACS0329,1.0,2.4e-10,1.0,0.0,0.5,True,15.970873527659064
system,e1d00_a2d4_n1_tp0d0_w0d50,MACS0429,1.0,2.4e-10,1.0,0.0,0.5,True,9.180839409478883
aggregate,e1d00_a2d4_n1_tp0d0_w0d50,selection,1.0,2.4e-10,1.0,0.0,0.5,True,13.026062595794665
system,e1d00_a2d4_n1_tp0d6_w0d20,MACS0329,1.0,2.4e-10,1.0,0.6,0.2,False,15.955673682942596
system,e1d00_a2d4_n1_tp0d6_w0d20,MACS0429,1.0,2.4e-10,1.0,0.6,0.2,False,9.174920335615592
aggregate,e1d00_a2d4_n1_tp0d6_w0d20,selection,1.0,2.4e-10,1.0,0.6,0.2,False,13.014658770813767
system,e1d00_a2d4_n1_tp0d6_w0d35,MACS0329,1.0,2.4e-10,1.0,0.6,0.35,False,15.94156383152057
system,e1d00_a2d4_n1_tp0d6_w0d35,MACS0429,1.0,2.4e-10,1.0,0.6,0.35,False,9.13425720851459
aggregate,e1d00_a2d4_n1_tp0d6_w0d35,selection,1.0,2.4e-10,1.0,0.6,0.35,False,12.991691809493972
system,e1d00_a2d4_n1_tp0d6_w0d50,MACS0329,1.0,2.4e-10,1.0,0.6,0.5,False,15.925858469736134
system,e1d00_a2d4_n1_tp0d6_w0d50,MACS0429,1.0,2.4e-10,1.0,0.6,0.5,False,9.09490983491498
aggregate,e1d00_a2d4_n1_tp0d6_w0d50,selection,1.0,2.4e-10,1.0,0.6,0.5,False,12.968237214504125
system,e1d00_a2d4_n2_tm0d6_w0d20,MACS0329,1.0,2.4e-10,2.0,-0.6,0.2,False,15.990385718546765
system,e1d00_a2d4_n2_tm0d6_w0d20,MACS0429,1.0,2.4e-10,2.0,-0.6,0.2,False,9.185489281605228
aggregate,e1d00_a2d4_n2_tm0d6_w0d20,selection,1.0,2.4e-10,2.0,-0.6,0.2,False,13.039663507360704
system,e1d00_a2d4_n2_tm0d6_w0d35,MACS0329,1.0,2.4e-10,2.0,-0.6,0.35,False,16.004911475693973
system,e1d00_a2d4_n2_tm0d6_w0d35,MACS0429,1.0,2.4e-10,2.0,-0.6,0.35,False,9.229428731454293
aggregate,e1d00_a2d4_n2_tm0d6_w0d35,selection,1.0,2.4e-10,2.0,-0.6,0.35,False,13.064064184888917
system,e1d00_a2d4_n2_tm0d6_w0d50,MACS0329,1.0,2.4e-10,2.0,-0.6,0.5,False,16.021349741010212
system,e1d00_a2d4_n2_tm0d6_w0d50,MACS0429,1.0,2.4e-10,2.0,-0.6,0.5,False,9.269361817501109
aggregate,e1d00_a2d4_n2_tm0d6_w0d50,selection,1.0,2.4e-10,2.0,-0.6,0.5,False,13.088252672291963
system,e1d00_a2d4_n2_tp0d0_w0d20,MACS0329,1.0,2.4e-10,2.0,0.0,0.2,True,15.970873527659064
system,e1d00_a2d4_n2_tp0d0_w0d20,MACS0429,1.0,2.4e-10,2.0,0.0,0.2,True,9.180839409478883
aggregate,e1d00_a2d4_n2_tp0d0_w0d20,selection,1.0,2.4e-10,2.0,0.0,0.2,True,13.026062595794665
system,e1d00_a2d4_n2_tp0d0_w0d35,MACS0329,1.0,2.4e-10,2.0,0.0,0.35,True,15.970873527659064
system,e1d00_a2d4_n2_tp0d0_w0d35,MACS0429,1.0,2.4e-10,2.0,0.0,0.35,True,9.180839409478883
aggregate,e1d00_a2d4_n2_tp0d0_w0d35,selection,1.0,2.4e-10,2.0,0.0,0.35,True,13.026062595794665
system,e1d00_a2d4_n2_tp0d0_w0d50,MACS0329,1.0,2.4e-10,2.0,0.0,0.5,True,15.970873527659064
system,e1d00_a2d4_n2_tp0d0_w0d50,MACS0429,1.0,2.4e-10,2.0,0.0,0.5,True,9.180839409478883
aggregate,e1d00_a2d4_n2_tp0d0_w0d50,selection,1.0,2.4e-10,2.0,0.0,0.5,True,13.026062595794665
system,e1d00_a2d4_n2_tp0d6_w0d20,MACS0329,1.0,2.4e-10,2.0,0.6,0.2,False,15.953948445953579
system,e1d00_a2d4_n2_tp0d6_w0d20,MACS0429,1.0,2.4e-10,2.0,0.6,0.2,False,9.173212151576617
aggregate,e1d00_a2d4_n2_tp0d6_w0d20,selection,1.0,2.4e-10,2.0,0.6,0.2,False,13.012999119994928
system,e1d00_a2d4_n2_tp0d6_w0d35,MACS0329,1.0,2.4e-10,2.0,0.6,0.35,False,15.939609839304609
system,e1d00_a2d4_n2_tp0d6_w0d35,MACS0429,1.0,2.4e-10,2.0,0.6,0.35,False,9.129283329766235
aggregate,e1d00_a2d4_n2_tp0d6_w0d35,selection,1.0,2.4e-10,2.0,0.6,0.35,False,12.988744664985989
system,e1d00_a2d4_n2_tp0d6_w0d50,MACS0329,1.0,2.4e-10,2.0,0.6,0.5,False,15.923260903869428
system,e1d00_a2d4_n2_tp0d6_w0d50,MACS0429,1.0,2.4e-10,2.0,0.6,0.5,False,9.089384123136826
aggregate,e1d00_a2d4_n2_tp0d6_w0d50,selection,1.0,2.4e-10,2.0,0.6,0.5,False,12.964704808645442
system,e1d00_a2d4_n4_tm0d6_w0d20,MACS0329,1.0,2.4e-10,4.0,-0.6,0.2,False,15.990961425795897
system,e1d00_a2d4_n4_tm0d6_w0d20,MACS0429,1.0,2.4e-10,4.0,-0.6,0.2,False,9.18561247987074
aggregate,e1d00_a2d4_n4_tm0d6_w0d20,selection,1.0,2.4e-10,4.0,-0.6,0.2,False,13.040059891573533
system,e1d00_a2d4_n4_tm0d6_w0d35,MACS0329,1.0,2.4e-10,4.0,-0.6,0.35,False,16.00520698603803
system,e1d00_a2d4_n4_tm0d6_w0d35,MACS0429,1.0,2.4e-10,4.0,-0.6,0.35,False,9.230008372216691
aggregate,e1d00_a2d4_n4_tm0d6_w0d35,selection,1.0,2.4e-10,4.0,-0.6,0.35,False,13.064449954305593
system,e1d00_a2d4_n4_tm0d6_w0d50,MACS0329,1.0,2.4e-10,4.0,-0.6,0.5,False,16.021627962379394
system,e1d00_a2d4_n4_tm0d6_w0d50,MACS0429,1.0,2.4e-10,4.0,-0.6,0.5,False,9.269779719928522
aggregate,e1d00_a2d4_n4_tm0d6_w0d50,selection,1.0,2.4e-10,4.0,-0.6,0.5,False,13.08857094225522
system,e1d00_a2d4_n4_tp0d0_w0d20,MACS0329,1.0,2.4e-10,4.0,0.0,0.2,True,15.970873527659064
system,e1d00_a2d4_n4_tp0d0_w0d20,MACS0429,1.0,2.4e-10,4.0,0.0,0.2,True,9.180839409478883
aggregate,e1d00_a2d4_n4_tp0d0_w0d20,selection,1.0,2.4e-10,4.0,0.0,0.2,True,13.026062595794665
system,e1d00_a2d4_n4_tp0d0_w0d35,MACS0329,1.0,2.4e-10,4.0,0.0,0.35,True,15.970873527659064
system,e1d00_a2d4_n4_tp0d0_w0d35,MACS0429,1.0,2.4e-10,4.0,0.0,0.35,True,9.180839409478883
aggregate,e1d00_a2d4_n4_tp0d0_w0d35,selection,1.0,2.4e-10,4.0,0.0,0.35,True,13.026062595794665
system,e1d00_a2d4_n4_tp0d0_w0d50,MACS0329,1.0,2.4e-10,4.0,0.0,0.5,True,15.970873527659064
system,e1d00_a2d4_n4_tp0d0_w0d50,MACS0429,1.0,2.4e-10,4.0,0.0,0.5,True,9.180839409478883
aggregate,e1d00_a2d4_n4_tp0d0_w0d50,selection,1.0,2.4e-10,4.0,0.0,0.5,True,13.026062595794665
system,e1d00_a2d4_n4_tp0d6_w0d20,MACS0329,1.0,2.4e-10,4.0,0.6,0.2,False,15.953615537577123
system,e1d00_a2d4_n4_tp0d6_w0d20,MACS0429,1.0,2.4e-10,4.0,0.6,0.2,False,9.172735969121755
aggregate,e1d00_a2d4_n4_tp0d6_w0d20,selection,1.0,2.4e-10,4.0,0.6,0.2,False,13.01262721129062
system,e1d00_a2d4_n4_tp0d6_w0d35,MACS0329,1.0,2.4e-10,4.0,0.6,0.35,False,15.9394370739018
system,e1d00_a2d4_n4_tp0d6_w0d35,MACS0429,1.0,2.4e-10,4.0,0.6,0.35,False,9.128608252598422
aggregate,e1d00_a2d4_n4_tp0d6_w0d35,selection,1.0,2.4e-10,4.0,0.6,0.35,False,12.988401419387284
system,e1d00_a2d4_n4_tp0d6_w0d50,MACS0329,1.0,2.4e-10,4.0,0.6,0.5,False,15.923066735038349
system,e1d00_a2d4_n4_tp0d6_w0d50,MACS0429,1.0,2.4e-10,4.0,0.6,0.5,False,9.088932049016682
aggregate,e1d00_a2d4_n4_tp0d6_w0d50,selection,1.0,2.4e-10,4.0,0.6,0.5,False,12.96442709956995
