image_id,source_family,start_index,start_offset_x_arcsec,start_offset_y_arcsec,algorithm,reported_success,solution_x_arcsec,solution_y_arcsec,closure_arcsec,displacement_from_observed_arcsec,accepted
1b,1,20,-0.7071067811865475,0.7071067811865476,scipy_root_lm_with_lens_jacobian,True,-3.0810879866604446,-2.7848375913935635,0.03066465448761407,2.4886287628557517,False
1b,1,20,-0.7071067811865475,0.7071067811865476,scipy_least_squares_trf_bounded_with_lens_jacobian,True,-3.0810848392938057,-2.7848419573621372,0.030664654486616382,2.4886341004115535,False
1b,1,20,-0.7071067811865475,0.7071067811865476,scipy_least_squares_dogbox_bounded_with_lens_jacobian,True,-5.742904860270312,4.030230812000003,0.024368917409372356,5.0911809496025855,False
1b,1,21,-1.0,1.2246467991473532e-16,scipy_root_hybr_with_lens_jacobian,True,-5.748113029341907,4.227443603999993,1.887379141862766e-15,5.285940130466407,False
1b,1,21,-1.0,1.2246467991473532e-16,scipy_root_lm_with_lens_jacobian,True,-5.748113029341903,4.2274436039999905,1.1102230246251565e-16,5.285940130466403,False
1b,1,21,-1.0,1.2246467991473532e-16,scipy_least_squares_trf_bounded_with_lens_jacobian,True,-3.0810871027226536,-2.7848389351141956,0.030664654487078464,2.4886303476341864,False
1b,1,21,-1.0,1.2246467991473532e-16,scipy_least_squares_dogbox_bounded_with_lens_jacobian,True,-5.742904860828314,4.030230812000003,0.02436891740937192,5.091180949707718,False
1b,1,22,-0.7071067811865477,-0.7071067811865475,scipy_root_hybr_with_lens_jacobian,True,-5.7481130293418445,4.22744360400035,5.771120400576266e-14,5.285940130466746,False
1b,1,22,-0.7071067811865477,-0.7071067811865475,scipy_root_lm_with_lens_jacobian,True,-5.748113029341902,4.227443603999996,8.95090418262362e-16,5.285940130466408,False
1b,1,22,-0.7071067811865477,-0.7071067811865475,scipy_least_squares_trf_bounded_with_lens_jacobian,True,-3.081082811579043,-2.7848445921211784,0.030664654486975983,2.488637409313019,False
1b,1,22,-0.7071067811865477,-0.7071067811865475,scipy_least_squares_dogbox_bounded_with_lens_jacobian,True,-5.742904860307917,4.030230812000003,0.02436891740937287,5.0911809496096705,False
1b,1,23,-1.8369701987210297e-16,-1.0,scipy_root_hybr_with_lens_jacobian,False,-3.0808214246059413,-2.7852074094604924,0.030664661687463908,2.48908085587184,False
1b,1,23,-1.8369701987210297e-16,-1.0,scipy_root_lm_with_lens_jacobian,True,-3.081085474359965,-2.7848401991013483,0.030664654488139743,2.488632383554949,False
1b,1,23,-1.8369701987210297e-16,-1.0,scipy_least_squares_trf_bounded_with_lens_jacobian,True,-3.081083199207555,-2.78484407528012,0.0306646544868498,2.488636767163041,False
1b,1,23,-1.8369701987210297e-16,-1.0,scipy_least_squares_dogbox_bounded_with_lens_jacobian,True,-5.742904860321544,4.030230812000003,0.02436891740937173,5.091180949612237,False
1b,1,24,0.7071067811865474,-0.7071067811865477,scipy_root_hybr_with_lens_jacobian,False,-3.0808506087245826,-2.7851460738987455,0.030664659355861962,2.489016154491651,False
1b,1,24,0.7071067811865474,-0.7071067811865477,scipy_root_lm_with_lens_jacobian,True,-3.081086078395762,-2.784840027648647,0.030664654486904058,2.4886318452579625,False
1b,1,24,0.7071067811865474,-0.7071067811865477,scipy_least_squares_trf_bounded_with_lens_jacobian,True,-3.0810849120785733,-2.7848418060292355,0.030664654486613874,2.488633940242247,False
1b,1,24,0.7071067811865474,-0.7071067811865477,scipy_least_squares_dogbox_bounded_with_lens_jacobian,True,-3.081084682850262,-2.7848421109225505,0.030664654486614706,2.488634319440312,False
2a,2,0,0.0,0.0,scipy_root_hybr_with_lens_jacobian,True,-5.448981250612942,9.789414503103412,7.286354867560216e-16,1.9943878750774322,True
2a,2,0,0.0,0.0,scipy_root_lm_with_lens_jacobian,True,-5.448981250612942,9.789414503103412,7.286354867560216e-16,1.9943878750774322,True
2a,2,0,0.0,0.0,scipy_least_squares_trf_bounded_with_lens_jacobian,True,-5.448981250612937,9.789414503103448,1.4666324552957206e-14,1.9943878750774084,True
2a,2,0,0.0,0.0,scipy_least_squares_dogbox_bounded_with_lens_jacobian,True,-5.448981250612939,9.789414503103412,1.2783123032753746e-15,1.994387875077434,True
2a,2,1,0.05,0.0,scipy_root_hybr_with_lens_jacobian,True,-5.448981250612941,9.789414503103409,4.172685040729222e-15,1.9943878750774353,True
2a,2,1,0.05,0.0,scipy_root_lm_with_lens_jacobian,True,-5.448981250612942,9.78941450310342,4.038332301455691e-15,1.9943878750774269,True
2a,2,1,0.05,0.0,scipy_least_squares_trf_bounded_with_lens_jacobian,True,-5.448981250612936,9.78941450310344,1.5612089643919558e-14,1.994387875077415,True
2a,2,1,0.05,0.0,scipy_least_squares_dogbox_bounded_with_lens_jacobian,True,-5.448981250612938,9.789414503103409,4.508821298395066e-15,1.994387875077437,True
2a,2,2,0.03535533905932738,0.03535533905932738,scipy_root_hybr_with_lens_jacobian,True,-5.448981250612938,9.78941450310341,3.047198193056501e-15,1.9943878750774358,True
2a,2,2,0.03535533905932738,0.03535533905932738,scipy_root_lm_with_lens_jacobian,True,-5.448981250612939,9.789414503103405,1.3679754799899377e-15,1.9943878750774393,True
2a,2,2,0.03535533905932738,0.03535533905932738,scipy_least_squares_trf_bounded_with_lens_jacobian,True,-5.448981250612931,9.789414503103476,2.4426880264382854e-14,1.9943878750773913,True
2a,2,2,0.03535533905932738,0.03535533905932738,scipy_least_squares_dogbox_bounded_with_lens_jacobian,True,-5.448981250612939,9.789414503103405,1.3679754799899377e-15,1.9943878750774393,True
2a,2,3,3.061616997868383e-18,0.05,scipy_root_hybr_with_lens_jacobian,True,-5.448981250612937,9.789414503103405,1.7921507065945143e-15,1.9943878750774404,True
2a,2,3,3.061616997868383e-18,0.05,scipy_root_lm_with_lens_jacobian,True,-5.448981250612944,9.789414503103412,2.6606524544699158e-15,1.9943878750774309,True
2a,2,3,3.061616997868383e-18,0.05,scipy_least_squares_trf_bounded_with_lens_jacobian,True,-5.448981250612931,9.789414503103457,1.9133421559062892e-14,1.994387875077406,True
2a,2,3,3.061616997868383e-18,0.05,scipy_least_squares_dogbox_bounded_with_lens_jacobian,True,-5.448981250612944,9.789414503103412,2.6606524544699158e-15,1.9943878750774309,True
2a,2,4,-0.035355339059327376,0.03535533905932738,scipy_root_hybr_with_lens_jacobian,True,-5.448981250612938,9.789414503103412,5.418810786618011e-16,1.9943878750774344,True
2a,2,4,-0.035355339059327376,0.03535533905932738,scipy_root_lm_with_lens_jacobian,True,-5.448981250612941,9.78941450310341,2.242052750213016e-15,1.994387875077434,True
2a,2,4,-0.035355339059327376,0.03535533905932738,scipy_least_squares_trf_bounded_with_lens_jacobian,True,-5.448981250612937,9.789414503103453,1.835919944973114e-14,1.9943878750774044,True
2a,2,4,-0.035355339059327376,0.03535533905932738,scipy_least_squares_dogbox_bounded_with_lens_jacobian,True,-5.448981250612938,9.789414503103409,4.508821298395066e-15,1.994387875077437,True
2a,2,5,-0.05,6.123233995736766e-18,scipy_root_hybr_with_lens_jacobian,True,-5.448981250612939,9.789414503103403,3.3317282613318474e-15,1.9943878750774406,True
2a,2,5,-0.05,6.123233995736766e-18,scipy_root_lm_with_lens_jacobian,True,-5.448981250612941,9.789414503103416,7.286354867560216e-16,1.99438787507743,True
2a,2,5,-0.05,6.123233995736766e-18,scipy_least_squares_trf_bounded_with_lens_jacobian,True,-5.448981250612934,9.789414503103442,1.2170658821389452e-14,1.9943878750774149,True
2a,2,5,-0.05,6.123233995736766e-18,scipy_least_squares_dogbox_bounded_with_lens_jacobian,True,-5.448981250612939,9.78941450310341,2.523340598498598e-15,1.9943878750774353,True
2a,2,6,-0.03535533905932738,-0.035355339059327376,scipy_root_hybr_with_lens_jacobian,True,-5.448981250612944,9.789414503103416,2.70487449849809e-15,1.9943878750774282,True
2a,2,6,-0.03535533905932738,-0.035355339059327376,scipy_root_lm_with_lens_jacobian,True,-5.448981250612942,9.789414503103414,2.2943572310968174e-15,1.9943878750774309,True
2a,2,6,-0.03535533905932738,-0.035355339059327376,scipy_least_squares_trf_bounded_with_lens_jacobian,True,-5.448981250612937,9.789414503103421,5.78150439960865e-15,1.9943878750774284,True
2a,2,6,-0.03535533905932738,-0.035355339059327376,scipy_least_squares_dogbox_bounded_with_lens_jacobian,True,-5.448981250612942,9.789414503103414,2.2943572310968174e-15,1.9943878750774309,True
2a,2,7,-9.184850993605149e-18,-0.05,scipy_root_hybr_with_lens_jacobian,True,-5.448981250612941,9.789414503103401,3.1618413203720906e-15,1.9943878750774406,True
2a,2,7,-9.184850993605149e-18,-0.05,scipy_root_lm_with_lens_jacobian,True,-5.448981250612941,9.789414503103416,7.286354867560216e-16,1.99438787507743,True
2a,2,7,-9.184850993605149e-18,-0.05,scipy_least_squares_trf_bounded_with_lens_jacobian,True,-5.4489812506129365,9.789414503103432,6.6685714958893814e-15,1.994387875077421,True
2a,2,7,-9.184850993605149e-18,-0.05,scipy_least_squares_dogbox_bounded_with_lens_jacobian,True,-5.448981250612939,9.789414503103405,1.3679754799899377e-15,1.9943878750774393,True
2a,2,8,0.03535533905932737,-0.03535533905932738,scipy_root_hybr_with_lens_jacobian,True,-5.448981250612941,9.789414503103403,1.452112765250071e-15,1.9943878750774393,True
2a,2,8,0.03535533905932737,-0.03535533905932738,scipy_root_lm_with_lens_jacobian,True,-5.448981250612941,9.789414503103416,7.286354867560216e-16,1.99438787507743,True
2a,2,8,0.03535533905932737,-0.03535533905932738,scipy_least_squares_trf_bounded_with_lens_jacobian,True,-5.448981250612937,9.78941450310343,6.768330151306292e-15,1.9943878750774218,True
2a,2,8,0.03535533905932737,-0.03535533905932738,scipy_least_squares_dogbox_bounded_with_lens_jacobian,True,-5.448981250612938,9.789414503103412,5.418810786618011e-16,1.9943878750774344,True
2a,2,9,0.2,0.0,scipy_root_hybr_with_lens_jacobian,True,-5.448981250612937,9.789414503103425,4.172685040729222e-15,1.9943878750774258,True
2a,2,9,0.2,0.0,scipy_root_lm_with_lens_jacobian,True,-5.448981250612941,9.789414503103416,7.286354867560216e-16,1.99438787507743,True
2a,2,9,0.2,0.0,scipy_least_squares_trf_bounded_with_lens_jacobian,True,-5.448981250612933,9.78941450310345,1.643423453310186e-14,1.99438787507741,True
2a,2,9,0.2,0.0,scipy_least_squares_dogbox_bounded_with_lens_jacobian,True,-5.448981250612941,9.789414503103416,7.286354867560216e-16,1.99438787507743,True
2a,2,10,0.14142135623730953,0.14142135623730953,scipy_root_hybr_with_lens_jacobian,True,-5.448981250612923,9.789414503103428,9.423382136139655e-15,1.9943878750774326,True
2a,2,10,0.14142135623730953,0.14142135623730953,scipy_root_lm_with_lens_jacobian,True,-5.44898125061294,9.789414503103412,5.418810786618011e-16,1.9943878750774333,True
2a,2,10,0.14142135623730953,0.14142135623730953,scipy_least_squares_trf_bounded_with_lens_jacobian,True,-5.448981250612909,9.789414503103615,7.614837728325798e-14,1.9943878750773028,True
2a,2,10,0.14142135623730953,0.14142135623730953,scipy_least_squares_dogbox_bounded_with_lens_jacobian,True,-5.44898125061294,9.789414503103412,5.418810786618011e-16,1.9943878750774333,True
2a,2,11,1.2246467991473533e-17,0.2,scipy_root_hybr_with_lens_jacobian,True,-5.448981250612922,9.789414503103432,1.2121821781437077e-14,1.9943878750774306,True
2a,2,11,1.2246467991473533e-17,0.2,scipy_root_lm_with_lens_jacobian,True,-5.448981250612943,9.789414503103423,2.2943572310968174e-15,1.9943878750774235,True
2a,2,11,1.2246467991473533e-17,0.2,scipy_least_squares_trf_bounded_with_lens_jacobian,True,-5.448981250612865,9.789414503103854,1.68726929850991e-13,1.9943878750771529,True
2a,2,11,1.2246467991473533e-17,0.2,scipy_least_squares_dogbox_bounded_with_lens_jacobian,True,-5.448981250612943,9.789414503103423,2.2943572310968174e-15,1.9943878750774235,True
2a,2,12,-0.1414213562373095,0.14142135623730953,scipy_root_hybr_with_lens_jacobian,True,-5.448981250612936,9.78941450310341,3.712318371307123e-15,1.9943878750774375,True
2a,2,12,-0.1414213562373095,0.14142135623730953,scipy_root_lm_with_lens_jacobian,True,-5.4489812506129365,9.789414503103401,3.3317282613318474e-15,1.9943878750774438,True
2a,2,12,-0.1414213562373095,0.14142135623730953,scipy_least_squares_trf_bounded_with_lens_jacobian,True,-5.448981250612905,9.789414503103604,7.526266676769982e-14,1.9943878750773132,True
2a,2,12,-0.1414213562373095,0.14142135623730953,scipy_least_squares_dogbox_bounded_with_lens_jacobian,True,-5.44898125061294,9.789414503103414,7.286354867560216e-16,1.994387875077432,True
2a,2,13,-0.2,2.4492935982947065e-17,scipy_root_hybr_with_lens_jacobian,True,-5.448981250612945,9.789414503103396,6.234643715679811e-15,1.9943878750774415,True
2a,2,13,-0.2,2.4492935982947065e-17,scipy_root_lm_with_lens_jacobian,True,-5.448981250612939,9.789414503103407,5.418810786618011e-16,1.994387875077438,True
2a,2,13,-0.2,2.4492935982947065e-17,scipy_least_squares_trf_bounded_with_lens_jacobian,True,-5.448981250612939,9.789414503103432,8.564075403804066e-15,1.9943878750774193,True
2a,2,13,-0.2,2.4492935982947065e-17,scipy_least_squares_dogbox_bounded_with_lens_jacobian,True,-5.44898125061294,9.789414503103414,7.286354867560216e-16,1.994387875077432,True
2a,2,14,-0.14142135623730953,-0.1414213562373095,scipy_root_hybr_with_lens_jacobian,True,-5.448981250612942,9.789414503103407,4.919017872420321e-15,1.9943878750774362,True
2a,2,14,-0.14142135623730953,-0.1414213562373095,scipy_root_lm_with_lens_jacobian,True,-5.448981250612939,9.789414503103412,1.2783123032753746e-15,1.994387875077434,True
