A_pair,sigma_c,gamma_sigma,ell_pair_kpc,p,rms_gr_mean,rms_pair_mean,improvement_pct,fraction_improved,n_galaxies,K_solar_system,solar_system_safe
0.5,20.0,1.5,5.0,1.5,34.61484741536385,32.90230567472213,4.947419585855532,0.7575757575757576,165,1.168825567639718e-14,True
0.5,20.0,1.5,5.0,2.0,34.61484741536385,32.846679182980324,5.108120833716919,0.7636363636363637,165,0.0,True
0.5,20.0,1.5,5.0,3.0,34.61484741536385,32.79576635673356,5.2552046143727535,0.7757575757575758,165,0.0,True
0.5,20.0,1.5,10.0,0.5,34.61484741536385,33.31978743269915,3.7413424566762132,0.7575757575757576,165,8.259899436652084e-06,False
0.5,20.0,1.5,10.0,1.0,34.61484741536385,33.0081783509492,4.641560441203978,0.7696969696969697,165,1.84699046541131e-10,False
0.5,20.0,1.5,10.0,1.5,34.61484741536385,32.881903372139,5.006360485806093,0.7878787878787878,165,4.142153766021456e-15,True
0.5,20.0,1.5,10.0,2.0,34.61484741536385,32.834382086703826,5.143646329839834,0.8,165,0.0,True
0.5,20.0,1.5,10.0,3.0,34.61484741536385,32.81886836788969,5.1884644352845175,0.8121212121212121,165,0.0,True
0.5,20.0,1.5,20.0,0.5,34.61484741536385,33.432773520699115,3.4149331368713973,0.7636363636363637,165,5.8406500295469424e-06,False
0.5,20.0,1.5,20.0,1.0,34.61484741536385,33.25989232837694,3.914375443369733,0.7878787878787878,165,9.23495232705655e-11,True
0.5,20.0,1.5,20.0,1.5,34.61484741536385,33.22398764297975,4.018101699812092,0.8242424242424242,165,1.4764112433343806e-15,True
0.5,20.0,1.5,20.0,2.0,34.61484741536385,33.233612203241265,3.9902969831076587,0.8424242424242424,165,0.0,True
0.5,20.0,1.5,20.0,3.0,34.61484741536385,33.27773168256209,3.8628387314753128,0.8606060606060606,165,0.0,True
0.5,20.0,2.0,2.0,0.5,34.61484741536385,33.13047099527406,4.288265096991141,0.7454545454545455,165,1.9999500008349716e-05,False
0.5,20.0,2.0,2.0,1.0,34.61484741536385,33.04141157388614,4.545551862751643,0.7454545454545455,165,9.999999939225292e-10,False
0.5,20.0,2.0,2.0,1.5,34.61484741536385,33.028053454288404,4.5841425849277115,0.7393939393939394,165,5.0004445029117054e-14,True
0.5,20.0,2.0,2.0,2.0,34.61484741536385,33.02251637965028,4.600138826574207,0.7393939393939394,165,0.0,True
0.5,20.0,2.0,2.0,3.0,34.61484741536385,33.014582855720825,4.623058251392849,0.7393939393939394,165,0.0,True
0.5,20.0,2.0,5.0,0.5,34.61484741536385,33.12080127044508,4.316200291137597,0.7515151515151515,165,1.2648910642765188e-05,False
0.5,20.0,2.0,5.0,1.0,34.61484741536385,32.858427379578856,5.074181072383991,0.7515151515151515,165,3.999999886872274e-10,False
0.5,20.0,2.0,5.0,1.5,34.61484741536385,32.75405781998488,5.375697812705233,0.7696969696969697,165,1.2656542480726785e-14,True
0.5,20.0,2.0,5.0,2.0,34.61484741536385,32.703121775988876,5.522848667899802,0.7696969696969697,165,0.0,True
0.5,20.0,2.0,5.0,3.0,34.61484741536385,32.660762600740526,5.645221517735186,0.7818181818181819,165,0.0,True
0.5,20.0,2.0,10.0,0.5,34.61484741536385,33.20838427724397,4.063178789271839,0.7575757575757576,165,8.94417191075192e-06,False
0.5,20.0,2.0,10.0,1.0,34.61484741536385,32.9605504364986,4.779154329396191,0.7696969696969697,165,2.000000165480742e-10,False
0.5,20.0,2.0,10.0,1.5,34.61484741536385,32.87077115745935,5.038520716201063,0.7878787878787878,165,4.485301019485633e-15,True
0.5,20.0,2.0,10.0,2.0,34.61484741536385,32.845990388715286,5.110110714697103,0.8,165,0.0,True
0.5,20.0,2.0,10.0,3.0,34.61484741536385,32.85631808707167,5.080274678638771,0.8121212121212121,165,0.0,True
0.5,20.0,2.0,20.0,0.5,34.61484741536385,33.36380753348061,3.6141713030575464,0.7636363636363637,165,6.324505320609575e-06,False
0.5,20.0,2.0,20.0,1.0,34.61484741536385,33.28193217291538,3.8507037932423422,0.7878787878787878,165,1.000000082740371e-10,False
0.5,20.0,2.0,20.0,1.5,34.61484741536385,33.29657153934711,3.808411633880599,0.8303030303030303,165,1.5987211554602255e-15,True
0.5,20.0,2.0,20.0,2.0,34.61484741536385,33.33398476830132,3.7003272950844046,0.8424242424242424,165,0.0,True
0.5,20.0,2.0,20.0,3.0,34.61484741536385,33.40341161417342,3.4997577387925403,0.8606060606060606,165,0.0,True
0.5,20.0,2.5,2.0,0.5,34.61484741536385,32.92877259837643,4.8709583975778195,0.7454545454545455,165,2.1243941276501404e-05,False
0.5,20.0,2.5,2.0,1.0,34.61484741536385,32.80965178817534,5.21509052322811,0.7454545454545455,165,1.0622236125164483e-09,False
0.5,20.0,2.5,2.0,1.5,34.61484741536385,32.78650542517281,5.2819588318610435,0.7393939393939394,165,5.311590256351922e-14,True
0.5,20.0,2.5,2.0,2.0,34.61484741536385,32.77804666639381,5.306395625348815,0.7393939393939394,165,0.0,True
0.5,20.0,2.5,2.0,3.0,34.61484741536385,32.76924988494071,5.331808943938789,0.7393939393939394,165,0.0,True
0.5,20.0,2.5,5.0,0.5,34.61484741536385,32.98107339621347,4.719864858988883,0.7515151515151515,165,1.3435971639012515e-05,False
0.5,20.0,2.5,5.0,1.0,34.61484741536385,32.72977686391153,5.445843885521866,0.7636363636363637,165,4.248894355721383e-10,False
0.5,20.0,2.5,5.0,1.5,34.61484741536385,32.62967354021456,5.73503575309179,0.7696969696969697,165,1.3444078357551491e-14,True
0.5,20.0,2.5,5.0,2.0,34.61484741536385,32.58298617811166,5.869912447888886,0.7696969696969697,165,0.0,True
0.5,20.0,2.5,5.0,3.0,34.61484741536385,32.548289189559405,5.970149748189263,0.7818181818181819,165,0.0,True
0.5,20.0,2.5,10.0,0.5,34.61484741536385,33.112929563669645,4.338941130295359,0.7636363636363637,165,9.50071065574734e-06,False
0.5,20.0,2.5,10.0,1.0,34.61484741536385,32.92106888798864,4.8932139063060625,0.7696969696969697,165,2.1244474137217155e-10,False
0.5,20.0,2.5,10.0,1.5,34.61484741536385,32.86347398974132,5.059601750100956,0.7878787878787878,165,4.764392681097195e-15,True
0.5,20.0,2.5,10.0,2.0,34.61484741536385,32.858740120124565,5.073277585675075,0.8,165,0.0,True
0.5,20.0,2.5,10.0,3.0,34.61484741536385,32.89185919290246,4.977598779466635,0.8181818181818182,165,0.0,True
0.5,20.0,2.5,20.0,0.5,34.61484741536385,33.304020408476184,3.786892344658585,0.7636363636363637,165,6.718038929866087e-06,False
0.5,20.0,2.5,20.0,1.0,34.61484741536385,33.300685128145865,3.796527748479081,0.7878787878787878,165,1.0622237068608577e-10,False
0.5,20.0,2.5,20.0,1.5,34.61484741536385,33.35919687296284,3.6274911957106726,0.8303030303030303,165,1.6981993714801882e-15,True
0.5,20.0,2.5,20.0,2.0,34.61484741536385,33.420913452419676,3.449196088075901,0.8424242424242424,165,0.0,True
0.5,20.0,2.5,20.0,3.0,34.61484741536385,33.51269709824423,3.1840392184725475,0.8606060606060606,165,0.0,True
0.5,20.0,3.0,2.0,0.5,34.61484741536385,32.7581471452321,5.3638840230959595,0.7515151515151515,165,2.2221666675944125e-05,False
0.5,20.0,3.0,2.0,1.0,34.61484741536385,32.614167267650764,5.7798323468127695,0.7454545454545455,165,1.1111111043583655e-09,False
0.5,20.0,3.0,2.0,1.5,34.61484741536385,32.58289981993753,5.87016193093035,0.7454545454545455,165,5.556049447679672e-14,True
0.5,20.0,3.0,2.0,2.0,34.61484741536385,32.572037006151,5.901543880000302,0.7393939393939394,165,0.0,True
0.5,20.0,3.0,2.0,3.0,34.61484741536385,32.56256794207301,5.928899378536422,0.7393939393939394,165,0.0,True
0.5,20.0,3.0,5.0,0.5,34.61484741536385,32.862399754903734,5.06270514334923,0.7575757575757576,165,1.4054345158627985e-05,False
0.5,20.0,3.0,5.0,1.0,34.61484741536385,32.621503628528004,5.758638086473539,0.7636363636363637,165,4.444444318746971e-10,False
0.5,20.0,3.0,5.0,1.5,34.61484741536385,32.52538482264682,6.0363189461572375,0.7696969696969697,165,1.4062824978585315e-14,True
0.5,20.0,3.0,5.0,2.0,34.61484741536385,32.48248354026257,6.160257907578769,0.7696969696969697,165,0.0,True
0.5,20.0,3.0,5.0,3.0,34.61484741536385,32.454547319148936,6.2409637988352324,0.7818181818181819,165,0.0,True
0.5,20.0,3.0,10.0,0.5,34.61484741536385,33.0312202217486,4.574994003620408,0.7636363636363637,165,9.937968789724354e-06,False
0.5,20.0,3.0,10.0,1.0,34.61484741536385,32.887594357099346,4.989919607439489,0.7696969696969697,165,2.2222224060897133e-10,False
0.5,20.0,3.0,10.0,1.5,34.61484741536385,32.85788344599452,5.075752460458628,0.7878787878787878,165,4.98366779942848e-15,True
0.5,20.0,3.0,10.0,2.0,34.61484741536385,32.87051787580686,5.039252430108252,0.8,165,0.0,True
0.5,20.0,3.0,10.0,3.0,34.61484741536385,32.92338642326713,4.886518700486768,0.8181818181818182,165,0.0,True
0.5,20.0,3.0,20.0,0.5,34.61484741536385,33.25207518699941,3.936958646709407,0.7636363636363637,165,7.027228134010638e-06,False
0.5,20.0,3.0,20.0,1.0,34.61484741536385,33.31551174792337,3.753694626612073,0.793939393939394,165,1.1111112030448567e-10,False
0.5,20.0,3.0,20.0,1.5,34.61484741536385,33.411508167069485,3.476367334094498,0.8303030303030303,165,1.7763568394002505e-15,True
0.5,20.0,3.0,20.0,2.0,34.61484741536385,33.49412488378186,3.237693115135777,0.8424242424242424,165,0.0,True
0.5,20.0,3.0,20.0,3.0,34.61484741536385,33.605298356548566,2.9165203206043646,0.8606060606060606,165,0.0,True
0.5,25.0,1.5,2.0,0.5,34.61484741536385,33.46850338683073,3.31171192170071,0.7393939393939394,165,1.9951899360409163e-05,False
0.5,25.0,1.5,2.0,1.0,34.61484741536385,33.4503872079447,3.364048361808752,0.7272727272727273,165,9.976199020386626e-10,False
0.5,25.0,1.5,2.0,1.5,34.61484741536385,33.46240509170817,3.3293294921304897,0.7272727272727273,165,4.9885429854622697e-14,True
0.5,25.0,1.5,2.0,2.0,34.61484741536385,33.465289930271716,3.320995384720081,0.7272727272727273,165,0.0,True
0.5,25.0,1.5,2.0,3.0,34.61484741536385,33.460978286883936,3.3334514367027515,0.7333333333333333,165,0.0,True
0.5,25.0,1.5,5.0,0.5,34.61484741536385,33.29501748378943,3.812901197387944,0.7454545454545455,165,1.2618805073021627e-05,False
0.5,25.0,1.5,5.0,1.0,34.61484741536385,32.98689193511826,4.703055485730724,0.7515151515151515,165,3.9904795195482037e-10,False
0.5,25.0,1.5,5.0,1.5,34.61484741536385,32.86442461667976,5.056855451880908,0.7575757575757576,165,1.2626418746507522e-14,True
0.5,25.0,1.5,5.0,2.0,34.61484741536385,32.8002884797014,5.242140500833329,0.7575757575757576,165,0.0,True
0.5,25.0,1.5,5.0,3.0,34.61484741536385,32.7395773293503,5.4175309904188955,0.7757575757575758,165,0.0,True
0.5,25.0,1.5,10.0,0.5,34.61484741536385,33.276304419598866,3.866961999580757,0.7575757575757576,165,8.922883959649856e-06,False
0.5,25.0,1.5,10.0,1.0,34.61484741536385,32.878523608611175,5.016124398635952,0.7696969696969697,165,1.99523998129022e-10,False
0.5,25.0,1.5,10.0,1.5,34.61484741536385,32.710523447413124,5.501465729718881,0.7818181818181819,165,4.474625590867577e-15,True
0.5,25.0,1.5,10.0,2.0,34.61484741536385,32.64166044735164,5.70040637283412,0.8,165,0.0,True
0.5,25.0,1.5,10.0,3.0,34.61484741536385,32.60808306029985,5.797409218603964,0.8121212121212121,165,0.0,True
0.5,25.0,1.5,20.0,0.5,34.61484741536385,33.3561508529285,3.6362909457075134,0.7636363636363637,165,6.309452416735039e-06,False
0.5,25.0,1.5,20.0,1.0,34.61484741536385,33.089003383092596,4.408062280216794,0.7878787878787878,165,9.9761999064511e-11,True
0.5,25.0,1.5,20.0,1.5,34.61484741536385,33.011462976933785,4.632071374431071,0.8181818181818182,165,1.5949160521904238e-15,True
0.5,25.0,1.5,20.0,2.0,34.61484741536385,33.00328508504282,4.655696762094448,0.8363636363636363,165,0.0,True
0.5,25.0,1.5,20.0,3.0,34.61484741536385,33.03724289879991,4.557594888786698,0.8606060606060606,165,0.0,True
0.5,25.0,2.0,2.0,0.5,34.61484741536385,33.267104730161094,3.8935392926347436,0.7393939393939394,165,2.155118535382512e-05,False
0.5,25.0,2.0,2.0,1.0,34.61484741536385,33.222667836339376,4.021914533722748,0.7393939393939394,165,1.0775862003475528e-09,False
0.5,25.0,2.0,2.0,1.5,34.61484741536385,33.22721149304546,4.008788210640744,0.7333333333333333,165,5.388410024689337e-14,True
0.5,25.0,2.0,2.0,2.0,34.61484741536385,33.22804031409754,4.006393801553406,0.7333333333333333,165,0.0,True
0.5,25.0,2.0,2.0,3.0,34.61484741536385,33.22326175103394,4.020198753533295,0.7333333333333333,165,0.0,True
0.5,25.0,2.0,5.0,0.5,34.61484741536385,33.141879145210154,4.2553077079285755,0.7515151515151515,165,1.3630291640910762e-05,False
0.5,25.0,2.0,5.0,1.0,34.61484741536385,32.83274474587574,5.14837649897343,0.7515151515151515,165,4.3103447056813294e-10,False
0.5,25.0,2.0,5.0,1.5,34.61484741536385,32.70947087214424,5.504506549908713,0.7575757575757576,165,1.3638515604231448e-14,True
0.5,25.0,2.0,5.0,2.0,34.61484741536385,32.646745085335134,5.685717190696524,0.7636363636363637,165,0.0,True
0.5,25.0,2.0,5.0,3.0,34.61484741536385,32.59058435133497,5.847961829034114,0.7757575757575758,165,0.0,True
0.5,25.0,2.0,10.0,0.5,34.61484741536385,33.16127362434808,4.199278343115273,0.7575757575757576,165,9.638116283137843e-06,False
0.5,25.0,2.0,10.0,1.0,34.61484741536385,32.80052871676773,5.241446471870999,0.7696969696969697,165,2.1551725921128684e-10,False
0.5,25.0,2.0,10.0,1.5,34.61484741536385,32.654965750475434,5.661968233950723,0.7818181818181819,165,4.833298512376759e-15,True
0.5,25.0,2.0,10.0,2.0,34.61484741536385,32.6012311905649,5.817203816143931,0.8,165,0.0,True
0.5,25.0,2.0,10.0,3.0,34.61484741536385,32.58654056633265,5.8596440558941465,0.8121212121212121,165,0.0,True
0.5,25.0,2.0,20.0,0.5,34.61484741536385,33.27464258586815,3.8717629270867313,0.7636363636363637,165,6.815199698932731e-06,False
0.5,25.0,2.0,20.0,1.0,34.61484741536385,33.07087492328843,4.460434199083381,0.7878787878787878,165,1.0775862960564342e-10,False
0.5,25.0,2.0,20.0,1.5,34.61484741536385,33.03115296977195,4.5751882901236485,0.8181818181818182,165,1.7227598657976565e-15,True
0.5,25.0,2.0,20.0,2.0,34.61484741536385,33.04496365357503,4.535290139953125,0.8363636363636363,165,0.0,True
0.5,25.0,2.0,20.0,3.0,34.61484741536385,33.10038786263371,4.375173273356515,0.8606060606060606,165,0.0,True
0.5,25.0,2.5,2.0,0.5,34.61484741536385,33.10124637564519,4.372693086166383,0.7393939393939394,165,2.2702085482136554e-05,False
0.5,25.0,2.5,2.0,1.0,34.61484741536385,33.034997468606235,4.564081787794891,0.7393939393939394,165,1.1351326450504891e-09,False
0.5,25.0,2.5,2.0,1.5,34.61484741536385,33.033397995001295,4.568702561030572,0.7333333333333333,165,5.676167829515087e-14,True
0.5,25.0,2.5,2.0,2.0,34.61484741536385,33.03255520048064,4.571137338542501,0.7333333333333333,165,0.0,True
0.5,25.0,2.5,2.0,3.0,34.61484741536385,33.02741706497411,4.585981071478463,0.7333333333333333,165,0.0,True
0.5,25.0,2.5,5.0,0.5,34.61484741536385,33.01687938063491,4.616423743123812,0.7515151515151515,165,1.4358191482190822e-05,False
0.5,25.0,2.5,5.0,1.0,34.61484741536385,32.7077785187168,5.50939564679575,0.7515151515151515,165,4.540530479381924e-10,False
0.5,25.0,2.5,5.0,1.5,34.61484741536385,32.58395836977145,5.86710385061811,0.7636363636363637,165,1.4366854630655417e-14,True
0.5,25.0,2.5,5.0,2.0,34.61484741536385,32.522452332276714,6.044790716478563,0.7636363636363637,165,0.0,True
0.5,25.0,2.5,5.0,3.0,34.61484741536385,32.47014693542399,6.195897541319014,0.7757575757575758,165,0.0,True
0.5,25.0,2.5,10.0,0.5,34.61484741536385,33.06817370347394,4.468237844097547,0.7575757575757576,165,1.015282158054159e-05,False
