galaxy,sigma_v,rms_gr,rms_exp,rms_burr,improvement_exp,improvement_burr,delta_improvement
NGC2903,27.525,61.46052574802574,59.605386735982165,63.036995245753744,3.0184235970405187,-2.56501140942265,-5.583435006463168
NGC2915,12.315,48.7574283509878,43.14278110307659,43.2569039149704,11.515470437639406,11.281408027554354,-0.23406241008505196
NGC2955,40.35,44.136667183471666,49.90960913862551,48.63545554489264,-13.079696142792818,-10.192859244944728,2.8868368978480894
NGC2976,11.745,3.6845505539647445,4.371554280045397,7.565620130312236,-18.645523138267308,-105.33359549569168,-86.68807235742437
NGC2998,31.875,35.122227450196725,23.703028319565966,28.89888173662546,32.51274181520284,17.719108853206883,-14.79363296199595
NGC3109,9.5325,29.986977397240718,26.478841641607026,25.644130940127567,11.69886417414146,14.48244149312882,2.7835773189873603
NGC3198,22.275,37.60592238748666,18.679418971560686,28.37041830843678,50.32851799487772,24.55864260923696,-25.769875385640763
NGC3521,31.5,52.51577662137675,55.930961787032146,58.11195114888485,-6.50316035555919,-10.656177795588674,-4.153017440029483
NGC3726,24.15,35.31058676501566,36.854506430577935,36.59214225569691,-4.372398781806518,-3.629380330634923,0.7430184511715948
NGC3741,7.14,25.07618692122832,22.76751152293686,22.149926722855888,9.206644557020125,11.669478328442343,2.46283377142222
NGC3769,17.925,38.65390422651838,21.841140705355173,30.68673393633124,43.49564127503805,20.611553863998267,-22.884087411039786
NGC3877,25.2,29.10908735068305,41.3686467896405,38.6829594555024,-42.115918274125406,-32.88963336253376,9.226284911591643
NGC3893,27.375,33.81205976768977,27.201844830020782,31.435773315089914,19.549873574947345,7.02792574284573,-12.521947832101619
NGC3917,20.55,26.009308864899815,10.707039183139903,14.63178327189127,58.833818927079186,43.74405199348756,-15.089766933591624
NGC3949,23.55,32.027021331325585,38.12064794065635,40.8806202977489,-19.026516847417824,-27.64415358778189,-8.617636740364066
NGC3953,32.925,18.26639069797791,31.953262733230538,27.54738909969446,-74.92926359430034,-50.80915302410538,24.120110570194957
NGC3972,16.95,21.173242996045843,9.787319386823981,10.101670741733082,53.77505756368173,52.290394326369395,-1.4846632373123352
NGC3992,37.2,51.50181558835592,32.21962288610755,42.588916152028396,37.43983096900353,17.305990739368507,-20.133840229635023
NGC4010,17.775,17.706376631874576,10.328841138250773,12.71037391433534,41.665980832820125,28.215838968123812,-13.450141864696313
NGC4013,26.7,39.2720830188511,28.637403044554674,33.92304783451394,27.079490459397437,13.620451916873257,-13.459038542524182
NGC4051,22.95,29.682131008832762,47.35828493160941,43.768996749374566,-59.55149890523901,-47.45907811117017,12.092420794068833
NGC4068,3.9675,6.0332781675934655,4.714175918086019,3.731848944928061,21.86377310750792,38.14558451866294,16.28181141115503
NGC4085,19.05,33.53583468853068,39.974753927531886,43.29600467405026,-19.20011623030612,-29.103703772900513,-9.903587542594392
NGC4088,25.875,50.78967092195533,71.1309230682028,64.6304053777167,-40.049978227865175,-27.251081183474074,12.7988970443911
NGC4100,25.725,29.35765118897049,13.10633052464766,20.123730768230075,55.356338147475384,31.453198899677464,-23.90313924779791
NGC4138,24.3,31.520891576041766,23.288892450332263,28.086196668755512,26.11600977672357,10.896566485120866,-15.219443291602703
NGC4157,27.675,40.01023827592091,44.340732334037384,43.38484136685796,-10.82346480481388,-8.434348897561964,2.3891159072519157
NGC4183,16.5,33.263626959210285,12.295653471178502,19.17407125200052,63.035740250886896,42.357244218999824,-20.678496031887068
NGC4214,12.015,33.48453104145477,29.299488090153083,27.522882632225503,12.498436803909515,17.80418666114387,5.305749857234356
NGC4217,27.675,64.40844387153237,69.72534411150266,70.51901410238047,-8.254973913940947,-9.48721916498418,-1.2322452510432307
NGC4389,11.4525,57.39781645079807,71.36905059431525,78.47983145229269,-24.34105512618839,-36.72964636131466,-12.388591235126265
NGC4559,18.3,23.931662308749097,13.451413754741628,16.523965817216684,43.792396945932296,30.953539273468095,-12.838857672464199
NGC5005,39.6,57.02955192190641,60.97189595051093,61.45148850530772,-6.9128090538094655,-7.7537635039751045,-0.8409544501656386
NGC5033,29.625,61.16313286997931,45.210439277382775,54.70588275814035,26.082204825100757,10.557422108455093,-15.524782716645666
NGC5055,26.925,58.26922066188828,62.42288002706062,62.91387450037771,-7.1283935463531805,-7.971024471805438,-0.8426309254522578
NGC5371,31.95,35.62745617971017,63.294075053834895,48.73681828955895,-77.65533058147682,-36.79567253896323,40.85965804251357
NGC5585,13.4625,24.178154775922287,14.948386057646328,16.92138237448913,38.173999644784246,30.013756089690446,-8.160243555093802
NGC5907,32.325,43.258327077427516,23.365604028576755,33.07683864859894,45.98588154656336,23.53648214505583,-22.449399401507527
NGC5985,43.725,80.13943130227766,70.89248200372903,75.20817629231881,11.53857613946634,6.153344152591577,-5.385231986874762
NGC6015,23.175,43.27900492409794,23.881727620602135,33.381065184140695,44.81913883536476,22.87007235336418,-21.94906648200058
NGC6195,37.725,43.84749983065521,56.53513811367767,51.33560207410346,-28.935830622096542,-17.07760367721828,11.85822694487826
NGC6503,17.25,41.67287570412551,20.780229702776023,30.340757832804776,50.134879458969436,27.193030670064562,-22.941848788904878
NGC6674,36.3,77.68970787051921,58.978504764377846,68.77449452973833,24.08453271226893,11.475411074578028,-12.609121637690901
NGC6946,23.55,27.29685221130175,35.59509388516526,33.53299752217713,-30.39999487716675,-22.845657303641126,7.5543375735256255
NGC7331,35.775,70.71859232887839,76.25000687041994,75.47629905262602,-7.82172602618783,-6.727660388970712,1.0940656372171185
NGC7793,16.2,11.486837363798388,7.591378638746528,8.812136916638044,33.91236945104389,23.284916138796035,-10.627453312247855
NGC7814,32.1,53.457344257273526,44.30478402301037,49.14616921266518,17.121240049290023,8.064701126677761,-9.056538922612264
PGC51017,2.8575,4.522399935416963,5.8413267134084625,7.308026523203458,-29.164310915148988,-61.59620174171222,-32.43189082656323
UGC00128,19.575,65.11324314929104,40.08887854588187,52.44914169782861,38.43206603307032,19.44934830296549,-18.98271773010483
UGC00191,8.64,23.831490758619328,15.96782520055143,15.073494468212038,32.996951964592405,36.749678730189025,3.7527267655966137
UGC00731,10.4625,36.16596928486053,28.621814283428133,29.216049702562987,20.85981697880406,19.216738054375483,-1.6430789244285724
UGC01230,15.6,43.73505435771638,25.387358420623027,31.118751167509004,41.95192210583404,28.847119034119643,-13.104803071714397
UGC01281,8.032499999999999,18.461825570134042,16.014760318952792,14.523048431947707,13.254730643430532,21.33471104048427,8.079980397053738
UGC02259,12.4875,39.096000450093676,31.91331105400648,31.130007709244794,18.371928876090404,20.375467181144348,2.00353830505394
UGC02455,5.4075,35.37808204018852,41.285306737945795,47.519946073594156,-16.69741364454646,-34.32030040411128,-17.622886759564814
UGC02487,49.875,109.51773009092928,97.90189316288064,104.10322522230635,10.606352887705357,4.943952786573851,-5.662400101131506
UGC02885,44.7,69.35716763455243,56.136209182320655,63.27226414106033,19.06213719956658,8.773287175672827,-10.288850023893753
UGC02916,31.425,39.97364888805376,41.02413833603192,42.859364568908134,-2.627954858261889,-7.219044948675625,-4.5910900904137355
UGC02953,39.45,62.22481167957494,56.42876793325167,60.78623059857459,9.314682664159513,2.3119090956968846,-7.0027735684626276
UGC03205,32.55,33.64653417615317,23.819715834297195,28.66327603564347,29.20603438799556,14.81061352239233,-14.395420865603228
UGC03546,29.175,72.11935937530671,72.26898256704301,75.5734703358786,-0.207466057702568,-4.789436554194561,-4.5819704964919925
UGC03580,18.45,39.24452840755697,34.193058524406545,39.29565934444601,12.871781336472138,-0.13028806553117403,-13.002069402003313
UGC04278,12.57,27.66685900630416,22.102535624346945,21.286158735024156,20.111872405499053,23.062611732781452,2.9507393272824003
UGC04305,5.010000000000001,4.955072428351265,10.266609559206543,12.147628514971858,-107.19393525843218,-145.1554178192673,-37.96148256083512
UGC04325,13.41,35.331222541708,30.59945318915819,28.48898272112253,13.392600120089321,19.365986593043324,5.973386472954003
UGC04483,3.12,7.079526352533245,6.808945631430584,5.880355665350708,3.822017288004584,16.938572264138006,13.116554976133422
UGC04499,10.035,21.50254779202607,12.162756077735645,11.665683472842261,43.43574447375004,45.747436137924446,2.311691664174406
UGC05005,11.3325,33.6105146121397,7.537312773146368,19.002461148218362,77.57453921748647,43.46274858476904,-34.11179063271743
UGC05253,32.775,44.104843857397995,40.99573247775521,45.17142103043876,7.049364894466738,-2.418276723729652,-9.467641618196389
UGC05414,7.334999999999999,12.492346698655776,8.145728388222537,5.642187787794498,34.79424975373884,54.834844694138866,20.040594940400027
UGC05716,10.815,34.860659179032254,25.143795275843157,26.554849438023233,27.87343708358082,23.82573920462394,-4.04769787895688
UGC05721,11.7825,36.993423389983725,33.481533041356535,31.84744824492829,9.493282931955045,13.910513473723954,4.417230541768907
UGC05750,8.3475,20.787271481906608,8.243809685373579,8.964706107556292,60.342030975305974,56.87406057423535,-3.4679704010706116
UGC05764,7.4925,27.9551391121523,26.34501856799797,24.756027300126846,5.7596584931834585,11.443734188519121,5.684075695335663
UGC05829,7.484999999999999,20.89128746050334,14.80785861633741,13.737907039834194,29.11945401003715,34.24097454114873,5.121520531111575
UGC05918,5.714999999999999,18.378285164393436,16.102132985718324,14.661004863160349,12.385008494073144,20.22648069709486,7.841472203021717
UGC05986,16.95,38.97404649965343,30.176941522047287,30.438093220988428,22.571700317759852,21.90163466536868,-0.6700656523911716
UGC06399,11.625,28.750319030139067,20.133913530937182,19.437837249194065,29.969773518580002,32.39088154528892,2.421108026708914
UGC06446,12.254999999999995,37.554663229842475,29.550063465046495,29.626961120756178,21.314529478819015,21.10976754222794,-0.20476193659107758
UGC06614,29.025,50.98495587013215,41.59856856914479,46.719740671665164,18.410111651162698,8.365634775346777,-10.044476875815922
UGC06628,6.21,8.072900058646603,21.200071712022076,21.247710035019157,-162.60788016712056,-163.19798189823337,-0.5901017311128106
UGC06667,11.595,45.27733630984675,40.13624447618314,39.76604831844281,11.35466936146937,12.172288479358635,0.8176191178892628
UGC06786,33.75,51.9524574240025,43.00473367941011,47.414927558806426,17.22290761256361,8.734004299668985,-8.488903312894623
UGC06787,37.425,64.96642478114666,58.763864985590835,62.65064249534452,9.547331281428022,3.564583234498967,-5.982748046929054
UGC06818,8.3175,20.175495852306163,13.037946527925577,13.770434668510102,35.37731799322656,31.746734903984674,-3.6305830892418847
UGC06917,15.075,30.603998657699744,17.293374893952482,18.67546118760568,43.49308700678042,38.97705526494307,-4.516031741837356
UGC06923,11.355,15.1054378478316,9.00713067834571,8.902380905600065,40.37160147834648,41.065058853106926,0.6934573747604552
UGC06930,15.75,31.485550365605146,11.961250279124311,17.219413774229956,62.01035033457508,45.310107099031484,-16.700243235543592
UGC06973,26.1,88.38568001480633,93.87679120231024,96.98095072273213,-6.212670634636798,-9.724732226403566,-3.5120615917667664
UGC06983,16.275,42.45443781782275,27.025872873895878,31.04373447426985,36.341465667576976,26.877527839416082,-9.463937828160898
UGC07089,10.364999999999998,14.928726535103594,2.6216230069895503,5.135759301475939,82.43907140488486,65.5981420156659,-16.840929389218942
UGC07125,9.7125,14.698599189568334,10.871336251668236,3.5363680392899504,26.038283570697846,75.94078188212842,49.90249831143057
UGC07151,10.1925,15.566865119323268,9.261116124730819,6.47758470356046,40.507507107292106,58.388637314524004,17.881130207231898
UGC07261,10.44,22.262552465739894,14.865290346723377,13.311439425878788,33.22737646727729,40.20703849496179,6.979662027684509
UGC07323,9.375,10.345457337040719,1.825507235722538,3.4576421502464334,82.35450424036335,66.5781604659782,-15.776343774385154
UGC07399,14.01,50.95226232229807,46.71490483451628,45.27571356669567,8.316328450694535,11.140916019970692,2.824587569276159
UGC07524,11.895,26.756759638805764,17.17302770350645,17.590618039983813,35.81798418295716,34.257293194532224,-1.560690988424943
UGC07559,3.915,6.78682547264883,5.5568148490187825,3.984049079547866,18.12350455433159,41.297310567308116,23.173806012976524
UGC07577,1.6049999999999998,1.7651840058788588,1.848975790334662,2.60751088674945,-4.746915005842944,-47.7189277755329,-42.972012769689954
UGC07603,9.075,25.74568614409514,23.069500283006985,21.01943851246152,10.394696207006882,18.35743512595255,7.962738918945665
UGC07608,7.965,30.63714273310021,27.600412762572926,26.09135910875322,9.911922913250052,14.837492072770047,4.925569159519997
UGC07690,8.684999999999999,13.006404800319592,9.006436725761052,6.051155264778005,30.753833484102028,53.475573321927385,22.72173983782536
UGC07866,3.9,7.480355756414136,6.430645117172561,4.75908952098711,14.032897276863954,36.378834430349634,22.345937153485675
UGC08286,12.375,36.6726781610861,30.271309741183618,29.41217111379701,17.455415696078237,19.79813695470246,2.342721258624222
UGC08490,11.7525,38.25426280569027,30.519627015039966,30.43126716428342,20.2190167143929,20.44999711834256,0.2309804039496566
UGC08550,7.86,24.99854471571737,21.506394466480163,19.821970281971144,13.969414175704319,20.707503147139402,6.738088971435083
UGC08699,27.225,38.29257854611432,30.55153181080382,34.84571648710259,20.215527470912537,9.00138405372937,-11.214143417183168
UGC08837,4.755,7.952404742389242,4.521153243710244,3.8944566605532356,43.1473448577028,51.027936998800506,7.880592141097707
UGC09037,23.325,31.128091400079775,39.76433667575565,35.27579541584416,-27.744217159596694,-13.324633246719882,14.41958391287681
UGC09133,33.975,61.91748044477971,53.187567199327304,58.77421083337663,14.099270808084748,5.076546378863669,-9.02272442922108
UGC10310,10.38,22.50539817651381,14.513693469006421,13.215158259327506,35.51016802647542,41.28005132067122,5.769883294195795
UGC11455,40.8,39.82149446522485,45.469036741762125,43.238634478874154,-14.182145477913027,-8.581144579175469,5.601000898737558
UGC11557,10.92,20.837740296482337,35.96595905347043,36.47830355397399,-72.60009262876703,-75.0588261248844,-2.458733496117375
UGC11820,7.78125,27.350315053297003,13.821191435934818,17.09124677217531,49.466061326892415,37.50987241327953,-11.956188913612886
UGC11914,42.6,20.216150253791284,22.021161467465223,22.8547688464895,-8.928560537065817,-13.05203295174053,-4.123472414674714
UGC12506,34.95,78.84357368691505,61.35502898683883,70.51628103575091,22.181319138985998,10.561789961768499,-11.619529177217503
UGC12632,10.4625,28.541353368849645,19.42645550869687,19.84975637794488,31.935759115406487,30.452644899421184,-1.4831142159853048
UGC12732,12.72,38.50841686062227,24.75709365350987,28.12392875614233,35.709915722799174,26.966800899828353,-8.74311482297082
UGCA281,3.9,6.731165308050977,6.417556620375545,5.225306786135132,4.659054908372733,22.37143871826659,17.712383809893854
UGCA442,7.784999999999999,26.097011285652165,22.1791009601111,21.157326881238355,15.012869798217418,18.92816135282737,3.9152915546099525
UGCA444,5.2875,14.062050109758859,13.227137372763568,11.992335862815185,5.937347189624031,14.718438853430923,8.781091663806892
