name,Rd,Vf,Mbar,Sigma0,HSB_LSB,residual_rms,chi2,chi2_red,ape,n_points,A_used,l0_used,A0,alpha,l0_base,beta,p,n_coh
UGC06787,5.37,248.1,54.158,214.685,HSB,61.920895096585234,31370.82486557436,468.2212666503636,21.179831041974488,71,0.13133728347534998,4.08659195534253,0.1,0.3,4.0,0.3,2.0,1.5
UGC06818,1.39,71.2,1.873,143.155,HSB,19.089179444169268,95.77357107769058,23.943392769422644,28.824679409632694,8,0.09031169598844588,2.7244160498892915,0.1,0.3,4.0,0.3,2.0,1.5
UGC06917,2.76,108.7,5.439,130.555,HSB,27.837076602700897,492.3929834707571,70.34185478153672,25.989835989996845,11,0.10253422737318946,3.346892124846511,0.1,0.3,4.0,0.3,2.0,1.5
UGC06923,1.44,79.6,2.254,173.7,HSB,13.49626956108008,45.45600872107983,22.728004360539916,19.016708914014256,6,0.09338431131442382,2.753453443515199,0.1,0.3,4.0,0.3,2.0,1.5
UGC06930,3.94,107.2,7.703,94.58,LSB,28.478866991285198,210.68240411147195,35.11373401857866,26.17837675782703,10,0.1021076863376994,3.724070179321321,0.1,0.3,4.0,0.3,2.0,1.5
UGC06973,1.07,174.2,28.688,6365.025,HSB,96.79308968184948,4203.309496167808,840.6618992335616,44.34783001977198,9,0.11811755407213403,2.5187445474636294,0.1,0.3,4.0,0.3,2.0,1.5
UGC06983,3.21,109.0,5.616,60.785,LSB,39.803871640451206,967.2503999203918,74.40387691695322,36.43393228295886,17,0.10261904044043316,3.5020351415856763,0.1,0.3,4.0,0.3,2.0,1.5
UGC07089,2.26,77.6,3.0065,260.495,HSB,13.193606712826897,57.69526765875175,7.211908457343969,15.070145609108307,12,0.09267412972204064,3.152111139522854,0.1,0.3,4.0,0.3,2.0,1.5
UGC07125,3.38,65.2,5.984999999999999,51.5,LSB,13.026586087477526,371.1013537901598,41.2334837544622,19.735848968131556,13,0.08795778389197989,3.556673508250879,0.1,0.3,4.0,0.3,2.0,1.5
UGC07151,1.25,73.5,1.758,482.835,HSB,13.992696582646314,321.2469774290424,45.89242534700605,18.828634609105315,11,0.09117718962697341,2.6390158215457884,0.1,0.3,4.0,0.3,2.0,1.5
UGC07232,0.29,0.0,0.1025,113.71,HSB,8.971489984300472,29.56386870097473,29.56386870097473,15.377572390359878,4,0.08122523963562356,2.0047489345090894,0.1,0.3,4.0,0.3,2.0,1.5
UGC07261,1.2,74.7,2.2645,283.01,HSB,20.730357896807824,93.9028508817752,31.300950293925066,29.505904379345477,7,0.0916212432345449,2.6068939480323285,0.1,0.3,4.0,0.3,2.0,1.5
UGC07323,2.26,82.8,2.7765,141.84,HSB,8.575317317900579,49.09965820876522,8.183276368127537,9.376003226759346,10,0.09449505911250228,3.152111139522854,0.1,0.3,4.0,0.3,2.0,1.5
UGC07399,1.64,103.0,1.323,67.89,LSB,49.597532621427476,2260.3851936667425,376.73086561112376,52.25006899138075,10,0.10089070746740099,2.8630052502443992,0.1,0.3,4.0,0.3,2.0,1.5
UGC07524,3.46,79.5,2.997,53.43,LSB,25.278504166784494,1722.8942651017876,63.81089870747361,37.00487880634134,31,0.09334910073596486,3.5817215478343227,0.1,0.3,4.0,0.3,2.0,1.5
UGC07559,0.58,31.1,0.2235,27.53,LSB,6.437814165907163,27.80800723128608,9.269335743762026,18.917969899946495,7,0.07044142236132586,2.0960294873607874,0.1,0.3,4.0,0.3,2.0,1.5
UGC07577,0.9,15.9,0.0665,27.275,LSB,1.7732510044411265,2.8162059651069455,0.5632411930213891,15.12079794676891,9,0.061703386272000976,2.3913422823180372,0.1,0.3,4.0,0.3,2.0,1.5
UGC07603,0.53,61.6,0.446,260.495,HSB,24.905172293010555,891.1784201978529,111.39730252473161,37.78022971565731,12,0.08647174311278866,2.04010138603691,0.1,0.3,4.0,0.3,2.0,1.5
UGC07608,1.5,66.0,0.667,23.325,LSB,29.982541541231736,160.6847419273237,40.171185481830925,53.52226520423503,8,0.08828017403633959,2.787381207743796,0.1,0.3,4.0,0.3,2.0,1.5
UGC07690,0.57,57.4,0.819,197.605,HSB,11.817706377859748,52.62715468979758,17.54238489659919,18.804048368426493,7,0.08465908449988337,2.0851218857670424,0.1,0.3,4.0,0.3,2.0,1.5
UGC07866,0.61,30.6,0.18,48.73,LSB,7.175153725461835,21.75562888324481,7.251876294414937,26.505227220957455,7,0.07009974335305708,2.1279819532870072,0.1,0.3,4.0,0.3,2.0,1.5
UGC08286,1.05,82.4,1.2695,744.39,HSB,35.23805762730378,4984.394765849589,383.41498198842993,45.52443033807719,17,0.09435787755861291,2.504527356364506,0.1,0.3,4.0,0.3,2.0,1.5
UGC08490,0.67,78.6,1.2285,288.27,HSB,36.83251307542456,2989.036551107853,114.96294427337897,45.95309823158759,30,0.0930308017584844,2.188726170754517,0.1,0.3,4.0,0.3,2.0,1.5
UGC08550,0.45,56.9,0.4325,642.39,HSB,24.19045787903728,1492.753602107731,213.25051458681872,44.93255066499143,11,0.08443717211385969,2.0047489345090894,0.1,0.3,4.0,0.3,2.0,1.5
UGC08699,3.09,182.4,28.889,685.175,HSB,35.57376476264787,1542.8748428001772,41.69932007568047,14.958654724113948,41,0.11975880400744586,3.4622349320502717,0.1,0.3,4.0,0.3,2.0,1.5
UGC08837,1.72,46.6,0.5705,38.71,LSB,7.320883373126734,48.008579612212735,12.002144903053184,20.864193675723463,8,0.07952721519145116,2.904206707323771,0.1,0.3,4.0,0.3,2.0,1.5
UGC09037,4.28,152.3,53.385000000000005,420.535,HSB,32.87697102096904,1002.2767309572553,55.6820406087364,24.16749674007762,22,0.11345142913140732,3.817702837398359,0.1,0.3,4.0,0.3,2.0,1.5
UGC09133,6.97,226.8,174.891,432.315,HSB,62.213849812953235,46207.17260282543,721.9870719191473,22.19351866850922,68,0.12784769872206006,4.419150817178628,0.1,0.3,4.0,0.3,2.0,1.5
UGC09992,1.04,33.6,0.486,36.625,LSB,5.386968117610061,4.529246447724919,4.529246447724919,16.859677231681292,5,0.07209444173624491,2.497347581714303,0.1,0.3,4.0,0.3,2.0,1.5
UGC10310,1.8,71.4,2.0665,79.395,LSB,21.027055580178537,120.87985535641164,40.29328511880388,32.96973305292784,7,0.09038772664642117,2.944087691271333,0.1,0.3,4.0,0.3,2.0,1.5
UGC11455,5.93,269.4,200.496,4784.1,HSB,49.810445835085474,2076.7256074309275,64.89767523221649,25.065362205959435,36,0.1346230040521593,4.2100320112703775,0.1,0.3,4.0,0.3,2.0,1.5
UGC11557,2.75,81.6,8.6555,168.965,HSB,22.918721604867034,98.22019811952462,12.277524764940578,83.82949317225753,12,0.09408210973306785,3.3432495758166096,0.1,0.3,4.0,0.3,2.0,1.5
UGC11820,2.08,81.25,2.462,17.055,LSB,26.202811540933048,5093.334920419261,848.8891534032101,41.639888256819916,10,0.09396086601112752,3.0745955234080005,0.1,0.3,4.0,0.3,2.0,1.5
UGC11914,2.44,288.1,75.902,1584.165,HSB,30.990918473364804,2788.147933612433,45.70734317397431,10.652583122556496,65,0.1373608524903417,3.2254174998322727,0.1,0.3,4.0,0.3,2.0,1.5
UGC12506,7.38,234.0,105.3415,2804.14,HSB,70.05107263929642,828.456856575242,30.68358728056452,31.171159317820198,31,0.12905200527634264,4.495581740309812,0.1,0.3,4.0,0.3,2.0,1.5
UGC12632,2.42,71.7,2.3945,33.405,LSB,27.282902454543596,1153.6812099282536,104.8801099934776,43.80660972643271,15,0.09050149360327978,3.2174632851628413,0.1,0.3,4.0,0.3,2.0,1.5
UGC12732,1.98,93.15,4.4935,60.23,LSB,36.799397221468574,1802.587904496453,150.21565870803775,46.1653755950879,16,0.09789372576749261,3.0294831905589565,0.1,0.3,4.0,0.3,2.0,1.5
UGCA281,1.72,28.8,0.159,6.025,LSB,6.685734210479121,106.79094774355345,35.596982581184484,28.375655819541002,7,0.06883633608787998,2.904206707323771,0.1,0.3,4.0,0.3,2.0,1.5
UGCA442,1.18,56.4,0.333,58.05,LSB,25.41870620334033,2000.5533447888783,500.1383361972196,50.81357914239655,8,0.08421389048247536,2.593782717603007,0.1,0.3,4.0,0.3,2.0,1.5
UGCA444,0.83,37.0,0.073,11.37,LSB,13.828359943983305,413.40592221608495,12.918935069252655,50.94585043648592,36,0.07420967288325536,2.33395467431847,0.1,0.3,4.0,0.3,2.0,1.5
