galaxy,radius_kpc,gbar_m_s2,gobs_m_s2,predicted_acceleration_m_s2,log_residual_dex
UGC06787,10.460422535211269,1.0199932758629903e-10,1.605406760258266e-10,1.6936155107277547e-10,-0.023229735022481147
UGC06787,10.672816901408451,9.931787834917945e-11,1.5734583670192955e-10,1.6625689390195157e-10,-0.023924406355408913
UGC06787,10.973708920187795,9.573144238554324e-11,1.5303151537300566e-10,1.620791881903942e-10,-0.024946373949279795
UGC06787,11.504694835680752,8.992332113415893e-11,1.472295836462077e-10,1.5524772245309027e-10,-0.023030153681907514
UGC06787,12.124178403755868,8.40634008465295e-11,1.4211559954840722e-10,1.482647036816607e-10,-0.018396022370143452
UGC06787,12.354272300469484,8.210744130309507e-11,1.4065824093483005e-10,1.459117614209805e-10,-0.015925118371161204
UGC06787,12.548967136150235,8.058118586593419e-11,1.3847595510932494e-10,1.440675586833723e-10,-0.017191827552122143
UGC06787,12.761361502347418,7.902469921317284e-11,1.3732766186138346e-10,1.4217918393182087e-10,-0.015077991343003696
UGC06787,12.779061032863849,7.89098259343064e-11,1.3829717697963597e-10,1.4203950363016567e-10,-0.011595830879200679
UGC06787,12.9737558685446,7.756030910729501e-11,1.3622177596084198e-10,1.4039526887586116e-10,-0.013105934923568643
UGC06787,13.186150234741785,7.612373747120387e-11,1.35156248193598e-10,1.3863816815613026e-10,-0.01104668367870964
UGC06787,13.380845070422534,7.478488521962884e-11,1.343065788053671e-10,1.3699408591084984e-10,-0.008604532445173228
UGC06787,14.61981220657277,6.567289690066183e-11,1.301998421557729e-10,1.2562219325413684e-10,0.015544086189588127
UGC06787,15.89417840375587,5.718391029596473e-11,1.246583411675784e-10,1.146932975438807e-10,0.03618330411721976
UGC06787,16.08887323943662,5.6017149074455696e-11,1.241291431915619e-10,1.1316159481025678e-10,0.04017469822619793
UGC06787,16.46056338028169,5.3867149385135506e-11,1.222872231198577e-10,1.1031823528983691e-10,0.04473377720050027
UGC06787,18.265915492957745,4.4637846018751116e-11,1.0933468135768386e-10,9.776210928383129e-11,0.04858738039127316
UGC06787,20.14206572769953,3.7882334818162075e-11,9.450357611658032e-11,8.812876002691433e-11,0.030330583354064463
UGC06787,21.94741784037559,3.26839077917024e-11,8.052464659620739e-11,8.038340837908287e-11,0.0007624104845900278
UGC06787,23.735070422535212,2.874024746864828e-11,6.893484213356513e-11,7.426430697585594e-11,-0.03234134727395399
UGC06787,25.540422535211267,2.537567225090916e-11,6.074912032469426e-11,6.883909698762623e-11,-0.05429517120581289
UGC06787,27.32807511737089,2.2560163629515557e-11,5.525793664903462e-11,6.412364528392589e-11,-0.06462353886786705
UGC06787,29.3281220657277,1.9974480822696503e-11,5.1489592146113124e-11,5.962300619278626e-11,-0.06369441762881414
UGC06787,31.11577464788732,1.8066367248291216e-11,5.0312252865792124e-11,5.6177287589877175e-11,-0.047887001855660014
UGC06787,32.92112676056338,1.6374033512799014e-11,4.926668583500747e-11,5.301692262779743e-11,-0.03186116715362476
UGC06787,34.708779342723005,1.488059976048073e-11,4.922103251223875e-11,5.0133287557820054e-11,-0.007975465311197047
UGC06787,36.49643192488263,1.3688646757936926e-11,4.883191314463167e-11,4.775833213377958e-11,0.009654587975371845
UGC06787,38.30178403755869,1.275094866910894e-11,4.810075456603526e-11,4.5837903349059625e-11,0.020927144745683763
UGC06787,40.301830985915494,1.1917838551304332e-11,4.6469257863591164e-11,4.4088588178021e-11,0.022839544740819007
UGC06787,42.08948356807512,1.1284350427636007e-11,4.522500825091186e-11,4.272848696401447e-11,0.024661140249211226
UGC06787,43.87713615023474,1.0643690632024466e-11,4.408783431896502e-11,4.132415017983489e-11,0.028114834767399854
UGC06787,45.682488262910795,9.964264281077206e-12,4.268630973509403e-11,3.980014059328289e-11,0.030404005114814326
UGC06787,47.470140845070425,9.320635556503375e-12,4.140809661578475e-11,3.832013561707164e-11,0.03365823057363987
UGC06787,49.27549295774648,8.72557092596207e-12,3.9890989627706434e-11,3.691705977960071e-11,0.033647705748075143
UGC06787,52.05431924882629,7.8584637394952e-12,3.686421036206886e-11,3.4805193899104456e-11,0.02496087812360272
UGC06787,54.85084507042253,7.047876048621527e-12,3.442272414139591e-11,3.274783257641891e-11,0.021662675107098003
UGC06787,57.64737089201878,6.3556598258533676e-12,3.35565677852976e-11,3.0916259513697637e-11,0.035590590009283656
UGC06787,60.231502347417845,5.832347550690321e-12,3.289544236511472e-11,2.9478514808934565e-11,0.04763013194891971
UGC06787,65.82455399061033,4.808561147850952e-12,3.082128781648274e-11,2.650583451236272e-11,0.06550929888851706
UGC06818,2.877777777777778,5.639348153483434e-12,2.5687341821293646e-11,2.8935346931253586e-11,-0.05170952895859652
UGC06818,3.5931111111111114,4.802639392299371e-12,3.638306538251304e-11,2.6487929908103217e-11,0.13785126836015607
UGC06818,4.308444444444445,4.624824745122539e-12,3.8388576138994494e-11,2.594601626388295e-11,0.17013131812585836
UGC06818,5.023777777777778,4.125839449643949e-12,3.0118013068576354e-11,2.437749480741749e-11,0.09183724479954952
UGC06818,5.739111111111112,3.655957590327953e-12,3.1467609512436326e-11,2.2826652003178748e-11,0.1394215343220643
UGC06917,1.7786666666666666,3.182284620157519e-11,6.37056114074545e-11,7.906703345731417e-11,-0.0938177565031804
UGC06917,2.6679999999999997,2.3411577999148924e-11,6.143318090558161e-11,6.556840885608129e-11,-0.02829164186995979
UGC06917,3.5777777777777775,1.9426282332693545e-11,6.452513124010407e-11,5.864476230052031e-11,0.04149966620675174
UGC06917,4.467111111111111,1.7858641066657472e-11,6.327400256381038e-11,5.5794965833616794e-11,0.05463029179523314
UGC06917,5.356444444444445,1.5821903046371193e-11,5.738012201497577e-11,5.1961913801299876e-11,0.043076329279809866
UGC06917,6.245777777777778,1.4161052923121307e-11,5.1765726417558105e-11,4.870800614527771e-11,0.026441960595145145
UGC06917,7.135111111111111,1.3196705220956886e-11,4.622435373042218e-11,4.675690816965296e-11,-0.004974937502115881
UGC06917,8.024444444444443,1.1973905997497499e-11,4.274529470643655e-11,4.420767815413537e-11,-0.01460939012214487
UGC06917,8.913777777777778,1.0849264419658715e-11,3.998946889030232e-11,4.177808692161678e-11,-0.019002912930842955
UGC06917,9.813333333333333,1.0335153352148507e-11,3.986554083100508e-11,4.063670648165701e-11,-0.008320841788640156
UGC06917,10.702666666666666,1.0260892533073274e-11,3.72205510775108e-11,4.0470114361088136e-11,-0.036351632739369345
UGC06923,2.6308333333333334,2.036536484985749e-11,6.596857285039532e-11,6.031510487339253e-11,0.03891100145831244
UGC06923,3.41,1.6845661418657736e-11,5.87032912108964e-11,5.390843818737046e-11,0.037005700917209595
UGC06923,4.097499999999999,1.459146519942587e-11,4.9981825823373674e-11,4.956354918981982e-11,0.003649718591796382
UGC06923,4.7299999999999995,1.3065596427287951e-11,4.528613658107352e-11,4.648777685538174e-11,-0.01137350575257589
UGC06930,3.363888888888889,2.1219504023974143e-11,8.501447913528426e-11,6.181243240593811e-11,0.13841706431304449
UGC06930,5.036222222222222,1.7277594630106006e-11,6.850457732849137e-11,5.471744711966841e-11,0.09759376420962425
UGC06930,6.708555555555556,1.552401532405726e-11,5.694086810888686e-11,5.1387423650206246e-11,0.04456723949868769
UGC06930,8.38088888888889,1.3818832898877079e-11,4.963673031393796e-11,4.8021189068655436e-11,0.014370256223907585
UGC06930,10.062833333333334,1.2475495106551218e-11,4.461347733152705e-11,4.526422853047338e-11,-0.006289047786458485
UGC06930,11.715944444444444,1.1163084356334459e-11,3.976440528761742e-11,4.2464971002930664e-11,-0.0285363402908427
UGC06930,13.39788888888889,9.429592305016284e-12,3.413736050675319e-11,3.8573319956651095e-11,-0.0530570811266289
UGC06930,15.070222222222222,7.2484066699542115e-12,3.034915851174359e-11,3.3265029208517425e-11,-0.03984125518051268
UGC06930,15.964055555555555,6.404141024796055e-12,2.8649897980983717e-11,3.104702566248964e-11,-0.03489692080701442
UGC06983,2.5084999999999997,3.815236167066536e-11,9.868660635852519e-11,8.852247719338074e-11,0.04720465605710773
UGC06983,3.363888888888889,2.6616721232522514e-11,8.171975817446143e-11,7.086468561814429e-11,0.06189720802150957
UGC06983,4.200055555555556,2.0444309882265434e-11,6.745554283364108e-11,6.045435110329424e-11,0.047590077568464145
UGC06983,5.036222222222222,1.7526088581107157e-11,6.205368050926032e-11,5.5179748592972823e-11,0.050987827904223335
UGC06983,5.8723888888888895,1.489652190966697e-11,5.4856104418023586e-11,5.0164548706540314e-11,0.03882805356039775
UGC06983,6.708555555555556,1.385781503546265e-11,5.0259802498701916e-11,4.809972598160261e-11,0.019078175395990122
UGC06983,7.544722222222222,1.3467798444579762e-11,4.917832756726731e-11,4.731037667799656e-11,0.016817349528844346
UGC06983,8.38088888888889,1.1826759262318376e-11,4.5103150910631543e-11,4.389469563576529e-11,0.011794840804471985
UGC06983,9.226666666666667,1.0613440517956337e-11,4.2500104120964764e-11,4.125708069867419e-11,0.01289149945928182
UGC06983,10.062833333333334,1.024224625596998e-11,4.112312047327469e-11,4.0428214012174405e-11,0.0074015060094378415
UGC06983,10.908611111111112,9.582027752223549e-12,3.5947224630948164e-11,3.892569307734407e-11,-0.034570988442580476
UGC06983,11.715944444444444,8.781827168713805e-12,3.226410795247803e-11,3.7051227771399114e-11,-0.06008294171917047
UGC06983,12.609777777777778,8.046437399302831e-12,3.053479562958168e-11,3.5270320776389844e-11,-0.06261439191140568
UGC06983,13.39788888888889,7.267127402922241e-12,2.821373572028028e-11,3.331302527093848e-11,-0.07215348030044792
UGC06983,14.28211111111111,6.481169353881096e-12,2.6466990305565757e-11,3.125398649164224e-11,-0.07220086180724401
UGC07089,1.9285,9.826055222374202e-12,3.177329689636423e-11,3.948543503564617e-11,-0.09437464635342832
UGC07089,2.5861111111111112,9.00589679079184e-12,3.297578985625596e-11,3.758240724851199e-11,-0.05678938748896473
UGC07089,3.2289444444444446,8.231987154933428e-12,3.590794526549644e-11,3.572535998022459e-11,0.0022139409405365802
UGC07089,3.871777777777778,7.774197799045885e-12,3.495517425851683e-11,3.459529053943948e-11,0.00449448925235712
UGC07089,4.514611111111112,7.122343515010274e-12,3.322168588024168e-11,3.294055852784365e-11,0.0036907089150199296
UGC07089,5.157444444444445,6.530963024131536e-12,3.1172996920908847e-11,3.138725470579319e-11,-0.0029747750392359745
UGC07089,5.800277777777778,5.999992812973583e-12,3.0464120756265654e-11,2.994450620534847e-11,0.007471492379147887
UGC07089,6.443111111111112,5.4484628975358145e-12,3.0403969403224366e-11,2.8390722800148245e-11,0.02975383743096623
UGC07089,6.768222222222223,5.102635294979405e-12,3.007328171112956e-11,2.7383963939522296e-11,0.04068450832472754
UGC07125,1.0836363636363635,1.7281079630564502e-11,5.529732445854226e-11,5.472394624614989e-11,0.004526710999416789
UGC07125,1.6292171717171717,1.2614608183802021e-11,4.6790240351866784e-11,4.555451777227769e-11,0.011623822404442045
UGC07125,2.167272727272727,9.814047691206962e-12,4.121504882067526e-11,3.94580155307593e-11,0.018920579204058513
UGC07125,2.709090909090909,7.272085705885052e-12,3.8052693825774914e-11,3.332572923707213e-11,0.05760574529695072
UGC07125,3.250909090909091,6.50562628629622e-12,3.4115966942175266e-11,3.1319493681282677e-11,0.03714295238373882
UGC07125,3.7927272727272725,5.999049135789697e-12,3.2318365979034446e-11,2.994189781722675e-11,0.03317007075930145
UGC07125,4.315732323232323,5.621021293264633e-12,3.1337281100966996e-11,2.8883383340612164e-11,0.03541324907014395
UGC07125,4.891414141414141,6.013777516110323e-12,2.8511759672334636e-11,2.998258940502123e-11,-0.02184511570360354
UGC07125,5.4257070707070705,5.428155613684145e-12,2.554758963046951e-11,2.833233359029337e-11,-0.044932415128883366
UGC07125,5.96,4.556488804232086e-12,2.3328516274965432e-11,2.5735486382427167e-11,-0.04264526256271509
UGC07125,6.4942929292929295,4.165075131055866e-12,2.1148563860024375e-11,2.45035729922788e-11,-0.06394853471329551
UGC07125,7.028585858585858,3.15162021181624e-12,1.9421028113661726e-11,2.1065575699548027e-11,-0.035301115491492695
UGC07151,0.46215429403202324,1.9899159383438574e-11,4.1067020421077996e-11,5.948912979013514e-11,-0.16094442192048475
UGC07151,0.9243085880640465,2.3869193412100522e-11,6.184876718016322e-11,6.633797988588378e-11,-0.030431194973799335
UGC07151,1.3864628820960698,2.2004985357926628e-11,8.247343770514008e-11,6.317210808520934e-11,0.11578872768935917
UGC07151,1.848617176128093,2.0855698076173115e-11,7.158205913767411e-11,6.11771342160437e-11,0.06821505818001423
UGC07151,2.301528384279476,1.8746324242288963e-11,6.133678246700884e-11,5.741852635913832e-11,0.028668948355311055
UGC07151,2.7729257641921397,1.6553670515152268e-11,5.277761466040594e-11,5.335751598972889e-11,-0.004745845263965556
UGC07151,3.2258369723435223,1.3877586143104048e-11,4.7415519555799954e-11,4.8139528657540817e-11,-0.006581320002011768
UGC07151,3.697234352256186,1.3608511871711728e-11,4.456065181776133e-11,4.759609095934402e-11,-0.02861975089804706
UGC07151,4.1501455604075685,1.2573334413626633e-11,4.104517755389059e-11,4.546851229119502e-11,-0.044448605837817
UGC07151,4.630786026200873,1.1847950449881646e-11,3.832288360677441e-11,4.393985653158141e-11,-0.05940045442786586
UGC07151,5.083697234352256,1.146188684289996e-11,3.701516756396485e-11,4.311241365491675e-11,-0.06622261784555798
UGC07232,0.62,2.1298762993931044e-11,6.462997718733447e-11,6.195036503135095e-11,0.018390132906766173
UGC07232,0.82,1.7180015217032607e-11,7.635401268320765e-11,5.453529084455176e-11,0.14615423212624795
UGC07261,1.8564885496183208,2.525112226957885e-11,7.369462770673295e-11,6.863412252995682e-11,0.030895743503472305
UGC07261,2.794503816793893,1.6927088311615638e-11,5.504212890481428e-11,5.406148764618356e-11,0.007807230779278618
UGC07261,3.7227480916030538,1.3000543480280231e-11,4.485406776061126e-11,4.635388145070216e-11,-0.014284270928489221
UGC07261,4.650992366412214,9.690157910392733e-12,3.992946565137185e-11,3.9174371141575175e-11,0.008291464815066213
UGC07261,5.589007633587786,8.044198307207952e-12,3.4415454242764316e-11,3.526480514017586e-11,-0.010587982347631942
UGC07261,6.517251908396947,7.62837535191217e-12,3.063033952981433e-11,3.42299582909467e-11,-0.0482545590710317
UGC07323,1.5028125,1.4084266123347404e-11,4.015713381058423e-11,4.8554415406296756e-11,-0.08246602184144136
UGC07323,2.0008875,1.3321962514662155e-11,4.333033309468214e-11,4.7013135472983956e-11,-0.03542718918234409
UGC07323,2.4989625,1.3582496465850572e-11,4.389063414848653e-11,4.7543347080093525e-11,-0.03471789731866037
UGC07323,3.005625,1.359084430044685e-11,4.9644975706650425e-11,4.756027547498812e-11,0.018630941072196875
UGC07323,3.4951125000000003,1.4023688066669428e-11,5.358725376532527e-11,4.8433036585488204e-11,0.04391980225354531
UGC07323,3.9931875000000003,1.4929724648320382e-11,5.214282093133735e-11,5.022970050080009e-11,0.016233934192152365
UGC07323,4.4912625,1.4270204520461277e-11,5.0288907756303193e-11,4.892582801844011e-11,0.011934018746340537
UGC07323,4.997925,1.3051947525051201e-11,4.829895819142433e-11,4.645970381988016e-11,0.016861326269821467
UGC07399,1.0998813760379595,3.234903060621968e-11,6.137175072506981e-11,7.987268321410196e-11,-0.11442976182043546
UGC07399,2.199762752075919,2.5699031779976668e-11,6.797693103566416e-11,6.936979140181623e-11,-0.00880883502397132
UGC07399,3.3176749703440094,1.8009172110083533e-11,6.371022794212209e-11,5.607216840325603e-11,0.05546180759402989
UGC07399,4.41755634638197,1.4609967315657155e-11,5.422073364960246e-11,4.9600125571833864e-11,0.038682613645703606
UGC07399,5.535468564650059,1.2437324469704857e-11,4.5832797042784674e-11,4.518437328668642e-11,0.006188098851433626
UGC07399,6.635349940688019,1.0298982373388331e-11,4.112342528793248e-11,4.055561861775008e-11,0.006038250799285781
UGC07399,7.753262158956109,8.554380035038105e-12,3.65388743918104e-11,3.650673414776516e-11,0.00038218126498591417
UGC07399,8.85314353499407,7.729141937270391e-12,3.4079606677092295e-11,3.448269680838077e-11,-0.005106649801343959
UGC07399,9.953024911032028,7.2615348956688444e-12,3.2159659183605195e-11,3.329869230952171e-11,-0.015115740828420153
UGC07399,11.052906287069987,6.4584183309778324e-12,3.0670956633978834e-11,3.119296060832483e-11,-0.007329274842751767
UGC07524,1.6329113924050631,7.97825777730549e-12,3.737253447214086e-11,3.510210506065297e-11,0.027219389421723257
UGC07524,1.9651898734177213,8.018246487694785e-12,3.8337662844922933e-11,3.520083384662371e-11,0.03707268244278429
UGC07524,2.287974683544304,7.870840264833755e-12,3.796937422460917e-11,3.4835949892169434e-11,0.03740578237395617
UGC07524,2.620253164556962,8.346278511802993e-12,3.6931948540609094e-11,3.600368455963708e-11,0.011055273715670857
UGC07524,2.9430379746835444,8.384407688571741e-12,3.969529943171581e-11,3.609621164394653e-11,0.041277457900326144
UGC07524,3.2753164556962027,8.43139794618921e-12,4.2814171783029585e-11,3.621002012313567e-11,0.07275878107822008
UGC07524,3.5981012658227844,8.418425148431721e-12,4.4750194855331575e-11,3.617862487725837e-11,0.09234287507438742
UGC07524,3.9303797468354427,8.592031987437234e-12,4.5208124107310265e-11,3.659724871992643e-11,0.09176804897359872
UGC07524,4.253164556962026,8.55155203079881e-12,4.427469143432583e-11,3.649992953815249e-11,0.08386351705699424
UGC07524,4.575949367088608,8.301071358256159e-12,4.1773666543773896e-11,3.5893771194039896e-11,0.06588350562145308
UGC07524,4.908227848101266,8.13005013034213e-12,4.1910785081265346e-11,3.5475865716097055e-11,0.0723927938724586
UGC07524,5.231012658227848,7.736857973966745e-12,4.0236484019267034e-11,3.450199703925287e-11,0.06677579022698495
UGC07524,5.563291139240507,7.25892627031848e-12,3.859155272868812e-11,3.32920052245574e-11,0.06415229861869097
UGC07524,5.886075949367089,7.06757502380118e-12,3.7929952905617636e-11,3.279889190312343e-11,0.06312313197508966
UGC07524,6.218354430379747,7.021670991590409e-12,3.750981957643244e-11,3.2679822835076915e-11,0.059865281728499774
UGC07524,6.541139240506329,7.035659326710965e-12,3.6728289524613486e-11,3.2716138989133256e-11,0.05023865871034534
UGC07524,6.882911392405063,7.06453166399016e-12,3.537148515503698e-11,3.279100722481225e-11,0.032898538194774445
UGC07524,7.196202531645569,7.153540577706648e-12,3.528068013983988e-11,3.3021063576116206e-11,0.028745891503862336
UGC07524,7.537974683544304,7.263250037203193e-12,3.359373919943971e-11,3.330308848075741e-11,0.003773835081203466
UGC07524,7.851265822784809,7.397396375470456e-12,3.2253239328119873e-11,3.364568187060081e-11,-0.018355995054522897
UGC07524,8.193037974683545,7.529097032223453e-12,3.187866374253961e-11,3.397968231239222e-11,-0.027719205394730127
UGC07524,8.515822784810126,7.557268981592982e-12,3.1778331477169914e-11,3.4050832066527704e-11,-0.029996637986265857
UGC07524,8.829113924050633,7.56618787429868e-12,3.119216649942692e-11,3.407333571372237e-11,-0.038369111850312575
UGC07524,9.170886075949367,7.515785440750149e-12,3.070664233579066e-11,3.3946027187246527e-11,-0.043556624257507816
UGC07524,9.484177215189874,7.460350908218162e-12,3.0502229231938186e-11,3.380562441366259e-11,-0.044657381486278486
UGC07524,9.825949367088606,7.419194507413982e-12,3.052425590348079e-11,3.370112206904064e-11,-0.04299927496673012
UGC07524,10.14873417721519,7.137739976580999e-12,2.626478655308591e-11,3.2980306813755647e-11,-0.09888081578394899
UGC07603,0.9476595744680851,1.4518162207150271e-11,3.601612649317731e-11,4.9418477634356535e-11,-0.13739235961578822
UGC07603,1.4214893617021276,1.1887612634562025e-11,3.990865283325413e-11,4.40243022864808e-11,-0.04262541395809089
UGC07603,1.9092553191489363,1.0061579711092046e-11,4.3333090137494815e-11,4.002075098748961e-11,0.034534426335818574
UGC07603,2.3830851063829788,1.0753798772921645e-11,4.405475543591489e-11,4.156768429183383e-11,0.025236963735306418
UGC07603,2.856914893617021,9.773535067200561e-12,4.1399593988268923e-11,3.936541093949013e-11,0.021881292508226777
UGC07603,3.330744680851064,7.719852399374277e-12,3.5510111998305975e-11,3.445945085033789e-11,0.01304368985966104
UGC07603,3.8185106382978726,5.760585296315483e-12,3.046429496144709e-11,2.9277405829410274e-11,0.017258538905992875
UGC07603,4.292340425531915,4.705679668814382e-12,2.8473359321170376e-11,2.6193472017226992e-11,0.03624563957825151
UGC07603,4.7661702127659575,4.247202103809996e-12,2.564267447637566e-11,2.4765892526553602e-11,0.015109335260684155
UGC07603,5.239999999999999,3.8962789083468096e-12,2.4475549317629644e-11,2.3629598930982743e-11,0.015276097339884036
UGC07603,5.727765957446809,3.4997893406920193e-12,2.3107731881868018e-11,2.229296232134493e-11,0.015589537797320462
UGC07690,0.5019728729963009,6.999886401590108e-11,1.4153788161200004e-10,1.3106265513862265e-10,0.03339372937814245
UGC07690,1.0039457459926018,4.311488823906757e-11,1.233243001427268e-10,9.56273155253222e-11,0.11046669522804224
UGC07690,1.5059186189889027,2.7020777309910364e-11,8.470955780376722e-11,7.151779584044455e-11,0.07351829351360091
UGC07690,2.0078914919852036,1.9604572491099622e-11,5.961711394244323e-11,5.896390930119117e-11,0.004784678574555008
UGC07690,2.5098643649815044,1.441912415038807e-11,4.624485375347914e-11,4.9222064432129164e-11,-0.027096414223043618
UGC07690,3.0118372379778053,1.0964729058865363e-11,3.7217703324076705e-11,4.203165509697999e-11,-0.05282692208414615
UGC07690,3.5138101109741062,8.505118901264266e-12,3.078944517470995e-11,3.638808099826606e-11,-0.07255728976583666
UGC08286,0.9426923076923077,2.12079102335332e-11,6.475285932234661e-11,6.179224190004241e-11,0.020324998272659694
UGC08286,1.4090769230769231,2.1572480242669866e-11,8.335040893631044e-11,6.242542801361182e-11,0.12554620618840862
UGC08286,1.8853846153846154,2.277235874013231e-11,8.326605231979297e-11,6.448533266032866e-11,0.11100703048139086
UGC08286,2.351769230769231,2.3081184534018483e-11,7.243204782711715e-11,6.500979874784438e-11,0.04695194233002834
UGC08286,2.8181538461538462,2.0015930469535354e-11,6.348372245185102e-11,5.969660758088672e-11,0.026712732372450605
UGC08286,3.2746153846153847,1.8402852794356077e-11,5.686271189002596e-11,5.6793459274787834e-11,0.0005292459189700626
UGC08286,3.750923076923077,1.6554467703990016e-11,5.149272764144772e-11,5.3359024626456005e-11,-0.015461984697725839
UGC08286,4.217307692307692,1.5290519634995387e-11,4.832374026455339e-11,5.093443312609878e-11,-0.022850935677921333
UGC08286,4.693615384615385,1.3848973864976612e-11,4.563762623554384e-11,4.8081920648812614e-11,-0.022658760147449237
UGC08286,5.16,1.15295356601527e-11,4.181961888667184e-11,4.325813157864691e-11,-0.014687686640553472
UGC08286,5.626384615384615,9.938727073488248e-12,3.882454297673434e-11,3.9742115430734674e-11,-0.010144628293183263
UGC08286,6.102692307692308,8.32360511719553e-12,3.649530874839788e-11,3.5948586757302534e-11,0.006555220425596409
UGC08286,6.569076923076923,7.377433829047079e-12,3.415008271520688e-11,3.359485434166775e-11,0.007118997482455085
UGC08286,7.045384615384616,7.290056237087286e-12,3.20713837985337e-11,3.337174430377687e-11,-0.01726120830166952
UGC08286,7.511769230769231,6.457611917021575e-12,3.0296694978521286e-11,3.119079597431687e-11,-0.012631203341788876
UGC08286,7.9781538461538455,5.974849354661666e-12,2.8867036230125085e-11,2.987495186312605e-11,-0.014905016900821645
UGC08490,0.35169892473118275,6.375011611633521e-11,1.3593998373112095e-10,1.2317768666279853e-10,0.04281517004317729
UGC08490,0.7033978494623655,6.641615635254787e-11,1.1332591088484128e-10,1.2656265183336463e-10,-0.047976347411643874
UGC08490,1.0550967741935482,5.748249796350732e-11,1.0908260234902125e-10,1.1508404091386041e-10,-0.023259612528352302
UGC08490,1.406795698924731,4.739024286825318e-11,1.0500077883036507e-10,1.0157177636641845e-10,0.014419472608880213
UGC08490,1.7481505376344082,3.85807449096585e-11,9.628058790351683e-11,8.914548812946209e-11,0.03343936611262466
UGC08490,2.0998494623655906,3.159610140677032e-11,8.57544358012862e-11,7.871864884600755e-11,0.03717896284600785
UGC08490,2.451548387096774,2.6489803181199503e-11,7.601019955534197e-11,7.065890515526029e-11,0.03170496887003078
UGC08490,2.7929032258064512,2.2640094918655965e-11,6.847347328678686e-11,6.42600164620179e-11,0.027581525350139333
UGC08490,3.1549462365591388,1.9137787581105337e-11,6.203005319593162e-11,5.812627059768193e-11,0.02822969424787227
UGC08490,3.4963010752688164,1.670712584421169e-11,5.5546856355201507e-11,5.3647464033990196e-11,0.015110288027963792
UGC08490,3.8479999999999994,1.5140209210453327e-11,5.1247439872004405e-11,5.064154910776411e-11,0.005165192429280133
UGC08490,4.199698924731181,1.3744059269473326e-11,4.7433700715912795e-11,4.7870322839735305e-11,-0.0039793473276260516
UGC08490,4.541053763440859,1.1944065552598695e-11,4.3868069454807724e-11,4.414432091807236e-11,-0.0027263179559418775
UGC08490,4.903096774193548,1.036104874162928e-11,4.062886601405188e-11,4.0694693742244316e-11,-0.0007030834715005583
UGC08490,5.25479569892473,8.924296287281759e-12,3.7527652819656765e-11,3.7389553218683593e-11,0.0016011265171199812
UGC08490,5.596150537634408,7.571894809422734e-12,3.4970732393270135e-11,3.408772972388043e-11,0.01110665009395594
UGC08490,5.94784946236559,6.8962832237467745e-12,3.425783134399085e-11,3.2353016681443764e-11,0.024845085276963032
UGC08490,6.299548387096773,6.406359812973252e-12,3.234524305877625e-11,3.105300088697939e-11,0.01770684329058592
UGC08490,6.64090322580645,5.828110679858479e-12,3.068263710715692e-11,2.9466668916479676e-11,0.017561640112401564
UGC08490,7.002946236559138,5.351726049445586e-12,2.9096385558042452e-11,2.8111781211191952e-11,0.01495067881786584
UGC08490,7.354645161290321,4.912401388390308e-12,2.749785777940631e-11,2.6818348053565105e-11,0.010866838604118837
UGC08490,7.695999999999999,4.789578917438147e-12,2.6278194732739095e-11,2.644840921687439e-11,-0.0028040291793121805
UGC08490,8.047698924731181,4.5127927584708454e-12,2.4941199704944095e-11,2.5600186427084574e-11,-0.01132578817819914
UGC08490,8.399397849462362,4.012564954422012e-12,2.3896863756707524e-11,2.4010679334191027e-11,-0.002063540188542462
UGC08490,8.751096774193547,3.80788291254048e-12,2.2534335262867184e-11,2.3336732368770456e-11,-0.015195294239076581
UGC08490,9.10279569892473,3.6378622166150766e-12,2.1171660570775624e-11,2.2765310490504286e-11,-0.03151865526084797
UGC08490,9.444150537634407,3.3510450335203213e-12,2.004132831223651e-11,2.1775231295638197e-11,-0.036036274160630974
UGC08490,9.79584946236559,3.0854669987119498e-12,1.952253198250523e-11,2.0825983826226277e-11,-0.028069383797367082
UGC08490,10.10617204301075,2.9463384496384224e-12,1.8438502860405373e-11,2.0314833683022083e-11,-0.04208761610865596
UGC08490,10.499247311827956,2.8273324813752507e-12,1.8214618509785668e-11,1.9869369513324913e-11,-0.037764006742070776
UGC08550,0.46220895522388056,1.4984568715942947e-11,4.382189122496862e-11,5.033720679928861e-11,-0.06019799646226458
UGC08550,0.9149850746268656,1.8186738856886954e-11,6.397544346770933e-11,5.639815276358452e-11,0.054748425474999106
UGC08550,1.3866268656716416,1.5933330927288224e-11,5.384833993724144e-11,5.217584172282512e-11,0.013702855182373816
UGC08550,1.8394029850746267,1.2214322538699328e-11,4.2648403002794615e-11,4.4716054913553324e-11,-0.020560707447882607
UGC08550,2.3016119402985074,8.22085966764838e-12,3.5766663249093753e-11,3.5698183071601906e-11,0.0008323133355318427
UGC08550,2.7543880597014923,5.639723273622766e-12,3.1327355179713255e-11,2.8936409828869386e-11,0.03447908425496226
UGC08550,3.216597014925373,4.57674270963234e-12,2.851517654713057e-11,2.5798019256923456e-11,0.04348970219543718
UGC08550,3.669373134328358,4.01553726498111e-12,2.681394878732311e-11,2.4020359127219466e-11,0.04778127934309079
UGC08550,4.141014925373134,4.138059063135557e-12,2.614558333274235e-11,2.4416813911733684e-11,0.029709342477399224
