radius_over_response_length,rational_point_force_ratio,entire_point_force_ratio
8.5659021536855e-09,1.0000000000000002,1.0
8.677114936773599e-09,1.0000000000000002,1.0
8.789771617176925e-09,1.0000000000000002,1.0
8.903890941296735e-09,1.0000000000000002,1.0
9.019491898922486e-09,1.0000000000000002,1.0
9.136593726391779e-09,1.0000000000000002,1.0
9.255215909791354e-09,1.0000000000000002,1.0
9.375378188199623e-09,1.0000000000000002,1.0
9.497100556971315e-09,1.0000000000000002,1.0
9.62040327106476e-09,1.0000000000000002,1.0
9.745306848412376e-09,1.0000000000000002,1.0
9.871832073334907e-09,1.0000000000000002,1.0
1e-08,1.0000000000000002,1.0
1.0129831955925681e-08,1.0000000000000002,1.0
1.026134954552931e-08,1.0000000000000002,1.0
1.0394574653722626e-08,1.0000000000000002,1.0
1.0529529449553457e-08,1.0000000000000002,1.0
1.0666236389894715e-08,1.0000000000000002,1.0
1.0804718223181286e-08,1.0000000000000004,1.0
1.0944997993195433e-08,1.0000000000000004,1.0
1.1087099042901354e-08,1.0000000000000004,1.0
1.1231045018329516e-08,1.0000000000000004,1.0
1.1376859872511425e-08,1.0000000000000004,1.0
1.152456786946548e-08,1.0000000000000004,1.0
1.1674193588234575e-08,1.0000000000000004,1.0
1.1825761926976128e-08,1.0000000000000004,1.0
1.1979298107105204e-08,1.0000000000000004,1.0
1.2134827677491432e-08,1.0000000000000004,1.0
1.2292376518710411e-08,1.0000000000000004,1.0
1.2451970847350318e-08,1.0000000000000004,1.0
1.2613637220374423e-08,1.0000000000000004,1.0
1.2777402539540241e-08,1.0000000000000004,1.0
1.2943294055876067e-08,1.0000000000000004,1.0
1.3111339374215657e-08,1.0000000000000004,1.0
1.3281566457791637e-08,1.0000000000000004,1.0
1.3454003632888837e-08,1.0000000000000004,1.0
1.3628679593557755e-08,1.0000000000000004,1.0
1.3805623406389355e-08,1.0000000000000004,1.0
1.3984864515351844e-08,1.0000000000000007,1.0
1.4166432746690221e-08,1.0000000000000007,1.0
1.4350358313889462e-08,1.0000000000000007,1.0
1.4536671822702123e-08,1.0000000000000007,1.0
1.4725404276241238e-08,1.0000000000000007,1.0
1.4916587080139317e-08,1.0000000000000007,1.0
1.5110252047774338e-08,1.0000000000000007,1.0
1.5306431405563594e-08,1.0000000000000007,1.0
1.5505157798326253e-08,1.0000000000000007,1.0
1.5706464294715556e-08,1.0000000000000007,1.0
1.5910384392721534e-08,1.0000000000000007,1.0
1.6116952025245178e-08,1.0000000000000007,1.0
1.6326201565744973e-08,1.0000000000000007,1.0
1.653816783395673e-08,1.0000000000000009,1.0
1.675288610168771e-08,1.0000000000000009,1.0
1.6970392098685934e-08,1.0000000000000009,1.0
1.7190722018585745e-08,1.0000000000000009,1.0
1.7413912524930512e-08,1.0000000000000009,1.0
1.7640000757273555e-08,1.0000000000000009,1.0
1.7869024337358284e-08,1.0000000000000009,1.0
1.8101021375378567e-08,1.0000000000000009,1.0
1.833603047632036e-08,1.0000000000000009,1.0
1.8574090746385717e-08,1.0000000000000009,1.0
1.8815241799500152e-08,1.000000000000001,1.0
1.9059523763904525e-08,1.000000000000001,1.0
1.9306977288832496e-08,1.000000000000001,1.0
1.955764355127468e-08,1.000000000000001,1.0
1.9811564262830604e-08,1.000000000000001,1.0
2.0068781676649665e-08,1.000000000000001,1.0
2.0329338594462153e-08,1.000000000000001,1.0
2.05932783737016e-08,1.000000000000001,1.0
2.0860644934719568e-08,1.0000000000000013,1.0
2.1131482768094146e-08,1.0000000000000013,1.0
2.1405836942033295e-08,1.0000000000000013,1.0
2.168375310987433e-08,1.0000000000000013,1.0
2.1965277517680786e-08,1.0000000000000013,1.0
2.225045701193787e-08,1.0000000000000013,1.0
2.2539339047347887e-08,1.0000000000000016,1.0
2.2831971694726814e-08,1.0000000000000016,1.0
2.312840364900343e-08,1.0000000000000016,1.0
2.3428684237322352e-08,1.0000000000000016,1.0
2.3732863427252025e-08,1.0000000000000016,1.0
2.4040991835099742e-08,1.0000000000000016,1.0
2.4353120734334173e-08,1.0000000000000018,1.0
2.466930206411746e-08,1.0000000000000018,1.0
2.498958843794804e-08,1.0000000000000018,1.0
2.5314033152415696e-08,1.0000000000000018,1.0
2.564269019607026e-08,1.0000000000000018,1.0
2.597561425840547e-08,1.000000000000002,1.0
2.6312860738959445e-08,1.000000000000002,1.0
2.665448575653336e-08,1.000000000000002,1.0
2.7000546158529752e-08,1.000000000000002,1.0
2.7351099530412107e-08,1.0000000000000022,1.0
2.7706204205287245e-08,1.0000000000000022,1.0
2.8065919273612118e-08,1.0000000000000022,1.0
2.843030459302665e-08,1.0000000000000022,1.0
2.8799420798314203e-08,1.0000000000000024,1.0
2.9173329311491388e-08,1.0000000000000024,1.0
2.955209235202888e-08,1.0000000000000024,1.0
2.99357729472049e-08,1.0000000000000027,1.0
3.032443494259317e-08,1.0000000000000027,1.0
3.0718143012686965e-08,1.0000000000000027,1.0
3.1116962671661156e-08,1.0000000000000027,1.0
3.1520960284273973e-08,1.0000000000000029,1.0
3.193020307691027e-08,1.0000000000000029,1.0
3.234475914876822e-08,1.0000000000000029,1.0
3.276469748319118e-08,1.000000000000003,1.0
3.319008795914677e-08,1.000000000000003,1.0
3.362100136285491e-08,1.0000000000000033,1.0
3.4057509399566854e-08,1.0000000000000033,1.0
3.449968470549716e-08,1.0000000000000033,1.0
3.4947600859910556e-08,1.0000000000000036,1.0
3.5401332397365774e-08,1.0000000000000036,1.0
3.586095482011829e-08,1.0000000000000038,1.0
3.632654461068413e-08,1.0000000000000038,1.0
3.679817924456679e-08,1.0000000000000038,1.0
3.7275937203149377e-08,1.000000000000004,1.0
3.7759897986754154e-08,1.000000000000004,1.0
3.8250142127871595e-08,1.0000000000000042,1.0
3.874675120456128e-08,1.0000000000000042,1.0
3.924980785402667e-08,1.0000000000000044,1.0
3.975939578636621e-08,1.0000000000000044,1.0
4.027559979850293e-08,1.0000000000000047,1.0
4.079850578829489e-08,1.0000000000000047,1.0
4.132820076882893e-08,1.0000000000000049,1.0
4.1864772882899556e-08,1.000000000000005,1.0
4.240831141767668e-08,1.000000000000005,1.0
4.295890681956291e-08,1.0000000000000053,1.0
4.3516650709244205e-08,1.0000000000000053,1.0
4.4081635896935784e-08,1.0000000000000056,1.0
4.4653956397826073e-08,1.0000000000000058,1.0
4.523370744772106e-08,1.0000000000000058,1.0
4.582098551889182e-08,1.000000000000006,1.0
4.641588833612782e-08,1.0000000000000062,1.0
4.701851489299856e-08,1.0000000000000064,1.0
4.7628965468326443e-08,1.0000000000000064,1.0
4.824734164287339e-08,1.0000000000000067,1.0
4.8873746316244274e-08,1.0000000000000069,1.0
4.950828372400962e-08,1.000000000000007,1.0
5.0151059455050795e-08,1.000000000000007,1.0
5.080218046913023e-08,1.0000000000000073,1.0
5.146175511468989e-08,1.0000000000000075,1.0
5.212989314688074e-08,1.0000000000000078,1.0
5.2806705745826367e-08,1.000000000000008,1.0
5.349230553512362e-08,1.0000000000000082,1.0
5.418680660058354e-08,1.0000000000000084,1.0
5.4890324509215576e-08,1.0000000000000087,1.0
5.560297632845825e-08,1.0000000000000089,1.0
5.632488064565956e-08,1.000000000000009,1.0
5.7056157587810205e-08,1.0000000000000093,1.0
5.779692884153313e-08,1.0000000000000095,1.0
5.8547317673332496e-08,1.0000000000000098,1.0
5.930744895010559e-08,1.00000000000001,1.0
6.007744915992105e-08,1.0000000000000104,1.0
6.085744643306687e-08,1.0000000000000107,1.0
6.16475705633716e-08,1.0000000000000109,1.0
6.24479530298025e-08,1.000000000000011,1.0
6.325872701834393e-08,1.0000000000000115,1.0
6.408002744415996e-08,1.0000000000000118,1.0
6.491199097404462e-08,1.000000000000012,1.0
6.575475604916366e-08,1.0000000000000124,1.0
6.660846290809155e-08,1.0000000000000127,1.0
6.747325361014761e-08,1.000000000000013,1.0
6.83492720590351e-08,1.0000000000000133,1.0
6.92366640267872e-08,1.0000000000000138,1.0
7.01355771780239e-08,1.000000000000014,1.0
7.104616109452384e-08,1.0000000000000144,1.0
7.196856730011513e-08,1.0000000000000149,1.0
7.290294928588944e-08,1.0000000000000153,1.0
7.384946253574336e-08,1.0000000000000155,1.0
7.480826455225093e-08,1.000000000000016,1.0
7.577951488287339e-08,1.0000000000000164,1.0
7.676337514650766e-08,1.0000000000000169,1.0
7.776000906038043e-08,1.0000000000000173,1.0
7.876958246729122e-08,1.0000000000000178,1.0
7.979226336320898e-08,1.0000000000000182,1.0
8.082822192522723e-08,1.0000000000000187,1.0
8.187763053988195e-08,1.000000000000019,1.0
8.294066383183727e-08,1.0000000000000198,1.0
8.401749869294344e-08,1.0000000000000202,1.0
8.510831431167226e-08,1.0000000000000207,1.0
8.621329220293445e-08,1.0000000000000213,1.0
8.733261623828437e-08,1.0000000000000218,1.0
8.84664726765167e-08,1.0000000000000224,1.0
8.96150501946605e-08,1.000000000000023,1.0
9.077853991937557e-08,1.0000000000000235,1.0
9.195713545875659e-08,1.0000000000000242,1.0
9.31510329345499e-08,1.0000000000000249,1.0
9.43604310147889e-08,1.0000000000000255,1.0
9.558553094685293e-08,1.0000000000000262,1.0
9.682653659095539e-08,1.0000000000000269,1.0
9.808365445406671e-08,1.0000000000000275,1.0
9.935709372427772e-08,1.0000000000000282,1.0
1.0064706630560913e-07,1.000000000000029,1.0
1.0195378685327302e-07,1.0000000000000298,1.0
1.0327747280939206e-07,1.0000000000000306,1.0
1.0461834443918251e-07,1.0000000000000313,1.0
1.0597662486760708e-07,1.0000000000000322,1.0
1.0735254011650343e-07,1.000000000000033,1.0
1.0874631914219501e-07,1.000000000000034,1.0
1.1015819387358996e-07,1.0000000000000346,1.0
1.1158839925077481e-07,1.0000000000000357,1.0
1.1303717326410919e-07,1.0000000000000366,1.0
1.1450475699382812e-07,1.0000000000000375,1.0
1.1599139465015847e-07,1.0000000000000384,1.0
1.1749733361395623e-07,1.0000000000000395,1.0
1.1902282447787144e-07,1.0000000000000406,1.0
1.2056812108804755e-07,1.0000000000000415,1.0
1.221334805863621e-07,1.0000000000000426,1.0
1.2371916345321594e-07,1.0000000000000437,1.0
1.2532543355087794e-07,1.000000000000045,1.0
1.269525581673924e-07,1.0000000000000462,1.0
1.286008080610565e-07,1.0000000000000473,1.0
1.3027045750547578e-07,1.0000000000000486,1.0
1.3196178433520269e-07,1.00000000000005,1.0
1.3367506999197092e-07,1.000000000000051,1.0
1.354105995715269e-07,1.0000000000000524,1.0
1.3716866187107094e-07,1.000000000000054,1.0
1.389495494373139e-07,1.0000000000000553,1.0
1.4075355861515773e-07,1.0000000000000566,1.0
1.4258098959700831e-07,1.0000000000000582,1.0
1.444321464727282e-07,1.0000000000000597,1.0
1.4630733728023806e-07,1.0000000000000613,1.0
1.482068740567752e-07,1.0000000000000628,1.0
1.5013107289081744e-07,1.0000000000000646,1.0
1.52080253974681e-07,1.0000000000000662,1.0
1.540547416578017e-07,1.000000000000068,1.0
1.560548645007075e-07,1.0000000000000697,1.0
1.5808095532969187e-07,1.0000000000000715,1.0
1.6013335129219727e-07,1.0000000000000735,1.0
1.6221239391291728e-07,1.0000000000000753,1.0
1.643184291506274e-07,1.0000000000000773,1.0
1.6645180745575352e-07,1.0000000000000793,1.0
1.6861288382868804e-07,1.0000000000000815,1.0
1.7080201787886286e-07,1.0000000000000835,1.0
1.7301957388458944e-07,1.0000000000000857,1.0
1.7526592085367583e-07,1.000000000000088,1.0
1.7754143258483066e-07,1.0000000000000902,1.0
1.7984648772986426e-07,1.0000000000000926,1.0
1.8218146985669748e-07,1.000000000000095,1.0
1.845467675131885e-07,1.0000000000000975,1.0
1.8694277429178843e-07,1.0000000000001001,1.0
1.8936988889503602e-07,1.0000000000001026,1.0
1.9182851520190317e-07,1.0000000000001055,1.0
1.943190623350014e-07,1.0000000000001081,1.0
1.9684194472866112e-07,1.000000000000111,1.0
1.993975821978948e-07,1.000000000000114,1.0
2.0198640000825525e-07,1.0000000000001168,1.0
2.046088289466011e-07,1.00000000000012,1.0
2.0726530539278113e-07,1.000000000000123,1.0
2.0995627139224895e-07,1.0000000000001261,1.0
2.1268217472962083e-07,1.0000000000001295,1.0
2.1544346900318822e-07,1.000000000000133,1.0
2.18240613700398e-07,1.0000000000001363,1.0
2.2107407427431235e-07,1.0000000000001399,1.0
2.2394432222106166e-07,1.0000000000001437,1.0
2.268518351583028e-07,1.0000000000001474,1.0
2.2979709690469605e-07,1.0000000000001512,1.0
2.327805975604145e-07,1.0000000000001552,1.0
2.3580283358869622e-07,1.0000000000001592,1.0
2.3886430789846004e-07,1.0000000000001634,1.0
2.4196552992798915e-07,1.0000000000001676,1.0
2.451070157297036e-07,1.000000000000172,1.0
2.48289288056033e-07,1.0000000000001765,1.0
2.5151287644640395e-07,1.0000000000001812,1.0
2.5477831731535703e-07,1.0000000000001859,1.0
2.5808615404180767e-07,1.0000000000001907,1.0
2.614369370594661e-07,1.0000000000001956,1.0
2.6483122394843106e-07,1.0000000000002007,1.0
2.6826957952797275e-07,1.000000000000206,1.0
2.7175257595052037e-07,1.0000000000002114,1.0
2.752807927968702e-07,1.000000000000217,1.0
2.7885481717262917e-07,1.0000000000002227,1.0
2.824752438059112e-07,1.0000000000002285,1.0
2.861426751463017e-07,1.0000000000002345,1.0
2.898577214651068e-07,1.0000000000002405,1.0
2.936210009569044e-07,1.000000000000247,1.0
2.974331398424135e-07,1.0000000000002534,1.0
3.012947724726992e-07,1.00000000000026,1.0
3.052065414347305e-07,1.0000000000002667,1.0
3.091690976583089e-07,1.0000000000002738,1.0
3.1318310052438446e-07,1.0000000000002809,1.0
3.1724921797477947e-07,1.0000000000002882,1.0
3.2136812662333525e-07,1.0000000000002958,1.0
3.255405118685032e-07,1.0000000000003035,1.0
3.297670680073967e-07,1.0000000000003113,1.0
3.3404849835132445e-07,1.0000000000003195,1.0
3.3838551534282333e-07,1.000000000000328,1.0
3.4277884067421115e-07,1.0000000000003364,1.0
3.4722920540767817e-07,1.0000000000003453,1.0
3.51737350096938e-07,1.0000000000003542,1.0
3.5630402491045816e-07,1.0000000000003635,1.0
3.609299897562899e-07,1.000000000000373,1.0
3.6561601440851934e-07,1.0000000000003828,1.0
3.7036287863536037e-07,1.0000000000003928,1.0
3.7517137232890977e-07,1.000000000000403,1.0
3.8004229563658816e-07,1.0000000000004137,1.0
3.849764590942866e-07,1.0000000000004243,1.0
3.89974683761242e-07,1.0000000000004354,1.0
3.9503780135666407e-07,1.0000000000004468,1.0
4.0016665439813566e-07,1.0000000000004585,1.0
4.0536209634181025e-07,1.0000000000004705,1.0
4.1062499172443023e-07,1.0000000000004827,1.0
4.1595621630718514e-07,1.0000000000004954,1.0
4.2135665722144586e-07,1.0000000000005085,1.0
4.2682721311638256e-07,1.0000000000005216,1.0
4.323687943085033e-07,1.0000000000005353,1.0
4.379823229331334e-07,1.0000000000005493,1.0
4.436687330978616e-07,1.0000000000005635,1.0
4.49428971037978e-07,1.0000000000005784,1.0
4.5526399527393067e-07,1.0000000000005935,1.0
4.611747767708261e-07,1.000000000000609,1.0
4.6716229910000064e-07,1.0000000000006248,1.0
4.732275586026897e-07,1.0000000000006413,1.0
4.793715645558218e-07,1.000000000000658,1.0
4.855953393399654e-07,1.0000000000006752,1.0
4.918999186094557e-07,1.0000000000006928,1.0
4.982863514647306e-07,1.000000000000711,1.0
5.047557006269043e-07,1.0000000000007296,1.0
5.113090426146071e-07,1.0000000000007485,1.0
5.179474679231213e-07,1.000000000000768,1.0
5.246720812058425e-07,1.0000000000007883,1.0
5.314840014580978e-07,1.000000000000809,1.0
5.383843622033489e-07,1.00000000000083,1.0
5.45374311681815e-07,1.0000000000008518,1.0
5.524550130415422e-07,1.000000000000874,1.0
5.596276445319552e-07,1.0000000000008968,1.0
5.668933996999218e-07,1.0000000000009202,1.0
5.742534875883617e-07,1.0000000000009444,1.0
5.817091329374358e-07,1.000000000000969,1.0
5.892615763883456e-07,1.0000000000009943,1.0
5.969120746897806e-07,1.0000000000010203,1.0
6.046619009070435e-07,1.000000000001047,1.0
6.125123446338937e-07,1.0000000000010743,1.0
6.20464712207138e-07,1.0000000000011022,1.0
6.285203269240098e-07,1.000000000001131,1.0
6.36680529262369e-07,1.0000000000011606,1.0
6.44946677103762e-07,1.000000000001191,1.0
6.53320145959377e-07,1.0000000000012221,1.0
6.618023291989327e-07,1.000000000001254,1.0
6.703946382825396e-07,1.000000000001287,1.0
6.790985029955707e-07,1.0000000000013205,1.0
6.879153716865823e-07,1.0000000000013551,1.0
6.968467115083234e-07,1.0000000000013904,1.0
7.058940086618738e-07,1.0000000000014269,1.0
7.150587686439529e-07,1.0000000000014642,1.0
7.243425164974382e-07,1.0000000000015024,1.0
7.337467970651388e-07,1.0000000000015417,1.0
7.432731752468558e-07,1.0000000000015818,1.0
7.529232362597949e-07,1.0000000000016231,1.0
7.626985859023451e-07,1.0000000000016656,1.0
7.726008508212904e-07,1.0000000000017093,1.0
7.826316787824876e-07,1.000000000001754,1.0
7.927927389450606e-07,1.0000000000017997,1.0
8.03085722139152e-07,1.0000000000018467,1.0
8.135123411472835e-07,1.000000000001895,1.0
8.240743309893666e-07,1.0000000000019444,1.0
8.347734492114162e-07,1.0000000000019953,1.0
8.456114761780107e-07,1.0000000000020475,1.0
8.5659021536855e-07,1.000000000002101,1.0
8.677114936773598e-07,1.0000000000021558,1.0
8.789771617176924e-07,1.0000000000022122,1.0
8.903890941296736e-07,1.0000000000022702,1.0
9.019491898922485e-07,1.0000000000023295,1.0
9.136593726391779e-07,1.0000000000023903,1.0
9.255215909791354e-07,1.0000000000024527,1.0
9.375378188199623e-07,1.0000000000025169,1.0
9.497100556971314e-07,1.0000000000025826,1.0
9.62040327106476e-07,1.00000000000265,1.0
9.745306848412376e-07,1.0000000000027194,1.0
9.871832073334907e-07,1.0000000000027904,1.0
1e-06,1.0000000000028635,1.0
1.012983195592568e-06,1.0000000000029383,1.0
1.026134954552931e-06,1.000000000003015,1.0
1.0394574653722626e-06,1.0000000000030937,1.0
1.0529529449553457e-06,1.0000000000031746,1.0
1.0666236389894716e-06,1.0000000000032576,1.0
1.0804718223181286e-06,1.0000000000033429,1.0
1.0944997993195433e-06,1.0000000000034301,1.0
1.1087099042901353e-06,1.0000000000035199,1.0
1.1231045018329517e-06,1.0000000000036118,1.0
1.1376859872511425e-06,1.0000000000037061,1.0
1.152456786946548e-06,1.000000000003803,1.0
1.1674193588234574e-06,1.0000000000039024,1.0
1.1825761926976129e-06,1.0000000000040044,1.0
1.1979298107105204e-06,1.0000000000041092,1.0
1.2134827677491432e-06,1.0000000000042164,1.0
1.2292376518710412e-06,1.0000000000043268,1.0
1.2451970847350319e-06,1.0000000000044398,1.0
1.2613637220374423e-06,1.0000000000045557,1.0
1.277740253954024e-06,1.000000000004675,1.0
1.2943294055876095e-06,1.000000000004797,1.0
1.3111339374215658e-06,1.0000000000049223,1.0
1.3281566457791638e-06,1.000000000005051,1.0
1.3454003632888838e-06,1.000000000005183,1.0
1.3628679593557755e-06,1.0000000000053184,1.0
1.3805623406389355e-06,1.0000000000054574,1.0
1.3984864515351843e-06,1.0000000000056002,1.0
1.4166432746690222e-06,1.0000000000057465,1.0
1.4350358313889462e-06,1.0000000000058966,1.0
1.4536671822702123e-06,1.0000000000060507,1.0
1.4725404276241238e-06,1.0000000000062088,1.0
1.4916587080139316e-06,1.0000000000063711,1.0
1.511025204777434e-06,1.0000000000065377,1.0
1.5306431405563594e-06,1.0000000000067086,1.0
1.5505157798326253e-06,1.0000000000068838,1.0
1.5706464294715555e-06,1.0000000000070637,1.0
1.5910384392721533e-06,1.0000000000072484,1.0
1.6116952025245179e-06,1.0000000000074378,1.0
1.6326201565744972e-06,1.0000000000076321,1.0
1.6538167833956732e-06,1.0000000000078317,1.0
1.675288610168771e-06,1.0000000000080365,1.0
1.6970392098685936e-06,1.0000000000082463,1.0
1.7190722018585747e-06,1.000000000008462,1.0
1.741391252493051e-06,1.000000000008683,1.0
1.7640000757273554e-06,1.00000000000891,1.0
1.7869024337358286e-06,1.000000000009143,1.0
1.8101021375378567e-06,1.0000000000093818,1.0
1.8336030476320361e-06,1.000000000009627,1.0
1.8574090746385719e-06,1.0000000000098785,1.0
1.8815241799500153e-06,1.0000000000101368,1.0
1.9059523763904524e-06,1.0000000000104017,1.0
1.9306977288832498e-06,1.0000000000106735,1.0
1.955764355127468e-06,1.0000000000109526,1.0
1.9811564262830605e-06,1.0000000000112388,1.0
2.0068781676649665e-06,1.0000000000115326,1.0
2.0329338594462154e-06,1.0000000000118339,1.0
2.0593278373701597e-06,1.0000000000121432,1.0
2.0860644934719567e-06,1.0000000000124605,1.0
2.1131482768094145e-06,1.0000000000127862,1.0
2.1405836942033292e-06,1.0000000000131204,1.0
2.168375310987433e-06,1.0000000000134632,1.0
2.1965277517680785e-06,1.0000000000138152,1.0
2.225045701193787e-06,1.0000000000141762,1.0
2.2539339047347887e-06,1.0000000000145466,1.0
2.2831971694726815e-06,1.0000000000149267,1.0
2.3128403649003477e-06,1.0000000000153169,1.0
2.3428684237322354e-06,1.0000000000157172,1.0
2.3732863427252025e-06,1.000000000016128,1.0
2.404099183509974e-06,1.0000000000165494,1.0
2.4353120734334173e-06,1.000000000016982,1.0
2.466930206411746e-06,1.0000000000174258,1.0
2.498958843794804e-06,1.0000000000178813,1.0
2.5314033152415694e-06,1.0000000000183487,1.0
2.5642690196070263e-06,1.000000000018828,1.0
2.597561425840547e-06,1.0000000000193203,1.0
2.6312860738959448e-06,1.0000000000198253,1.0
2.665448575653336e-06,1.0000000000203433,1.0
2.7000546158529753e-06,1.0000000000208749,1.0
2.7351099530412106e-06,1.0000000000214204,1.0
2.7706204205287245e-06,1.0000000000219804,1.0
2.806591927361212e-06,1.0000000000225548,1.0
2.843030459302665e-06,1.0000000000231444,1.0
2.87994207983142e-06,1.0000000000237492,1.0
2.917332931149139e-06,1.0000000000243698,1.0
2.955209235202888e-06,1.0000000000250067,1.0
2.9935772947204905e-06,1.0000000000256604,1.0
3.0324434942593174e-06,1.000000000026331,1.0
3.0718143012686967e-06,1.000000000027019,1.0
3.1116962671661158e-06,1.0000000000277252,1.0
3.1520960284273974e-06,1.00000000002845,1.0
3.193020307691027e-06,1.0000000000291933,1.0
3.2344759148768216e-06,1.0000000000299563,1.0
3.276469748319118e-06,1.0000000000307392,1.0
3.319008795914677e-06,1.0000000000315425,1.0
3.3621001362854912e-06,1.000000000032367,1.0
3.4057509399566857e-06,1.0000000000332128,1.0
3.4499684705497157e-06,1.000000000034081,1.0
3.4947600859910556e-06,1.0000000000349716,1.0
3.540133239736577e-06,1.0000000000358855,1.0
3.586095482011829e-06,1.0000000000368234,1.0
3.632654461068413e-06,1.0000000000377858,1.0
3.679817924456679e-06,1.0000000000387732,1.0
3.727593720314938e-06,1.0000000000397866,1.0
3.775989798675415e-06,1.0000000000408265,1.0
3.82501421278716e-06,1.0000000000418934,1.0
3.874675120456128e-06,1.0000000000429883,1.0
3.924980785402667e-06,1.0000000000441118,1.0
3.975939578636621e-06,1.0000000000452647,1.0
4.027559979850293e-06,1.0000000000464477,1.0
4.0798505788294974e-06,1.0000000000476617,1.0
4.132820076882893e-06,1.0000000000489073,1.0
4.186477288289956e-06,1.0000000000501854,1.0
4.240831141767668e-06,1.000000000051497,1.0
4.295890681956291e-06,1.0000000000528428,1.0
4.35166507092442e-06,1.000000000054224,1.0
4.408163589693579e-06,1.000000000055641,1.0
4.465395639782607e-06,1.0000000000570952,1.0
4.523370744772106e-06,1.0000000000585874,1.0
4.582098551889182e-06,1.0000000000601186,1.0
4.641588833612782e-06,1.0000000000616898,1.0
4.701851489299857e-06,1.000000000063302,1.0
4.762896546832644e-06,1.0000000000649565,1.0
4.824734164287339e-06,1.000000000066654,1.0
4.887374631624427e-06,1.000000000068396,1.0
4.950828372400963e-06,1.0000000000701836,1.0
5.015105945505079e-06,1.0000000000720177,1.0
5.0802180469130224e-06,1.0000000000739,1.0
5.146175511468988e-06,1.0000000000758313,1.0
5.212989314688074e-06,1.0000000000778133,1.0
5.280670574582637e-06,1.0000000000798468,1.0
5.349230553512362e-06,1.0000000000819336,1.0
5.418680660058354e-06,1.000000000084075,1.0
5.4890324509215575e-06,1.0000000000862723,1.0
5.560297632845825e-06,1.000000000088527,1.0
5.632488064565956e-06,1.0000000000908407,1.0
5.705615758781021e-06,1.0000000000932148,1.0
5.779692884153313e-06,1.0000000000956508,1.0
5.85473176733325e-06,1.0000000000981508,1.0
5.930744895010559e-06,1.0000000001007159,1.0
6.007744915992105e-06,1.000000000103348,1.0
6.085744643306687e-06,1.0000000001060492,1.0
6.164757056337161e-06,1.0000000001088207,1.0
6.24479530298025e-06,1.0000000001116647,1.0
6.325872701834393e-06,1.000000000114583,1.0
6.408002744415996e-06,1.0000000001175777,1.0
6.491199097404462e-06,1.0000000001206506,1.0
6.575475604916365e-06,1.0000000001238036,1.0
6.660846290809154e-06,1.0000000001270393,1.0
6.747325361014761e-06,1.0000000001303595,1.0
6.8349272059035104e-06,1.0000000001337663,1.0
6.92366640267872e-06,1.0000000001372624,1.0
7.01355771780239e-06,1.0000000001408498,1.0
7.104616109452384e-06,1.0000000001445308,1.0
7.196856730011514e-06,1.000000000148308,1.0
7.290294928588958e-06,1.000000000152184,1.0
7.384946253574335e-06,1.0000000001561615,1.0
7.4808264552250935e-06,1.0000000001602427,1.0000000000000002
7.5779514882873385e-06,1.0000000001644307,1.0000000000000002
7.676337514650765e-06,1.000000000168728,1.0000000000000002
7.776000906038043e-06,1.0000000001731377,1.0000000000000002
7.876958246729121e-06,1.0000000001776626,1.0000000000000002
7.979226336320899e-06,1.0000000001823057,1.0000000000000002
8.082822192522723e-06,1.0000000001870704,1.0000000000000002
8.187763053988195e-06,1.0000000001919593,1.0000000000000002
8.294066383183725e-06,1.0000000001969762,1.0000000000000002
8.401749869294344e-06,1.0000000002021243,1.0000000000000002
8.510831431167226e-06,1.0000000002074068,1.0000000000000002
8.621329220293445e-06,1.0000000002128273,1.0000000000000002
8.733261623828437e-06,1.0000000002183895,1.0000000000000002
8.84664726765167e-06,1.000000000224097,1.0000000000000002
8.96150501946605e-06,1.0000000002299538,1.0000000000000002
9.077853991937558e-06,1.0000000002359637,1.0000000000000002
9.195713545875658e-06,1.0000000002421305,1.0000000000000002
9.31510329345499e-06,1.0000000002484586,1.0000000000000002
9.43604310147889e-06,1.000000000254952,1.0000000000000002
9.558553094685293e-06,1.0000000002616152,1.0000000000000002
9.68265365909554e-06,1.0000000002684524,1.0000000000000002
9.808365445406671e-06,1.0000000002754683,1.0000000000000002
9.935709372427771e-06,1.0000000002826677,1.0000000000000002
1.0064706630560913e-05,1.000000000290055,1.0000000000000002
1.0195378685327302e-05,1.0000000002976357,1.0000000000000002
1.0327747280939205e-05,1.0000000003054144,1.0000000000000002
1.0461834443918252e-05,1.0000000003133964,1.0000000000000002
1.0597662486760708e-05,1.000000000321587,1.0000000000000002
1.0735254011650343e-05,1.0000000003299916,1.0000000000000004
1.0874631914219501e-05,1.0000000003386158,1.0000000000000004
1.1015819387358996e-05,1.0000000003474656,1.0000000000000004
1.1158839925077481e-05,1.0000000003565466,1.0000000000000004
1.1303717326410919e-05,1.0000000003658647,1.0000000000000004
1.1450475699382812e-05,1.0000000003754266,1.0000000000000004
1.1599139465015847e-05,1.0000000003852383,1.0000000000000004
1.1749733361395622e-05,1.0000000003953065,1.0000000000000004
1.1902282447787144e-05,1.0000000004056377,1.0000000000000004
1.2056812108804754e-05,1.000000000416239,1.0000000000000004
1.221334805863621e-05,1.0000000004271175,1.0000000000000004
1.2371916345321595e-05,1.00000000043828,1.0000000000000004
1.2532543355087794e-05,1.0000000004497345,1.0000000000000004
1.2695255816739238e-05,1.0000000004614882,1.0000000000000004
