group_id,obsid,cells,exposure_area_contribution_cm2_s,normalized_weight
7,4986,8,93737226.59688574,0.07296687656888612
7,5355,8,59420907.42959115,0.0462543876689673
7,5356,8,243660828.90149048,0.18967031853402644
7,5357,8,182664988.56464922,0.14218997252151014
7,5358,8,74426432.47280075,0.057934979611246724
7,5361,8,201847008.86065462,0.15712162943194613
8,3184,14,348348118.9778228,0.1622947593381386
8,4984,14,321523057.8852627,0.14979701183479968
8,4985,14,104674779.8862532,0.048767790853188525
8,4986,20,138626812.40437093,0.0645859814687646
8,5355,14,104015123.77625689,0.04846045826321522
8,5356,14,426483224.8107071,0.19869776399399341
8,5357,22,256030295.89877728,0.11928405233848804
8,5358,20,97658197.58840652,0.04549877783613311
8,5361,14,349032055.38193685,0.16261340407327884
9,3184,6,135366616.29482666,0.14256318346452465
9,4984,6,141369121.14411303,0.14888480266058796
9,4985,6,44326394.906153776,0.04668294253262263
9,4986,6,69170411.91015466,0.07284775518054362
9,5355,6,44687631.868606135,0.04706338412717427
9,5356,6,183273335.7986358,0.1930167932890474
9,5357,6,126481345.27701199,0.13320554007417904
9,5358,6,51384123.3319501,0.05411588471548818
9,5361,6,153461176.11201409,0.1616197139558323
10,3184,8,205434627.23828575,0.1533571658049515
10,4984,8,189528786.92818162,0.1414834392453371
10,4985,8,60047659.072715715,0.04482564080072223
10,4986,8,102755436.24782382,0.0767070414849754
10,5355,8,58374298.39720575,0.04357647529237777
10,5356,8,240676238.7559938,0.17966506595503695
10,5357,8,196743011.18206072,0.14686886525617687
10,5358,8,80277903.74292174,0.05992753977399004
10,5361,8,205744875.40226883,0.1535887663864321
11,3184,7,180062750.237808,0.1571955555785733
11,4984,7,166308591.1578446,0.14518811553205918
11,4985,7,50794532.446510695,0.04434384534134792
11,4986,7,82167576.98214564,0.07173264818622939
11,5355,7,51305848.40512311,0.0447902263728723
11,5356,7,210612106.48288554,0.1838652750023322
11,5357,7,158646427.6703947,0.13849901384527039
11,5358,7,64732381.91496286,0.05651164788723961
11,5361,7,180839512.36141682,0.1578736722540757
12,3184,6,132555241.42185718,0.14266363207673655
12,4984,6,139541056.83409813,0.15018217143464987
12,4985,6,45019380.079123646,0.04845246560632663
12,4986,6,62119827.04675799,0.06685695756281038
12,5355,6,42576122.40730853,0.045822890118993084
12,5356,6,174741774.83036733,0.1880672239394741
12,5357,6,128657109.00437728,0.13846823608161407
12,5358,6,52455508.61158025,0.056455658038782074
12,5361,6,151479267.12520605,0.16303076514061327
13,3184,8,192114962.79308623,0.1482294120142513
13,4984,8,185045991.322591,0.14277523255116822
13,4985,8,59680466.95552049,0.04604743116797521
13,4986,8,95314208.62853462,0.07354122186114184
13,5355,8,59024996.04886915,0.04554169197060712
13,5356,8,242054259.5693855,0.18676088551290185
13,5357,8,186316515.63871616,0.14375552617114967
13,5358,8,75574594.22381365,0.05831080256396707
13,5361,8,200939071.68094787,0.15503779618683763
14,3184,8,185431531.9990812,0.14795446858045988
14,4984,8,184608238.60406077,0.1472975687779675
14,4985,8,58331212.91681637,0.04654204986455047
14,4986,8,96893663.06844503,0.07731074792704053
14,5355,8,55575451.203021266,0.04434324766784019
14,5356,8,228065107.72230837,0.18197148807985183
14,5357,8,173575298.68241975,0.1384944663854649
14,5358,8,71147312.92071752,0.056767922697012536
14,5361,8,199673511.17819738,0.15931804001981223
15,3184,7,168350447.0726592,0.14500677021509745
15,4984,7,143557364.38796562,0.1236515263990141
15,4985,10,54221203.14661211,0.04670282545833401
15,4986,7,82929505.18194039,0.07143039956870022
15,5355,12,62255008.35671125,0.053622653509345426
15,5356,12,253920813.13334158,0.21871184569510368
15,5357,9,170474294.11139047,0.1468361220515342
15,5358,9,69024343.65345456,0.05945334457641548
15,5361,7,156250379.33936203,0.13458451252645545
16,3184,15,357709561.19178945,0.1524889322317567
16,4984,15,323521373.81772816,0.13791476158269578
16,4985,15,107356732.23547915,0.04576537851528523
16,4986,15,182159064.58815154,0.07765305786861479
16,5355,15,104373985.82783681,0.04449385584951107
16,5356,15,427133958.4489075,0.18208403775060303
16,5357,15,350563653.52018845,0.14944268480398687
16,5358,15,142686102.42817873,0.06082602693395229
16,5361,15,350302282.9375082,0.1493312644635942
17,3184,6,132289795.71471745,0.14765120907487173
17,4984,6,139600987.5423476,0.15581137220231253
17,4985,6,44253699.304474875,0.049392412869336634
17,4986,10,59641897.12982232,0.06656747918583174
17,5355,6,40972841.36420889,0.045730583632501
17,5356,6,169245670.2126879,0.18889837800853349
17,5357,9,112479043.13468727,0.12554004354376364
17,5358,9,45609139.94406824,0.050905246479698865
17,5361,6,151868405.03129032,0.16950327500315046
18,3184,13,299084099.1381277,0.1447055274477297
18,4984,13,291542829.68305546,0.1410568434245189
18,4985,13,97832370.54916884,0.04733412716548686
18,4986,13,150396403.66515467,0.07276612491711523
18,5355,13,92623390.18088354,0.044813871980307396
18,5356,13,378633358.6675202,0.1831937573183548
18,5357,13,312489071.4928215,0.15119124033115633
18,5358,13,127354964.90669255,0.0616180111982446
18,5361,13,316889916.3652326,0.15332049621708618
19,3184,7,179291759.12176389,0.1588573638080839
19,4984,8,170662254.53312814,0.15121138857399946
19,4985,7,45722332.7147539,0.04051122749757345
19,4986,7,84608487.86348043,0.07496541616646575
19,5355,7,44911410.20152114,0.039792728145814096
19,5356,7,183656890.5918375,0.16272498874192518
19,5357,7,165022565.63753003,0.1462144711750018
19,5358,7,67312546.98060547,0.059640743204960656
19,5361,8,187445356.89112425,0.16608167268617574
20,3184,12,297148624.5948759,0.14585045134946018
20,4984,15,298736627.66738904,0.1466298961986031
20,4985,12,80022415.75974976,0.03927766945765268
20,4986,16,168727975.84544617,0.08281731563082424
20,5355,12,78943147.08832692,0.03874792841285072
20,5356,12,323786420.8564904,0.1589251698106623
20,5357,19,332199904.64147705,0.16305478814268276
20,5358,18,130393301.46765435,0.0640013794374183
20,5361,15,327393005.0296425,0.1606954015598458
21,3184,6,152239356.04625794,0.1572359059014144
21,4984,6,140801789.95987245,0.14542295482486312
21,4985,6,41170471.27559158,0.04252170079751806
21,4986,7,67500505.55251051,0.06971589617160184
21,5355,6,42151904.22576795,0.04353534472646104
21,5356,6,172691503.26732594,0.1783592998742357
21,5357,9,141520945.5888381,0.14616571339755544
21,5358,9,56977366.231357105,0.05884738367220847
21,5361,6,153168747.81046647,0.158195800634142
22,3184,5,122193953.6267635,0.14636104521173768
22,4984,5,119636874.37750283,0.1432982357968448
22,4985,5,37227100.667954154,0.04458974607374494
22,4986,5,63756714.94395714,0.07636629441557373
22,5355,5,36770791.34397823,0.04404318949205865
22,5356,5,150782661.8064834,0.1806039278278273
22,5357,5,124129965.59983516,0.14867995484278793
22,5358,5,50470021.153439246,0.06045180492676994
22,5361,5,129912218.47566082,0.15560580141265504
23,3184,5,123685155.4024199,0.14984212754289997
23,4984,5,118391380.03796506,0.1434288230459839
23,4985,5,35590791.401512824,0.04311754217542821
23,4986,5,63998294.65417172,0.07753267236393731
23,5355,5,35502379.70443507,0.04301043314729379
23,5356,5,145228441.58054987,0.17594139406113074
23,5357,5,123968359.46598144,0.15018522368305348
23,5358,5,50503558.618013375,0.06118406568022654
23,5361,5,128568099.69914484,0.1557577183000461
24,3184,12,289232976.1435461,0.1476173744407862
24,4984,13,277446174.72902066,0.141601681828324
24,4985,17,86612372.67466937,0.04420481792496634
24,4986,12,141538046.48332816,0.07223752659163402
24,5355,18,90844921.3362263,0.04636500632721066
24,5356,19,385643608.2827965,0.19682298223258016
24,5357,12,274554100.63484013,0.14012563857017468
24,5358,12,112028587.1474207,0.05717662666792728
24,5361,13,301441581.57611865,0.1538483454163967
25,3184,5,112910362.56539814,0.14482205842902426
25,4984,5,109665428.03229618,0.1406600126444395
25,4985,5,37192744.01452617,0.04770447658148
25,4986,5,57831835.97287992,0.0741767658701046
25,5355,5,35951752.9291704,0.046112745943212005
25,5356,5,146673025.20488873,0.18812701459426265
25,5357,5,114108459.6300013,0.14635877197020258
25,5358,5,46437513.98483542,0.05956208279567978
25,5361,5,118877805.39295152,0.15247607117159462
26,3184,7,182373105.5937601,0.15923017304610387
26,4984,7,163700749.32876042,0.14292731682410548
26,4985,7,51828845.30745136,0.045251825811796646
26,4986,7,82378535.20159733,0.0719247959984496
26,5355,7,51306873.86336321,0.04479609192989183
26,5356,7,210352076.35190028,0.1836586453307968
26,5357,7,160475864.3465624,0.14011166595224392
26,5358,7,65097377.35499418,0.056836596752223655
26,5361,7,177829205.3004828,0.15526288835438812
27,3184,8,199503682.19667962,0.15739284512724566
27,4984,8,185299466.230973,0.14618682657646814
27,4985,8,57964380.95562608,0.045729375689675174
27,4986,8,89377912.5568728,0.07051220205044673
27,5355,8,59169194.66896151,0.0466798797410402
27,5356,8,241670249.6698695,0.19065897811677393
27,5357,8,166080316.10357872,0.1310244161077926
27,5358,8,67860380.01918064,0.05353654712049568
27,5361,8,200626840.55235806,0.15827892947006192
28,3184,10,247837245.8831235,0.15878337287403588
28,4984,10,220515669.3714974,0.14127909479309775
28,4985,10,57021023.46058963,0.036532000658495385
28,4986,16,141954056.4622788,0.09094655566363691
28,5355,10,55063656.59625094,0.035277962704820975
28,5356,10,224382240.61832234,0.14375631415470316
28,5357,15,268330425.56589168,0.1719128610562848
28,5358,14,106853701.51423009,0.06845860100667084
28,5361,10,238893355.56274948,0.1530532370882543
29,3184,5,113891893.57285056,0.14237960264473992
29,4984,5,116728442.84393156,0.14592565623494042
29,4985,5,35497153.01859612,0.04437603400258182
29,4986,8,57391995.71113001,0.07174742018941382
29,5355,5,36518318.798996136,0.045652623349608165
29,5356,5,149317689.26152816,0.18666643075249578
29,5357,9,122214777.19390738,0.15278428401099095
29,5358,7,41484718.28935577,0.05186126528038914
29,5361,5,126872214.73826854,0.15860668353484003
30,3184,10,257829692.4420719,0.15806615839385255
30,4984,10,240061436.04040653,0.14717307620395217
30,4985,10,72200171.51419498,0.04426334158231273
30,4986,10,116659259.47094947,0.07151961750793166
30,5355,10,71898855.15941347,0.044078615307342466
30,5356,10,294240918.93067473,0.18038857843379819
30,5357,10,225962986.44185376,0.13852982124659974
30,5358,10,91887243.12981279,0.05633278071801089
30,5361,10,260409931.4606101,0.1596480106061996
31,3184,12,310229713.13105655,0.15923775703437862
31,4984,12,284839157.5304033,0.14620504304029167
31,4985,12,86641792.68181856,0.044472351126025225
31,4986,12,140410339.02139795,0.07207119919154453
31,5355,12,85219798.30838667,0.04374245587435685
31,5356,12,349035070.2815828,0.17915615224933773
31,5357,12,271793601.7640517,0.1395088919252527
31,5358,12,110486576.97896875,0.05671163642892183
31,5361,12,309560999.5042989,0.1588945131298909
32,3184,10,242413526.71837536,0.15551679605246646
32,4984,10,213765003.21799693,0.1371377614881592
32,4985,10,70341155.86105707,0.045126323346004756
32,4986,12,122179577.67913607,0.0783824925981838
32,5355,10,66622636.91659523,0.04274076277052194
32,5356,10,273129941.96648955,0.17522245584080595
32,5357,13,244686870.01750013,0.15697522566649522
32,5358,11,92648895.62624776,0.059437522322475414
32,5361,10,232973457.49973053,0.14946065991488736
33,3184,5,112808934.32105705,0.1457849980584905
33,4984,5,114943732.41616245,0.1485438357163702
33,4985,5,36345245.619725905,0.046969609224630886
33,4986,5,58221367.71288979,0.07524051202212231
33,5355,5,31760096.249282006,0.04104413890535956
33,5356,5,130081616.71662709,0.16810679362068004
33,5357,5,117127019.17716524,0.15136533614210826
33,5358,5,47698868.528138906,0.06164209863002777
33,5361,5,124816568.3339854,0.16130267768021056
34,3184,11,272787191.49522024,0.15963737856162624
34,4984,11,239424652.22950435,0.14011333756342004
34,4985,16,77104572.493141,0.04512224991375952
34,4986,11,136042103.43251118,0.07961299299625009
34,5355,16,68949737.30539663,0.04034997118308302
34,5356,16,283838339.2877899,0.16610460399854282
34,5357,11,263301004.47959608,0.1540859814471979
34,5358,11,107315475.47957405,0.06280192662548036
34,5361,11,260029651.1215489,0.15217155771063995
35,3184,11,276794925.6191064,0.15945910383877812
35,4984,11,261407223.9358782,0.15059438525675273
35,4985,11,73392185.50742778,0.042280587708057184
35,4986,11,124658426.19031608,0.07181461467113019
35,5355,11,73165949.17105038,0.04215025495945705
35,5356,11,300592274.0150779,0.17316854537016887
35,5357,11,242351279.30850783,0.13961642442063793
35,5358,11,98857550.86240765,0.05695095902844768
35,5361,11,284616640.9805039,0.1639651247465702
36,3184,7,156830146.84752998,0.14508480905554486
36,4984,7,155715337.29058746,0.14405348991854533
36,4985,9,47556123.05377774,0.04399454550907988
36,4986,7,82358982.22032939,0.07619094574375639
36,5355,7,48951217.45297675,0.045285158370132854
36,5356,7,200614687.74677062,0.18559023408793285
36,5357,7,156438524.46762782,0.14472251609496234
36,5358,7,63501265.42473482,0.058745522810037636
36,5361,7,168988695.33430928,0.15633277841000792
37,3184,5,123956355.13291347,0.1554143700045339
37,4984,5,115223280.51611748,0.14446498956884252
37,4985,5,32513771.34392806,0.04076521356625726
37,4986,5,62885113.401732795,0.0788442857287511
37,5355,5,32530201.423591886,0.04078581332072196
37,5356,5,133675305.00427918,0.16759982406813828
37,5357,5,121985885.71553296,0.15294382895976838
37,5358,5,49708734.94649747,0.06232396650537657
37,5361,5,125107541.80599351,0.15685770827761003
38,3184,9,214443873.69341585,0.1502354392332208
38,4984,9,208093201.3163005,0.1457862748081916
38,4985,9,59963567.002292365,0.04200937369495324
38,4986,9,113009519.715293,0.07917239387419094
38,5355,9,57961545.72675593,0.040606794360304226
38,5356,9,238670366.48412678,0.16720807511600874
38,5357,9,219615451.96680152,0.15385855198552012
38,5358,9,89332276.02486002,0.06258455182303597
38,5361,9,226295605.85346594,0.15853854510457444
39,3184,6,133633629.29541305,0.1430800553568818
39,4984,6,132436792.76526734,0.14179861566322632
39,4985,6,42274372.666547716,0.04526270530253956
39,4986,6,74428267.3608625,0.07968952628359498
39,5355,6,39678450.25574679,0.042483279762741584
39,5356,6,162785430.2085407,0.1742925675844927
39,5357,6,146157754.61404356,0.15648949842397725
39,5358,6,59158017.01797511,0.0633398373924562
39,5361,6,143425323.23034477,0.15356391423008958
40,3184,5,113256429.03848831,0.15078351996289618
40,4984,5,108325165.16786423,0.14421830039354291
40,4985,5,35337454.327494435,0.04704638664015226
40,4986,9,57744186.61452283,0.07687750522465459
40,5355,5,33546260.8233096,0.04466168791895313
40,5356,5,137988058.33239105,0.18370988141549727
40,5357,8,104886704.55704063,0.13964051881809203
40,5358,8,42497726.03653712,0.056579187394565036
40,5361,5,117537428.32707098,0.15648301223164665
41,3184,7,163295738.45436144,0.1495106108125167
41,4984,7,161402733.39533356,0.1477774097790706
41,4985,7,47047558.68418613,0.043075889810047396
41,4986,9,82993027.77419776,0.07598690812845924
41,5355,7,46195710.714968584,0.042295953288723466
41,5356,7,187843644.06661695,0.17198622712066722
41,5357,7,162091365.77834585,0.1484079090755248
41,5358,7,66109798.48608878,0.06052893018460478
41,5361,7,175222090.25283107,0.16043016180038588
42,3184,8,186906179.27013022,0.14753665585428175
42,4984,8,180888125.66572323,0.14278623236901655
42,4985,13,55548795.385364994,0.043848114277943745
42,4986,8,96980450.75029992,0.07655269313627627
42,5355,13,57294790.53205584,0.045226336689243876
42,5356,13,231098459.6613449,0.18242036750552373
42,5357,8,185982719.4639268,0.1468077116740779
42,5358,8,75640508.35599822,0.059707751201917
42,5361,8,196505679.1080593,0.15511413729171925
43,3184,5,112969852.39446461,0.1484131635696491
43,4984,5,112486080.90496501,0.14777761297203712
43,4985,7,34032837.33188413,0.044710344809866
43,4986,5,53478782.311052375,0.07025728633265678
43,5355,9,35606306.12773236,0.04677747579056828
43,5356,8,127973945.09824675,0.16812466019872416
43,5357,5,115375306.25157207,0.15157330770710947
43,5358,5,47148733.65082622,0.061941239818462925
43,5361,5,122113010.94684243,0.16042490880092616
