name,ra_deg,dec_deg,match_found,n_candidates,error,2masx,xsc_ra_deg,xsc_dec_deg,sep_arcsec,J_ext_mag,e_J_ext_mag,H_ext_mag,e_H_ext_mag,K_ext_mag,e_K_ext_mag,J_minus_K_ext,Sb_over_a,Spa_deg
NGC3953,178.45428,52.3268,True,1,,11534902+5219355,178.454285,52.326542,0.928865145649555,7.921000003814697,0.01899999938905239,7.330999851226807,0.024000000208616257,7.046999931335449,0.026000000536441803,0.874000072479248,0.5170000195503235,13.0
NGC3972,178.93803,55.32059,True,1,,11554511+5519144,178.937988,55.320671,0.30402594016015216,10.539999961853027,0.012000000104308128,9.829000473022461,0.014999999664723873,9.63700008392334,0.019999999552965164,0.9029998779296875,0.2800000011920929,-65.0
NGC3992,179.39985,53.37471,True,1,,11573598+5322282,179.399933,53.374519,0.7103307443149917,7.8480000495910645,0.02199999988079071,7.192999839782715,0.02800000086426735,6.936999797821045,0.03099999949336052,0.9110002517700195,0.6380000114440918,63.0
NGC4010,179.6582,47.26144,True,1,,11583799+4715407,179.658295,47.261311,0.5191702660142584,10.670999526977539,0.010999999940395355,9.876999855041504,0.010999999940395355,9.590999603271484,0.017000000923871994,1.0799999237060547,0.18000000715255737,65.0
NGC4013,179.63045,43.94741,True,1,,11583141+4356492,179.630905,43.947021,1.8308279018049096,8.819000244140625,0.017000000923871994,8.008000373840332,0.017000000923871994,7.633999824523926,0.017999999225139618,1.1850004196166992,0.24199999868869781,66.0
NGC4051,180.79003,44.53131,True,1,,12030968+4431525,180.790359,44.531261,0.8625508199576692,8.57800006866455,0.024000000208616257,8.059000015258789,0.03200000151991844,7.670000076293945,0.03500000014901161,0.9079999923706055,0.6050000190734863,-55.0
NGC4068,181.00327,52.5882,False,0,,,,,,,,,,,,,,
NGC4085,181.34476,50.35285,True,1,,12052270+5021098,181.344604,50.352749,0.5104977742413926,10.13700008392334,0.014999999664723873,9.451000213623047,0.01899999938905239,9.12399959564209,0.023000000044703484,1.01300048828125,0.23999999463558197,75.0
NGC4088,181.39284,50.53939,True,2,,12053418+5032205,181.392456,50.539028,1.5716999447982067,8.475000381469727,0.017999999225139618,7.771999835968018,0.01899999938905239,7.479000091552734,0.020999999716877937,0.9960002899169922,0.550000011920929,55.0
NGC4100,181.53556,49.5825,True,1,,12060860+4934563,181.535843,49.58231,0.9508799960135127,8.965999603271484,0.017000000923871994,8.276000022888184,0.01899999938905239,8.034000396728516,0.020999999716877937,0.9319992065429688,0.3409999907016754,-15.0
NGC4138,182.37417,43.68531,True,2,,12092978+4341071,182.374115,43.685318,0.14605027755567046,9.119999885559082,0.00800000037997961,8.416999816894531,0.012000000104308128,8.20199966430664,0.014000000432133675,0.9180002212524414,0.6600000262260437,-35.0
NGC4157,182.76817,50.485,True,1,,12110436+5029048,182.768188,50.48468,1.1527376125663091,8.562999725341797,0.019999999552965164,7.585000038146973,0.020999999716877937,7.36299991607666,0.023000000044703484,1.1999998092651367,0.2199999988079071,63.0
NGC4183,183.32032,43.69859,True,1,,12131686+4341537,183.320251,43.698269,1.169471605369309,10.673999786376953,0.029999999329447746,10.133999824523926,0.04699999839067459,9.847000122070312,0.04899999871850014,0.8269996643066406,0.2199999988079071,-14.0
NGC4214,183.91321,36.32689,True,1,,12153917+3619368,183.913223,36.326889,0.037875909718994676,8.71399974822998,0.02800000086426735,8.055999755859375,0.03999999910593033,7.9079999923706055,0.05000000074505806,0.805999755859375,0.7599999904632568,-60.0
NGC4217,183.96208,47.09178,True,1,,12155089+4705304,183.962082,47.091789,0.03276872105308746,8.76200008392334,0.019999999552965164,7.915999889373779,0.02199999988079071,7.581999778747559,0.023000000044703484,1.1800003051757812,0.33000001311302185,50.0
NGC4389,186.3965,45.6846,True,1,,12253509+4541048,186.39624,45.684669,0.6994876516556923,10.121999740600586,0.020999999716877937,9.458999633789062,0.028999999165534973,9.133000373840332,0.03099999949336052,0.9889993667602539,0.47999998927116394,-85.0
NGC4559,188.99012,27.95996,True,1,,12355768+2757351,188.990372,27.959761,1.0748599193422772,8.41100025177002,0.032999999821186066,7.828999996185303,0.04800000041723251,7.584000110626221,0.05000000074505806,0.8270001411437988,0.4729999899864197,-37.0
NGC5005,197.73444,37.05904,True,1,,13105631+3703321,197.734634,37.058941,0.6615452766762829,7.455999851226807,0.01600000075995922,6.73199987411499,0.01600000075995922,6.443999767303467,0.01600000075995922,1.0120000839233398,0.48399999737739563,65.0
NGC5033,198.36447,36.59392,True,1,,13132753+3635371,198.364731,36.593651,1.227558512580391,7.915999889373779,0.02199999988079071,7.241000175476074,0.027000000700354576,6.955999851226807,0.029999999329447746,0.9600000381469727,0.5609999895095825,-5.0
NGC5055,198.95537,42.02932,True,1,,13154932+4201454,198.955536,42.029289,0.457712441124033,6.568999767303467,0.017999999225139618,5.828000068664551,0.019999999552965164,5.607999801635742,0.020999999716877937,0.9609999656677246,0.6600000262260437,-82.0
NGC5371,208.91642,40.46174,True,2,,13554002+4027423,208.916763,40.461769,0.94526729465058,8.564000129699707,0.01899999938905239,7.894000053405762,0.020999999716877937,7.611999988555908,0.02500000037252903,0.9520001411437988,0.6600000262260437,15.0
NGC5585,214.95071,56.72948,True,1,,14194820+5643445,214.950851,56.72905,1.5728471027175517,10.22599983215332,0.026000000536441803,9.576000213623047,0.03500000014901161,9.5,0.04699999839067459,0.7259998321533203,0.7599999904632568,45.0
NGC5907,228.97183,56.32988,True,1,,15155368+5619438,228.973694,56.32885,5.252655470016039,7.938000202178955,0.01600000075995922,7.090000152587891,0.01600000075995922,6.756999969482422,0.017000000923871994,1.1810002326965332,0.13199999928474426,-25.0
NGC5985,234.9044,59.33203,True,1,,15393708+5919550,234.904541,59.331951,0.38459931802860226,9.059000015258789,0.027000000700354576,8.319000244140625,0.03400000184774399,8.152999877929688,0.04100000113248825,0.9060001373291016,0.5299999713897705,13.0
NGC6015,237.85536,62.31007,True,1,,15512523+6218361,237.855133,62.310032,0.4036312887036206,9.307000160217285,0.02500000037252903,8.706999778747559,0.03099999949336052,8.470000267028809,0.041999999433755875,0.8369998931884766,0.5299999713897705,28.0
NGC6195,249.13576,39.02791,True,1,,16363253+3901408,249.135544,39.028004,0.6923979651682106,11.175000190734863,0.026000000536441803,10.39900016784668,0.029999999329447746,10.177000045776367,0.041999999433755875,0.9980001449584961,0.5600000023841858,30.0
NGC6503,267.3601,70.14433,True,1,,17492651+7008396,267.360474,70.144341,0.45901861114330544,8.201000213623047,0.017000000923871994,7.5229997634887695,0.017999999225139618,7.296000003814697,0.020999999716877937,0.9050002098083496,0.37400001287460327,-59.0
NGC6674,279.64109,25.37516,True,1,,18383388+2522303,279.641205,25.375109,0.416687208356889,9.947999954223633,0.01600000075995922,9.145999908447266,0.017000000923871994,9.027000427246094,0.02199999988079071,0.9209995269775391,0.5799999833106995,-40.0
NGC6789,289.17468,63.97116,True,1,,19164116+6358238,289.171539,63.973305,9.178738676304715,12.869999885559082,0.03799999877810478,12.286999702453613,0.050999999046325684,12.241999626159668,0.09200000017881393,0.6280002593994141,0.699999988079071,-50.0
NGC6946,308.71801,60.15391,True,1,,20345233+6009132,308.718048,60.153679,0.8343822172310555,6.269999980926514,0.02500000037252903,5.913000106811523,0.028999999165534973,5.36899995803833,0.03400000184774399,0.9010000228881836,0.7699999809265137,70.0
NGC7331,339.26693,34.41576,True,1,,22370410+3424573,339.26709,34.41592,0.7467045280425821,7.058000087738037,0.01600000075995922,6.294000148773193,0.017000000923871994,6.0279998779296875,0.017999999225139618,1.0300002098083496,0.5389999747276306,-12.0
NGC7793,359.45721,-32.59099,True,1,,23574982-3235277,359.457611,-32.59103,1.2247809464257449,7.561999797821045,0.02800000086426735,7.020999908447266,0.03799999877810478,6.855000019073486,0.05900000035762787,0.7069997787475586,0.7260000109672546,-82.0
NGC7814,0.81213,16.14531,True,1,,00031494+1608428,0.81228,16.145229,0.5950483999653935,8.08899974822998,0.019999999552965164,7.361000061035156,0.023000000044703484,7.084000110626221,0.024000000208616257,1.0049996376037598,0.5400000214576721,-47.0
PGC51017,214.256,43.5017,True,1,,14170218+4330512,214.259094,43.514236,45.846941506815966,15.62399959564209,0.22599999606609344,15.119999885559082,0.0,14.255999565124512,0.289000004529953,1.3680000305175781,1.0,90.0
UGC00128,3.46203,35.99402,False,0,,,,,,,,,,,,,,
UGC00191,5.02073,10.87913,False,0,,,,,,,,,,,,,,
UGC00634,15.3538,7.62567,False,0,,,,,,,,,,,,,,
UGC00731,17.68334,49.60211,False,0,,,,,,,,,,,,,,
UGC00891,20.32915,12.41251,False,0,,,,,,,,,,,,,,
UGC01230,26.38438,25.52144,False,0,,,,,,,,,,,,,,
UGC01281,27.38172,32.58876,True,2,,01493236+3235104,27.384848,32.586224,13.167079074219194,13.913000106811523,0.05999999865889549,13.36400032043457,0.07599999755620956,13.01099967956543,0.10700000077486038,0.9020004272460938,0.3799999952316284,-35.0
UGC02023,38.32583,33.49111,False,0,,,,,,,,,,,,,,
UGC02259,41.98113,37.53787,True,1,,02475539+3732183,41.980824,37.538441,2.2334979920136515,14.366000175476074,0.0729999989271164,13.774999618530273,0.0989999994635582,13.625,0.15299999713897705,0.7410001754760742,0.9200000166893005,-70.0
UGC02455,44.92625,25.23783,True,1,,02594283+2514282,44.928493,25.241194,14.142457549420813,10.36400032043457,0.009999999776482582,9.732000350952148,0.014000000432133675,9.545000076293945,0.020999999716877937,0.819000244140625,0.5400000214576721,30.0
UGC02487,45.4264,35.20561,True,1,,03014235+3512203,45.426491,35.20565,0.3039532389442858,9.574000358581543,0.014999999664723873,8.842000007629395,0.017999999225139618,8.640999794006348,0.02199999988079071,0.9330005645751953,0.7799999713897705,75.0
UGC02885,58.26718,35.59211,True,1,,03530429+3535310,58.267914,35.591957,2.2182228940520496,10.019000053405762,0.013000000268220901,9.20300006866455,0.014000000432133675,9.034000396728516,0.017000000923871994,0.9849996566772461,0.41999998688697815,65.0
UGC02916,60.64137,71.70593,True,1,,04023383+7142213,60.64098,71.705925,0.4410749393757285,11.10099983215332,0.02500000037252903,10.366000175476074,0.026000000536441803,10.006999969482422,0.029999999329447746,1.0939998626708984,0.8600000143051147,80.0
UGC02953,61.94527,69.81246,True,1,,04074690+6948447,61.94545,69.812431,0.246790943310837,7.160999774932861,0.017000000923871994,6.328000068664551,0.01899999938905239,6.039000034332275,0.01899999938905239,1.121999740600586,0.8029999732971191,105.0
UGC03205,74.06197,30.05236,True,1,,04561481+3003078,74.061729,30.052189,0.9710384202433495,10.687999725341797,0.019999999552965164,9.845999717712402,0.01899999938905239,9.503999710083008,0.023000000044703484,1.184000015258789,0.46000000834465027,45.0
UGC03546,102.53604,60.8458,True,1,,06500866+6050445,102.536095,60.845695,0.3901130354447356,9.446000099182129,0.013000000268220901,8.770999908447266,0.01600000075995922,8.479999542236328,0.019999999552965164,0.9660005569458008,0.6600000262260437,90.0
UGC03580,103.87902,69.56316,True,1,,06553087+6933467,103.878639,69.562996,0.7602275148951807,10.95199966430664,0.02500000037252903,10.383999824523926,0.03500000014901161,10.116999626159668,0.041999999433755875,0.8350000381469727,0.5600000023841858,0.0
UGC04278,123.49546,45.74214,True,2,,08135890+4544317,123.495453,45.742149,0.03686536765290879,11.463000297546387,0.03200000151991844,10.949999809265137,0.041999999433755875,10.753999710083008,0.06199999898672104,0.7090005874633789,0.1599999964237213,-8.0
UGC04305,124.77006,70.71992,True,4,,08190497+7043121,124.770737,70.720032,0.9000871329964497,10.090999603271484,0.032999999821186066,8.916000366210938,0.03099999949336052,8.795000076293945,0.0430000014603138,1.295999526977539,1.0,-15.0
UGC04325,124.83524,50.00953,True,1,,08192055+5000351,124.835648,50.00975,1.2321855722096944,14.52400016784668,0.08799999952316284,13.859000205993652,0.12200000137090683,13.607000350952148,0.14800000190734863,0.9169998168945312,0.46000000834465027,60.0
UGC04483,129.26238,69.77578,False,0,,,,,,,,,,,,,,
UGC04499,129.42284,51.65247,False,0,,,,,,,,,,,,,,
UGC05005,141.12246,22.27483,False,0,,,,,,,,,,,,,,
UGC05253,147.59262,72.27864,True,1,,09502223+7216431,147.592636,72.278648,0.03371702150554094,8.307000160217285,0.02500000037252903,7.493000030517578,0.028999999165534973,7.360000133514404,0.03400000184774399,0.9470000267028809,0.9800000190734863,5.0
UGC05414,150.98897,40.75698,False,0,,,,,,,,,,,,,,
UGC05716,157.93031,25.30783,False,0,,,,,,,,,,,,,,
UGC05721,158.07168,27.6688,True,1,,10321728+2740075,158.072006,27.668774,1.0436009397756358,11.567999839782715,0.028999999165534973,11.024999618530273,0.03799999877810478,10.741999626159668,0.05400000140070915,0.8260002136230469,0.6200000047683716,-85.0
UGC05750,158.93797,20.98994,False,0,,,,,,,,,,,,,,
UGC05764,159.18064,31.54698,False,0,,,,,,,,,,,,,,
UGC05829,160.67462,34.44888,False,0,,,,,,,,,,,,,,
UGC05918,162.40208,65.53056,False,0,,,,,,,,,,,,,,
UGC05986,163.12905,36.61862,True,3,,10523113+3637076,163.129715,36.618778,2.003900040828807,9.90999984741211,0.029999999329447746,9.28600025177002,0.03700000047683716,9.060999870300293,0.05000000074505806,0.8489999771118164,0.15399999916553497,43.0
UGC05999,163.24637,7.62022,False,0,,,,,,,,,,,,,,
UGC06399,170.84676,50.89271,False,0,,,,,,,,,,,,,,
UGC06446,171.6686,53.74695,False,0,,,,,,,,,,,,,,
UGC06614,174.81198,17.14367,True,1,,11391484+1708368,174.811844,17.143578,0.5732135734856834,11.937000274658203,0.024000000208616257,11.149999618530273,0.028999999165534973,10.942999839782715,0.03400000184774399,0.9940004348754883,0.7599999904632568,-65.0
UGC06628,175.0241,45.9428,True,1,,11400671+4556342,175.027969,45.942841,9.686598341450589,14.100000381469727,0.06599999964237213,13.357000350952148,0.0820000022649765,13.029999732971191,0.11100000143051147,1.0700006484985352,0.46000000834465027,80.0
UGC06667,175.6096,51.5981,True,1,,11422630+5135528,175.609619,51.598007,0.337485256150682,12.897000312805176,0.03700000047683716,12.201000213623047,0.05000000074505806,11.666000366210938,0.08500000089406967,1.2309999465942383,0.25999999046325684,90.0
UGC06786,177.28936,27.02201,True,1,,11490943+2701194,177.289307,27.022076,0.292136613953211,9.62399959564209,0.013000000268220901,8.97700023651123,0.01600000075995922,8.704000473022461,0.01899999938905239,0.9199991226196289,0.5400000214576721,0.0
UGC06787,177.31361,56.08451,True,1,,11491536+5605036,177.314041,56.084351,1.037863208305754,8.583000183105469,0.017999999225139618,7.888999938964844,0.019999999552965164,7.65500020980835,0.024000000208616257,0.9279999732971191,0.5699999928474426,-70.0
UGC06818,177.69563,45.80719,False,0,,,,,,,,,,,,,,
UGC06917,179.11014,50.42879,True,1,,11562877+5025422,179.119888,50.428394,22.40090524832148,12.149999618530273,0.028999999165534973,11.461000442504883,0.041999999433755875,11.222000122070312,0.050999999046325684,0.9279994964599609,0.5400000214576721,-55.0
UGC06923,179.20609,53.16031,True,1,,11564952+5309372,179.20636,53.160336,0.5902583168549904,11.831000328063965,0.050999999046325684,11.670000076293945,0.09600000083446503,11.324000358581543,0.10199999809265137,0.5069999694824219,0.6600000262260437,-10.0
UGC06930,179.32225,49.2832,True,1,,11571739+4916597,179.322479,49.283253,0.5706174754176482,11.777999877929688,0.03700000047683716,12.041000366210938,0.10199999809265137,11.163999557495117,0.06800000369548798,0.6140003204345703,0.5600000023841858,25.0
UGC06973,179.71777,42.72238,True,1,,11585222+4243206,179.717606,42.722404,0.4422587520772603,9.248000144958496,0.007000000216066837,8.47599983215332,0.007000000216066837,8.12399959564209,0.008999999612569809,1.1240005493164062,0.4399999976158142,40.0
UGC06983,179.7909,52.7072,True,2,,11590965+5242279,179.790222,52.707771,2.532285020209482,13.36299991607666,0.07400000095367432,14.114999771118164,0.16300000250339508,12.979999542236328,0.13899999856948853,0.38300037384033203,0.30000001192092896,90.0
UGC07089,181.49072,43.14331,False,0,,,,,,,,,,,,,,
UGC07125,182.17622,36.80277,True,1,,12084151+3648082,182.172974,36.802296,9.511043826081917,14.281999588012695,0.06800000369548798,13.711999893188477,0.09600000083446503,13.404999732971191,0.12099999934434891,0.8769998550415039,0.4399999976158142,80.0
UGC07151,182.49429,46.45742,True,1,,12095860+4627258,182.494171,46.45718,0.9130133367332989,10.119999885559082,0.027000000700354576,9.588000297546387,0.039000000804662704,9.394000053405762,0.04600000008940697,0.7259998321533203,0.30000001192092896,-78.0
UGC07232,183.43654,36.63403,True,1,,12134415+3637525,183.43399,36.631275,12.35457976439165,13.107999801635742,0.0430000014603138,12.640999794006348,0.0729999989271164,12.473999977111816,0.0989999994635582,0.6339998245239258,0.3199999928474426,25.0
UGC07261,183.81004,20.65877,True,2,,12151435+2039326,183.80983,20.659077,1.3121979764346072,12.255000114440918,0.04800000041723251,12.357999801635742,0.04500000178813934,11.843000411987305,0.09399999678134918,0.4119997024536133,0.2800000011920929,-60.0
UGC07323,184.37574,45.6193,False,0,,,,,,,,,,,,,,
