name,n_points,rms_sigma_kms,rms_mond_kms,delta_rms_sigma_minus_mond_kms,median_log10_Vobs_over_Vsigma,rar_scatter_dex,color_w1_w2,w1_w2_gmag,w1_w2_mpro,ext_flg,sep_arcsec,cc_flags,ph_qual,good,good_phot,good_match
NGC0100,21,5.00548994924672,6.002679810462169,-0.9971898612154488,-0.01545268856529923,0.0454752522697356,0.0749999999999992,,0.0749999999999992,5,6.127672352119117,0000,AAAC,False,True,False
NGC0247,26,7.4959952318082275,5.405792901199021,2.0902023306092063,-0.030213675214421858,0.036023294485294934,0.1310000000000002,,0.1310000000000002,3,13.916393161069896,0000,AAAB,False,True,False
NGC0289,28,28.775322333717778,23.450412720673405,5.3249096130443725,-0.05688789301322199,0.050061724759728025,0.0460000000000002,0.0460000000000002,0.0829999999999984,5,0.0197819647665056,0000,AAAA,True,True,True
NGC0300,25,4.749141333939277,5.662339852940226,-0.9131985190009493,0.013376381395548727,0.022971671948597394,0.157,0.157,-0.0230000000000014,5,0.2471089611345722,0000,AAUU,True,True,True
NGC0801,13,39.262247091934995,35.002028603913274,4.260218488021721,-0.04212017679698757,0.06275502918290034,0.1029999999999997,0.1029999999999997,0.0809999999999995,5,0.0111035494673906,0000,AAAA,True,True,True
NGC0891,18,24.61149844650824,29.28807597864137,-4.67657753213313,-0.015960044179323306,0.03509225583287442,0.5800000000000001,,0.5800000000000001,5,2.248645625738866,hhhd,AAAA,False,False,False
NGC1003,36,9.633641031450503,8.101431111469767,1.5322099199807369,-0.03762806991260827,0.025938642684114832,0.0600000000000005,0.0600000000000005,-0.0179999999999989,5,0.0189260770059703,0000,AAAB,True,True,True
NGC1090,24,20.94968009312033,18.293757376899997,2.655922716220335,-0.05923774385968971,0.06052049224232713,0.032,0.032,-0.0540000000000002,5,0.0159784637276758,0000,AAAA,True,True,True
NGC1705,14,18.191871603934604,17.056308277302186,1.1355633266324183,0.12601709190055344,0.029477098664354853,0.1509999999999998,0.1509999999999998,0.1489999999999991,5,0.0028027713566686,0000,AAAA,True,True,True
NGC2366,26,10.725828060898037,11.340451753431852,-0.6146236925338151,-0.08816519501278769,0.05644606258775291,0.1810000000000009,,0.1810000000000009,1,13.563845143786155,0000,AAUU,False,True,False
NGC2403,73,5.779089953483995,6.409403674212238,-0.6303137207282434,0.021030146878215965,0.020635274059942765,0.2640000000000011,,0.2640000000000011,3,9.266687298128524,hhPP,AABB,False,False,False
NGC2683,11,18.805471881596116,14.216966846576474,4.588505035019642,-0.03886545978314711,0.042442925827797205,0.0150000000000005,0.0150000000000005,0.0909999999999993,5,0.2528958384200486,h000,AAAA,False,False,True
NGC2841,50,59.793189202039756,55.503798047186756,4.289391154853,0.09728204654442854,0.02612898124826238,-0.0170000000000003,-0.0170000000000003,-0.043000000000001,5,0.016109370063771,0000,AAAA,True,True,True
NGC2903,34,22.945810298947578,23.583991505916615,-0.6381812069690369,-0.00035287799539848665,0.10460082890418713,0.096,0.096,0.3490000000000002,5,1.5592594381532892,0000,AAAA,True,True,True
NGC2915,30,20.612760955462395,20.623427460242997,-0.010666504780601826,0.10699844538103512,0.13036493841291819,0.0350000000000001,0.0350000000000001,0.0299999999999993,5,0.0152025430160199,0000,AAAA,True,True,True
NGC2955,24,17.732134475834556,20.770860778781977,-3.0387263029474205,-0.008651427108104718,0.03043540873065265,0.1440000000000001,0.1440000000000001,0.1560000000000005,5,0.0011186945422009,0000,AAAA,True,True,True
NGC2976,27,3.0723026288735373,5.419915465635696,-2.3476128367621585,-0.019102414574579004,0.04987592385936831,0.1070000000000002,0.1070000000000002,0.0350000000000001,5,0.3853100703192477,0000,AAAA,True,True,True
NGC2998,13,31.98668056920117,27.70929006207592,4.277390507125251,0.005022073949809252,0.12278401481109015,0.0880000000000009,0.0880000000000009,0.0410000000000003,5,0.0098610318002722,0000,AAAA,True,True,True
NGC3109,25,5.547713921333628,5.055238482320092,0.4924754390135355,0.04788139700385208,0.0908507839428887,-0.4160000000000003,,-0.4160000000000003,2,11.157772552869565,hh00,ABUU,False,False,False
NGC3198,43,12.735061141949176,10.907210377442794,1.8278507645063815,-0.018926208081846516,0.05874030996599254,0.0759999999999996,0.0759999999999996,0.2059999999999995,5,0.0190530601943893,0000,AAAA,True,True,True
NGC3521,41,10.653098947761562,7.258315799664189,3.394783148097373,0.02013154782686901,0.00934187495286552,0.0979999999999998,0.0979999999999998,-0.0169999999999994,5,0.1477899556269364,hhd0,AAAA,False,False,True
NGC3726,12,25.605099423297986,25.488526286798294,0.11657313649969225,-0.062100448432082844,0.02396625520774318,0.0430000000000001,0.0430000000000001,0.0709999999999997,5,0.0110388973585848,0000,AAAA,True,True,True
NGC3741,21,4.367537706956287,2.718463850019089,1.6490738569371977,0.05166692715224742,0.017913659441575473,0.3289999999999988,,0.3289999999999988,1,4.7678718030224925,0000,AACU,False,True,False
NGC3769,12,16.616911283098425,15.475859123654532,1.141052159443893,-0.05756995217692511,0.019009492519112155,0.0969999999999995,0.0969999999999995,0.0600000000000005,5,1.246185430490653,0000,AAAA,True,True,True
NGC3877,13,20.714888604823813,23.017641831338484,-2.302753226514671,-0.03609742977703851,0.09684052322645603,0.1030000000000006,0.1030000000000006,0.1679999999999992,5,0.162073026178208,h000,AAAA,False,False,True
NGC3893,10,8.833595597013945,6.692916811031235,2.1406787859827094,0.01685669688817339,0.019769874915699946,0.1589999999999998,0.1589999999999998,0.177999999999999,5,0.017341637116423,0000,AAAA,True,True,True
NGC3917,17,6.939560237699234,6.686012951428012,0.253547286271222,-0.006048719490346358,0.0569307100956183,0.0410000000000003,0.0410000000000003,-0.1110000000000006,5,0.0059287898768671,0000,AAAA,True,True,True
NGC3949,7,5.274792280244244,9.523289234749647,-4.248496954505403,-0.004027266016894336,0.014010773791711029,0.1809999999999991,0.1809999999999991,0.1470000000000002,5,0.0123728745539381,0000,AAAA,True,True,True
NGC3953,8,13.845748840120377,10.498213789985671,3.347535050134706,0.013647840373897943,0.026315384272571476,0.0419999999999998,0.0419999999999998,-0.0269999999999992,5,0.0107808073534535,0000,AAAA,True,True,True
NGC3972,10,6.57559663576874,6.996658099559345,-0.42106146379060494,0.022362708989372156,0.036669649486569283,0.0929999999999999,0.0929999999999999,0.0039999999999995,5,0.8892701367758704,0000,AAAA,True,True,True
NGC3992,9,22.358749387859586,19.652835071275064,2.705914316584522,0.018389312566485846,0.0343778038961261,-0.0220000000000002,-0.0220000000000002,-0.0380000000000002,5,0.0053549180307522,0000,AAAB,True,True,True
NGC4010,12,11.17362443848411,11.464004296744218,-0.29037985826010804,-0.03420143747156177,0.04120024830948457,0.1399999999999988,,0.1399999999999988,5,2.6163570088037806,0000,AAAA,False,True,False
NGC4013,36,14.479450423589402,13.495110498629801,0.9843399249596008,-0.02687979259605507,0.019976302035223634,0.1210000000000004,0.1210000000000004,0.2110000000000003,5,1.409370031450024,0h00,AAAA,False,False,True
NGC4051,7,21.289933321550794,24.14197209701254,-2.8520387754617467,-0.03135202689247151,0.029049303862958224,0.4349999999999996,0.4349999999999996,0.9050000000000002,5,0.0062054944898576,0000,AAAA,True,True,True
NGC4068,6,8.856060299756818,11.341692433894323,-2.4856321341375054,-0.11816165111439693,0.043806941169301616,0.0579999999999998,,0.0579999999999998,1,17.680572974111485,0000,AACU,False,True,False
NGC4085,7,18.235807796728988,22.0936301293116,-3.857822332582611,-0.03687098431255161,0.0815755611266748,0.1819999999999986,0.1819999999999986,0.2430000000000003,5,0.0192167632306844,0000,AAAA,True,True,True
NGC4088,12,36.59451958109787,40.44128543059767,-3.8467658494997963,-0.08553430496149453,0.01878838434341792,0.1900000000000004,0.1900000000000004,0.298,5,0.0206239177759297,h000,AAAA,False,False,True
NGC4100,24,13.61276793326677,10.536063150169438,3.076704783097332,0.018866688872119175,0.03433120607169658,0.0990000000000002,0.0990000000000002,0.2880000000000002,5,0.6234245065010998,0000,AAAA,True,True,True
NGC4138,7,13.092971921857503,9.99966873219681,3.093303189660693,-0.0064684635744281585,0.033672547488553264,0.0419999999999998,0.0419999999999998,0.1319999999999996,5,0.0069188123076332,0000,AAAA,True,True,True
NGC4157,17,20.59813660685418,22.00233964627243,-1.404203039418249,-0.04812928573184543,0.01846708404101902,0.2800000000000011,,0.2800000000000011,5,3.3110582732560383,dhhd,AAAA,False,False,False
NGC4183,23,12.91311172630327,10.275692329855053,2.6374193964482178,-0.051694991200293354,0.0425809113749618,0.0679999999999996,0.0679999999999996,0.0530000000000008,5,1.0388693498131147,0000,AAAA,True,True,True
NGC4214,14,16.073457723306195,15.415590739619715,0.6578669836864801,0.10225909390924144,0.05639165580582966,0.4879999999999995,,0.4879999999999995,5,2.816647013360238,0000,AAAA,False,True,False
NGC4217,19,47.37287580676798,52.348719997292264,-4.975844190524285,-0.0569845560871875,0.10233002577350571,0.261000000000001,,0.261000000000001,5,2.6379958243392627,hh00,AAAA,False,False,False
NGC4389,6,43.006777085498165,47.32576226996019,-4.318985184462022,-0.20548171844953117,0.10055816360931519,0.0919999999999987,0.0919999999999987,0.2380000000000013,5,1.5195578131751333,0000,AAAA,True,True,True
NGC4559,32,20.831208897483712,18.62500429975329,2.206204597730423,-0.06910500566763672,0.015896459530224675,0.0970000000000004,0.0970000000000004,-0.0549999999999997,5,0.0059592512186573,0000,AAAA,True,True,True
NGC5005,18,13.383768531846739,10.866921289898489,2.51684724194825,0.012178837286638634,0.022820421211290194,0.0790000000000006,0.0790000000000006,-0.0709999999999997,5,0.0181719482536025,0h00,AAAA,False,False,True
NGC5033,22,15.428530245666158,14.089457427472963,1.3390728181931948,0.004550157428633661,0.03083432757208389,0.096,0.096,0.1889999999999982,5,0.1608875482890641,0000,AAAA,True,True,True
NGC5055,28,28.146483729493475,27.641435133776504,0.5050485957169712,-0.04903844666724638,0.021952468694438985,0.0299999999999993,0.0299999999999993,0.0460000000000011,5,0.0170903044103715,0000,AAAA,True,True,True
NGC5371,19,45.57662085993884,44.115356611154105,1.4612642487847367,-0.07028581683497633,0.07069325511614477,0.0529999999999999,0.0529999999999999,-0.0609999999999999,5,0.0214275067516887,0000,AAAB,True,True,True
NGC5585,24,7.63617246203767,8.217149233919274,-0.5809767718816046,-0.030174460597193285,0.04938876452635858,-0.0200000000000013,-0.0200000000000013,0.0129999999999999,5,0.0110432955256648,0000,AAAB,True,True,True
NGC5907,19,24.069965465919193,18.865175919462974,5.204789546456219,-0.023670750774259817,0.04930645492866638,0.1229999999999993,0.1229999999999993,0.1679999999999992,5,4.4024331598111015,hh00,AAAA,False,False,False
NGC5985,33,73.5893887876906,70.76173791404027,2.8276508736503274,0.10604420237268287,0.05102941516655549,0.0269999999999992,0.0269999999999992,-0.0879999999999991,5,0.0165337341409172,000P,AAAB,True,True,True
NGC6015,44,13.0900616348246,11.295762781330938,1.7942988534936628,0.00818115217964531,0.04454593689128337,0.0839999999999996,0.0839999999999996,-0.0169999999999994,5,0.0,0000,AAAA,True,True,True
NGC6195,23,26.875999984966406,33.3138108168556,-6.437810831889195,-0.04561423519767098,0.023205069066942124,0.0730000000000004,0.0730000000000004,0.0169999999999994,5,0.0134286097346744,0000,AAAA,True,True,True
NGC6503,31,4.994358517873108,3.993729502345935,1.0006290155271729,-0.009104829478044365,0.022518250469727243,0.0739999999999998,0.0739999999999998,0.0779999999999994,5,1.2663832698783228,hhd0,AAAA,False,False,True
NGC6674,15,29.068478193167632,26.55269465886941,2.5157835342982224,0.004404765494497801,0.044244076666561195,-0.0490000000000012,-0.0490000000000012,-0.0589999999999992,5,0.0109141142825354,0000,AAAB,True,True,True
NGC6946,58,15.977844724191009,16.456474383592667,-0.47862965940165836,-0.030996706385649424,0.021812086850960814,0.1719999999999997,0.1719999999999997,0.4349999999999996,5,0.258156268679764,0000,AAAA,True,True,True
NGC7331,36,21.313952851780627,25.916804924666998,-4.602852072886371,-0.0327110426760525,0.012113533993658221,0.0929999999999999,0.0929999999999999,-0.532,5,0.2048966529663847,hhdd,AAAA,False,False,True
NGC7793,46,6.283521835990029,5.980290952797132,0.3032308831928967,0.0016453482234990045,0.07274438468586042,0.1149999999999993,0.1149999999999993,0.0730000000000004,5,0.0155519212269017,0000,AAAA,True,True,True
NGC7814,18,21.91934423279934,20.31653641699956,1.6028078157997783,0.047798332852795264,0.026884990165694393,-0.0140000000000002,-0.0140000000000002,0.0579999999999998,5,0.0138875178559381,0000,AAAA,True,True,True
PGC51017,6,20.004301471919597,21.558614017750187,-1.5543125458305909,-0.3196176707983933,0.19806440824978527,0.6820000000000004,,0.6820000000000004,0,0.0117572781498554,0000,AAAA,True,True,True
UGC00128,22,13.803306724904981,11.716682060816538,2.0866246640884434,-0.03810588551822808,0.04799527153397043,0.1699999999999999,,0.1699999999999999,1,0.0198687016966473,0000,AABC,True,True,True
UGC00191,9,8.494112138135067,7.324129703732167,1.1699824344029004,0.05199460345500767,0.05474219940313211,0.0579999999999998,,0.0579999999999998,1,0.0096324023972786,d000,AAUU,False,False,True
UGC00731,12,14.210950729671389,11.449813760282957,2.7611369693884313,0.03899269340830119,0.16482479761649202,-0.0660000000000007,,-0.0660000000000007,1,0.0119726860165942,0000,AABU,True,True,True
UGC00891,5,6.640178980825414,7.648115308207537,-1.0079363273821222,-0.05493815130586567,0.04598723456323177,0.2300000000000004,,0.2300000000000004,1,0.0052192763731316,0000,AAUU,True,True,True
UGC01230,11,21.305401823293796,19.794329102726348,1.511072720567448,-0.016029564157570036,0.09022179314573063,0.1479999999999997,,0.1479999999999997,1,2.3891547278314373,0000,AABC,False,True,False
UGC01281,23,2.1219787244352193,2.5814965358390225,-0.4595178114038032,0.012596994886800945,0.060616564340553215,0.161999999999999,,0.161999999999999,5,4.807517508417755,0000,AACU,False,True,False
UGC02023,5,12.690786745551728,13.907371027483354,-1.2165842819316257,-0.16033219151216702,0.05328089495707487,0.1039999999999992,,0.1039999999999992,1,5.243788638621546,0000,AAUU,False,True,False
UGC02259,8,14.065109889647442,13.735930509819564,0.3291793798278775,0.05589975223583809,0.06785306206044384,0.0990000000000002,,0.0990000000000002,5,0.0172886249235742,0000,AABC,True,True,True
UGC02455,8,39.217423827289686,40.73045510405713,-1.5130312767674425,-0.34605656313164246,0.08080462799187273,0.0860000000000003,0.0860000000000003,-0.0650000000000012,5,13.430741514581245,0000,AAAA,False,True,False
UGC02487,17,64.63273776223164,62.84710404174629,1.7856337204853503,0.08221844477653154,0.02945329860625057,-0.036999999999999,-0.036999999999999,-0.0220000000000002,5,0.0092475597003054,0000,AAAA,True,True,True
UGC02885,19,19.052603947658174,16.835364479689765,2.217239467968408,-0.002388791903157669,0.029258056627818975,0.0459999999999993,,0.0459999999999993,5,0.0051159453940815,dd00,AAAB,False,False,True
UGC02916,43,26.096581431217786,28.128808451384305,-2.03222702016652,-0.022080491184944068,0.055980166177335915,0.0840000000000014,0.0840000000000014,0.068999999999999,5,0.0154837115879663,0000,AAAA,True,True,True
UGC02953,115,34.05278119488955,30.73372182219946,3.319059372690088,0.03506061381556994,0.056620728774374275,-0.0220000000000002,-0.0220000000000002,0.0229999999999996,5,0.0067093572005731,d000,AAAA,False,False,True
UGC03205,48,26.834737815176148,21.718697210889296,5.116040604286852,0.02560923733980122,0.04013440787571968,0.0349999999999983,0.0349999999999983,-0.0260000000000015,5,0.0104547570866117,0000,AAAB,True,True,True
UGC03546,30,28.130056062319873,29.629606054176975,-1.4995499918571014,-0.02588750567260814,0.029726372822600232,0.3379999999999992,0.3379999999999992,0.6890000000000001,5,0.003633928572743,0000,AAAA,True,True,True
UGC03580,47,23.378423896162293,26.03455314346267,-2.6561292473003775,-0.08072141552937463,0.06624209958936315,0.1050000000000004,0.1050000000000004,0.1490000000000009,5,0.0098363496492162,0000,AAAA,True,True,True
UGC04278,25,7.461356369540807,7.6385913926512865,-0.17723502311047934,0.014647985356919335,0.05692078019177998,0.0129999999999999,,0.0129999999999999,5,2.681261938767451,0000,AABU,False,True,False
UGC04305,22,26.415029482044396,26.519810586756893,-0.10478110471249735,-0.24905232938755123,0.09064585558736656,0.4730000000000007,0.4730000000000007,-0.0839999999999996,5,0.8421175617948147,0000,AAUU,True,True,True
UGC04325,8,17.125559448058397,16.550260898261424,0.5752985497969725,0.09016408510487148,0.06708344884010478,-0.0769999999999999,-0.0769999999999999,0.1120000000000001,5,0.0066174911857568,0000,AACU,True,True,True
UGC04483,8,1.8884608282600646,5.261745632880803,-3.373284804620739,-0.004772265655170801,0.07153224911674748,0.0190000000000019,,0.0190000000000019,0,0.0092888863945643,0000,ABUU,True,True,True
UGC04499,9,9.456020255148843,8.901623998414648,0.5543962567341953,-0.049842389101784436,0.033950139795670874,0.0819999999999989,,0.0819999999999989,1,2.309177833232012,0000,AABU,False,True,False
UGC05005,11,16.848037434984636,15.282071114575078,1.565966320409558,-0.0928494392311914,0.035342112876144034,0.3159999999999989,,0.3159999999999989,0,2.2427193179323797,0000,ABCU,False,True,False
UGC05253,73,16.783290475155873,15.258511516810156,1.524778958345717,0.009660212277778102,0.03579439283304129,0.0449999999999999,0.0449999999999999,0.0419999999999998,5,1.2652573242608385,0000,AAAA,True,True,True
UGC05414,6,7.319523918737643,8.177765504548148,-0.8582415858105055,-0.06273931766492513,0.01172289033135778,0.2199999999999988,,0.2199999999999988,1,7.651949961992653,0000,AACC,False,True,False
UGC05716,12,6.830315611590598,5.598492691282648,1.23182292030795,0.001987989012824028,0.05088519693935844,-0.0070000000000014,,-0.0070000000000014,0,0.0156354700287995,0000,ABUU,True,True,True
UGC05721,23,17.491993683398682,16.7981691831934,0.693824500205281,0.11131183216487746,0.03640674912613731,0.0769999999999999,0.0769999999999999,0.0619999999999993,5,0.0141436491483556,0000,AAAA,True,True,True
UGC05750,11,15.762301005779875,15.39915732100309,0.3631436847767855,-0.07637360400736261,0.058815906322494636,-0.0170000000000012,,-0.0170000000000012,0,0.0049191441924328,0000,ABUU,True,True,True
UGC05764,10,11.579610321370803,8.49475346758426,3.084856853786542,0.10869771593727383,0.15664296438895287,0.282,,0.282,0,0.0105997845412251,0000,ABUC,True,True,True
UGC05829,11,9.872956821952545,8.558512844445362,1.3144439775071834,-0.05101281446666028,0.12588575919960965,0.1119999999999983,,0.1119999999999983,0,7.969802130249184,0000,ABUU,False,True,False
UGC05918,8,6.025238758599988,4.331570818525533,1.6936679400744552,0.004274237044170768,0.10943171024895106,-0.3870000000000004,,-0.3870000000000004,0,6.42089273302625,0000,ABUU,False,True,False
UGC05986,15,14.139898902196682,15.234754303764284,-1.0948554015676013,0.06579514590493267,0.03639036718422237,0.2010000000000005,,0.2010000000000005,5,0.0108154498629171,0000,AAAA,True,True,True
UGC05999,5,13.864639458330412,12.042549966579571,1.822089491750841,-0.039971775175448865,0.04532708121264823,0.2929999999999992,,0.2929999999999992,0,0.8844118320760486,0000,ABUU,True,True,True
UGC06399,9,3.208133467550405,4.0652768287278676,-0.8571433611774624,0.007802000971421523,0.021535828339665865,0.1330000000000009,,0.1330000000000009,1,2.075155196603582,0000,AABU,False,True,False
UGC06446,17,10.00493965676559,9.31704128746074,0.6878983693048504,0.05894808491142873,0.06118257661532904,0.1229999999999993,,0.1229999999999993,1,2.068163002248472,0000,AAUU,False,True,False
UGC06614,13,28.921655271892686,29.65991572167114,-0.7382604497784548,-0.05929972802028856,0.01997735101856072,0.0909999999999993,0.0909999999999993,0.0999999999999996,5,0.0162681091369239,0000,AAAA,True,True,True
UGC06628,7,34.30402595495202,33.423245863865105,0.8807800910869119,-0.2465200209851913,0.08035157287455547,0.1750000000000007,,0.1750000000000007,3,0.7495499722329301,0000,AABU,True,True,True
UGC06667,9,18.869985635598287,16.741512333544097,2.1284733020541893,0.14521201860458877,0.14939807415707257,0.08,,0.08,5,2.107832661285474,0000,AAAU,False,True,False
UGC06786,45,33.80170211352924,31.228337969217048,2.5733641443121904,0.07308913101087952,0.028372979415651357,-0.0310000000000005,-0.0310000000000005,-0.0170000000000012,5,0.0189231393630324,0000,AAAB,True,True,True
UGC06787,71,30.628231386662215,29.821832571796566,0.8063988148656485,0.045100105111043204,0.04527192849215369,-0.0270000000000001,-0.0270000000000001,-0.0129999999999999,5,0.007932524511496,0000,AAAA,True,True,True
UGC06818,8,13.113266970699327,13.594697102892418,-0.4814301321930916,-0.08399178021783188,0.08794016323506888,0.0970000000000013,,0.0970000000000013,1,1.288935793276056,0000,AABC,True,True,True
UGC06917,11,4.261937794927139,4.711425777732614,-0.44948798280547475,0.0020118263955654766,0.019941420735722665,-0.064,,-0.064,2,0.0110447030066745,0000,AAAB,True,True,True
UGC06923,6,8.473762373671947,8.955028609015848,-0.48126623534390056,-0.0400309401292888,0.03489147071825198,0.052999999999999,0.052999999999999,0.0609999999999999,5,2.0942963296023676,0000,AAAA,False,True,False
UGC06930,10,12.872119281272335,10.5238127386699,2.348306542602435,-0.04251201059779279,0.038017822050962186,-0.0220000000000002,-0.0220000000000002,-0.0579999999999998,5,0.014358010165076,0000,AAAB,True,True,True
UGC06973,9,39.12010388943479,42.87398977089548,-3.7538858814606897,-0.035905355418490326,0.0626847379573463,0.2160000000000002,0.2160000000000002,0.3829999999999991,5,0.0134224729540012,0000,AAAA,True,True,True
